kfr_29_other_male_mean
0.50840992
0.53165746
""
""
0.41628528
""
""
0.41383204
""
""
""
""
""
""
""
0.44988608
0.52095103
""
""
""
""
0.52864414
0.43679523
0.3275812
0.47745794
0.45627266
0.40087584
0.48562506
""
""
""
""
""
""
0.44657141
0.45625851
0.41368121
""
0.35546029
0.49980277
0.44438836
0.46946067
""
""
0.46419692
""
""
0.44568744
0.4168874
""
0.42979646
0.43157086
""
""
""
""
0.38945502
0.45095047
0.48899728
""
0.40434888
""
0.42887884
0.47108811
""
""
""
""
""
0.48175374
0.27253193
""
""
""
0.49944305
""
""
0.47069564
0.45697609
0.47370717
0.55123609
""
""
0.38314959
0.38668653
""
""
""
0.33224016
0.44721678
""
""
""
""
""
""
0.35022852
0.494414
0.45254013
0.43886715
""
""
""
0.47599101
0.40542161
0.39515257
0.46667424
0.46329159
""
0.46093023
0.51301324
""
""
0.37148374
0.46361768
0.46558577
""
""
""
""
""
""
""
""
""
""
0.39549059
0.42834809
0.37350321
""
""
""
""
0.43991664
""
""
0.41285324
""
""
0.3408899
0.41588262
""
0.54874033
""
""
0.46549538
""
""
""
""
""
""
""
0.52460253
""
""
0.39593101
0.42401299
""
""
""
""
""
""
""
""
""
0.41463092
0.39850351
""
0.44882372
""
""
0.45903009
""
""
0.42007327
""
""
""
0.26743779
""
0.40549508
0.38878968
""
""
0.50863957
""
0.53953868
0.43720719
0.47262388
0.52935618
0.52259964
0.39715618
0.46908996
0.45784038
0.36029357
0.39163804
0.45997745
0.61812198
0.49678993
0.50653726
0.38241255
0.51716703
0.4778572
0.46903971
0.52030581
0.51750714
0.40739316
0.43063763
""
""
0.48191327
0.52109975
0.48051146
0.49692044
0.53163886
""
0.46790388
0.46880648
0.44293299
0.47690928
0.48208362
0.50184238
0.47294867
0.50014532
0.51683766
0.50268358
0.53728986
0.48972559
0.44127533
""
0.45245838
0.50958329
0.473665
0.44580078
0.49091977
0.39710665
""
0.46611488
0.40729487
0.51036519
0.50870854
0.41854382
0.47524267
""
0.51439315
""
""
""
0.49453869
0.53388852
""
""
""
""
""
""
""
0.43314913
0.44039083
""
0.55302775
""
""
0.46748245
0.38602358
0.4236699
""
""
""
""
""
""
0.49379671
""
""
""
0.50054777
0.48339692
""
""
""
0.52673036
""
""
0.36474946
0.54539049
0.52281892
""
""
0.41634756
""
""
""
0.40869373
""
""
""
""
""
""
""
""
0.39543331
""
0.48759869
""
0.48920366
0.49219704
0.49070013
0.50240326
0.46933207
0.49260688
0.57909179
0.49624228
0.5091154
0.49228114
0.45050502
0.46794999
0.44221121
""
0.41090432
""
0.45854878
0.43189439
""
0.39348373
0.39298689
0.44279727
0.36979598
0.31952801
""
""
0.459593
0.42596969
0.49081776
""
0.26725191
""
""
""
""
""
""
0.46197346
0.45110327
0.43132681
""
0.41338521
0.46432137
""
""
0.41194406
0.40911072
0.45326838
0.41937816
""
""
0.45099467
0.41739309
0.47049427
0.41006646
0.38304269
0.43814847
0.46720308
0.29417077
0.41761035
0.41801116
0.43674859
0.42673382
0.42692012
0.40669352
0.42251772
0.45949495
0.46977687
0.43228707
0.42369589
0.45985752
0.47214299
0.47865778
""
""
0.42419827
""
0.4072161
""
""
""
""
""
""
""
0.39530915
0.56225967
""
""
0.42918223
""
""
""
0.47409332
0.34251049
""
""
""
0.4135147
""
0.41855904
0.38993385
""
0.40320545
0.44038454
""
0.51736516
0.38675329
""
0.4543407
""
0.4987973
0.36318409
""
0.51507658
""
0.49719074
""
""
""
""
""
0.41561511
""
""
0.36420599
0.39715132
""
""
0.47390455
""
""
""
""
0.52344716
0.3475799
0.488709
""
0.4459886
""
""
0.49468595
0.46910521
""
""
0.48023352
""
0.39462459
""
""
""
""
""
0.45606518
0.47395644
""
""
""
""
""
""
""
""
""
""
""
0.46825019
0.48232859
""
""
0.48850626
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44763157
0.44340202
0.48992792
""
0.41724962
0.41134569
""
""
""
""
""
""
""
""
""
0.42820653
0.47089976
""
""
""
0.3960703
""
""
""
""
