kid_hisp_pooled_blw_p50_n
104.45943
429.47314
""
35.510155
853.33936
""
23.588257
272.32574
64.754387
72.592636
257.09457
""
""
""
""
202.8206
160.84886
""
""
64.581871
""
480.63107
390.93378
84.108177
1094.6021
147.47688
91.802635
494.43936
""
726.70056
105.57807
""
""
66.932884
251.5518
163.78537
1714.9298
""
215.30319
84.267036
207.1205
458.7822
""
41.378395
689.33057
""
111.68132
1378.8024
929.76971
""
406.28656
789.15698
""
""
94.842789
""
193.37099
124.6543
318.69855
""
125.66595
68.518105
391.8223
145.65073
""
""
77.912872
""
""
3059.9014
""
""
""
""
579.11194
""
""
147.56889
205.51979
54.474224
167.47742
""
""
420.08969
""
""
""
""
""
49.912529
""
45.582413
78.097855
""
""
""
887.9574
9395.9766
2567.0569
1612.458
1848.891
435.34097
1306.7412
196224.36
5228.4688
1899.474
58517.473
12811.839
9193.8389
3784.6226
25283.689
24.395351
216.3074
83.772995
4705.0493
98.518066
226.1794
""
806.74847
127.13992
155.68663
""
50.569492
""
32.9925
102.53439
425.45828
600.74976
173.3289
61.531418
""
153.32747
96.982307
352.43091
65.870506
""
547.08301
67.02314
132.79906
708.62817
128.73099
214.99734
135.20122
""
64.879402
203.67841
499.14047
""
""
""
101.22958
78.794243
77.769142
224.14125
74.677536
""
166.01094
349.65002
""
""
53.73513
""
52.438576
""
125.88713
""
147.24301
232.25356
334.16208
""
1866.9033
61.453316
93.552322
247.53622
216.82896
""
2507.2512
1236.8849
52.88665
""
125.80862
64.258514
4120.1543
275.29453
""
801.91211
44782.422
""
433.99054
5562.1274
478.94858
2591.4167
27605.553
605.60132
2170.6069
104693.38
2588.2292
1777.6737
28242.467
548.50665
78103.539
15343.705
1598.0873
454.04465
1112381.0
16569.154
4097.0933
195.60164
3849.9172
29080.545
356.87067
509.43759
49848.027
6744.6445
879.42371
205361.39
3414.8647
223.93808
144543.38
41777.234
5511.1152
163051.83
188776.38
15352.205
41862.559
7997.3271
25166.432
33087.07
66065.25
17751.199
2240.6782
33.723007
825.07379
12008.589
16601.576
38845.742
5397.6738
3069.8176
83.222603
62238.012
550.65668
59109.043
10176.815
3331.7795
21349.061
1539.6454
10259.246
452.18777
68.881752
434.04306
5759.916
550.43341
132.59895
""
53.733177
1329.4512
611.86926
231.53047
""
780.50592
43518.07
""
739.28876
1812.9546
98.3424
11344.359
507.28647
1884.4631
18.130119
""
154.17392
""
613.69342
""
7509.4326
""
354.13412
600.68475
865.2467
3726.5483
1242.2258
90.434402
636.44604
2823.5049
""
193.59746
573.27112
1378.2755
2897.3547
2079.7737
15.576452
77.728775
198.83621
128.20209
1494.0018
11548.992
49.568233
1378.8229
98.480034
775.43976
""
""
89.343246
273.61978
116.65093
125.20742
13623.527
432.2912
20418.299
24782.711
629.85999
685.87567
19148.475
2848.0359
347.83255
2020.1183
864.7323
5756.207
1756.8788
9165.543
1217.674
34.081211
667.85114
113.45099
3641.8015
45810.313
68.479141
810.44452
569.0882
1163.0898
12801.346
279.92853
1943.1833
48.464516
5996.0483
1315.585
417.38858
""
843.37201
52.974228
464.49521
24.809835
183.43716
3126.761
4162.9185
1359.8677
2752.1697
37276.773
78.29982
1637.8555
181.3459
34.720913
136.4438
2598.6738
10546.214
776.4502
371.25214
""
82.151413
6920.9526
3669.3479
2212.5913
199893.55
2089.8884
148.14714
1289.0945
2179.4004
37804.066
12972.871
27842.254
4266.5308
7864.4194
12828.208
1385.8337
394.18317
3667.6648
505.76495
2598.1816
7178.9932
426.04401
410.89658
64.870575
45.586964
6350.1167
58.720795
166.47832
95.221939
251.62466
465.50742
76.50412
""
113.38271
134.5507
307.98648
561.55042
207.63887
156.9185
333.81235
""
""
143.69781
50.633213
132.11792
81.782845
53.229355
""
314.10706
239.07907
452.186
179.56259
""
873.25159
315.99799
112.30746
1441.1877
1342.9596
""
4041.8394
""
8253.7344
808.64838
1257.6086
305.63855
168.52621
333.56812
47.640533
75.106987
""
48.900543
336.81268
9208.3965
59.888744
175.90805
252.54095
556.88806
""
233.41798
86.858284
78.935959
159.12318
170.69827
35.911057
202.15472
1262.267
1004.8373
40.327682
7654.1895
474.7153
""
350.44754
798.95038
351.05148
110.39047
13555.561
874.62939
8425.0527
""
40.661377
32.276253
41.049568
32.759342
479.4003
429.63904
73.068268
295.90738
68.565826
159.02567
""
""
""
29.188492
34.925491
""
133.69069
54.824196
1322.6233
""
255.43105
524.21393
170.50343
95.591141
""
113.07899
147.62437
""
34.417278
""
158.94414
51.002872
""
36.275604
623.03149
1703.7305
239.34195
165.02167
33.171986
312.46042
244.17198
83.911156
96.293755
37.006775
968.57471
""
109.36362
""
""
""
1105.5527
819.01147
""
27.748781
""
245.3797
45.499168
""
210.12503
""
""
503.98636
""
""
""
211.43979
843.23438
800.24237
""
""
199.8698
""
""
""
66.022514
139.91342
212.26324
188.00763
""
39.266342
225.49484
""
""
53.179714
6201.3916
""
30.237896
""
75.733917
3650.3989
10848.46
1017.905
2009.3036
2594.4727
""
787.93201
44.1474
44.471386
1821.8995
685.87463
41.216019
120.97031
1809.5754
118.49003
""
""
8081.8564
59.216614
1382.4117
138.17264
""
""
1158.795
180.81165
468.27402
376.07266
917.27454
62.841385
663.70282
1229.467
576.83667
109.28577
58.480274
""
214.50406
354.6376
1789.0101
148.03786
26.003408
969.55017
852.75256
635.03821
52.760529
""
1864.7051
""
469.34018
119.28349
""
""
1184.9142
""
403.44006
""
90.940445
356.2988
675.80927
50.587963
11.220329
""
78.034019
113.75546
239170.2
49.181656
""
808.72632
70.791962
153.069
11402.012
""
""
33.195843
""
60.139217
73.644295
68.769478
""
""
270.427
""
34.032715
""
""
359.11102
405.75089
217.2959
""
108.59369
