kfr_native_hisp_male_mean_se
0.039513398
""
""
0.033068355
0.032428075
""
0.020834757
""
""
0.050397992
0.041771799
0.019132961
""
""
0.03043716
""
""
0.035564572
""
""
0.028637404
0.016333925
0.032012619
0.059827916
0.020180954
""
0.029485572
0.02415752
0.016400153
""
""
0.038375091
0.02142434
0.01877323
""
0.025354117
""
""
""
""
0.034329452
""
""
""
""
""
0.016212471
0.048225112
0.029259801
0.055764135
0.025369603
0.0297521
0.039563697
""
""
0.026863864
""
""
""
0.047797248
""
0.026906157
""
""
""
""
""
""
""
""
""
""
""
0.04870585
""
""
0.050034627
0.037399955
""
0.022723217
""
0.043378104
""
0.048669271
0.020159705
0.040536176
0.070078783
0.028399974
0.025687687
0.041354574
0.043746699
""
""
0.037566781
""
""
0.040836915
0.035639815
0.0087330937
0.017480159
0.01840678
0.0065745874
0.011696363
0.014648835
0.016415304
0.0088048093
0.0176444
0.015290376
0.034780774
0.024625989
0.034013234
0.04228691
0.025547249
""
0.022668606
0.026259806
0.022916183
""
""
""
0.032977823
""
""
0.035916008
""
0.029678753
0.026621593
""
""
""
0.011961233
""
0.044249501
""
0.03878675
""
0.026160443
0.022315588
""
0.05742427
0.033753045
0.042394288
""
""
0.034797661
""
0.038469356
""
""
""
""
0.0308704
""
""
0.017869448
0.03450748
""
0.035549518
""
""
""
""
0.031840704
0.013663472
""
0.0095367106
0.070049308
""
0.046357337
0.020048907
0.0076132105
0.016727548
0.027404325
0.014522256
0.03781515
0.035030663
0.01749297
0.010276042
0.038253658
0.051981237
""
0.03180458
0.020446857
""
""
0.020482413
""
""
0.032165442
""
""
0.029797209
0.022671882
""
""
""
0.020542009
0.031889588
0.01277909
0.023331562
0.017580476
0.020128042
0.044151608
0.038923539
0.029310348
0.020039519
0.019426962
0.062934637
0.059697494
0.027099101
0.04342775
0.049479891
""
""
0.010708902
0.034940112
0.016098235
0.012591951
0.071840212
""
""
""
""
""
0.018856253
0.045573223
0.064272679
0.036074776
0.020922897
0.025952673
0.022263868
0.03872497
""
0.058294296
""
""
""
0.057573475
""
""
0.038628254
0.055721808
""
0.031580772
""
""
0.054269228
0.018531756
0.049379282
0.046890993
0.011132077
0.037381016
0.044316743
""
