hs_black_pooled_p1
0.65622747
0.5302301
0.60175353
0.30871746
""
0.40252671
0.54419708
0.58998585
0.59219307
0.64499831
0.60600698
0.57273328
0.60825205
0.62790471
""
0.65732515
0.52263737
0.59837294
0.58071518
0.46356171
0.74731374
0.38565588
0.60710436
0.64635497
""
0.44557706
0.72752225
0.67903906
0.61154938
""
0.74243408
0.51952451
0.7503674
0.53705359
0.62677759
0.97772247
0.6447674
0.87530118
0.64405489
0.83066559
0.44875538
0.68588513
0.70111859
0.57203621
0.54044151
0.84424525
""
""
0.60527962
0.73306751
0.50037718
0.69382334
0.5817011
0.60090238
0.64801532
0.66290265
0.66282344
0.68225718
0.64769202
0.75332057
0.6587224
0.50087529
0.49951208
0.58621502
0.61339068
0.82376677
""
""
""
0.6687941
""
""
""
""
0.55982143
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7198391
""
""
""
""
""
0.69942814
0.91656673
""
0.74028867
0.53026074
""
""
0.65850687
0.5223496
0.80147684
""
""
""
0.67072558
0.80895084
""
0.80423838
0.83017212
""
""
""
0.67235851
0.92055875
0.66026592
""
0.58662385
0.46590692
0.68663979
0.67307937
0.84346497
0.64408851
""
""
0.78885639
""
""
0.74661773
0.77752686
0.49349529
""
""
0.60627031
0.69605893
""
0.59810078
""
0.92674309
0.85120428
0.66032171
""
0.60353422
""
""
0.57522362
0.59881288
0.9387753
""
0.87004656
""
0.74674791
""
0.68088025
""
0.77425086
""
0.87193328
""
0.68167228
""
0.74679643
0.63576436
""
""
0.89399379
""
""
""
0.55582106
""
0.41612154
0.703031
0.65156281
""
0.68626088
""
""
0.95017582
""
""
0.72242153
""
1.1779668
0.75842291
""
""
0.78423113
""
0.76469868
0.58694798
""
""
0.72526497
0.82694435
0.78187376
""
""
0.63233626
""
""
0.81028324
1.1959184
""
0.73356092
0.73578972
""
0.75824803
0.70526743
""
0.72430038
0.76991647
0.75386339
0.67095506
0.65470713
0.76859695
0.72969425
0.74411386
0.85885054
""
""
""
0.74609655
0.87414891
0.79557401
0.77075118
""
""
0.65775222
""
0.73977578
0.67578757
0.94443214
0.72553331
""
0.71207213
""
""
""
0.86127776
""
""
""
""
""
""
""
""
""
0.68659115
""
0.70572293
""
""
0.7561022
""
""
""
""
""
""
""
""
0.70633757
""
""
""
""
0.79650468
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66778588
""
""
""
""
""
""
""
""
""
""
""
""
0.69326138
0.74974108
0.77837521
0.78482234
0.66707462
0.72113681
0.91731775
0.3319695
0.63565278
0.54118186
0.67853183
0.65414459
0.48409668
0.32479998
0.70921868
0.58271551
0.61095792
0.66021144
0.95025295
0.65134627
0.68924719
0.58159089
0.67346346
0.64508706
0.53212959
""
0.56869328
0.59216899
0.74356925
0.63690865
0.64368677
""
""
0.91104019
0.63030124
""
0.65737695
0.5474509
0.66952688
0.63765949
""
0.45272103
0.66713202
0.54997677
""
0.47301108
0.68631476
0.61432993
0.76510715
""
0.55644834
0.52994293
0.63293868
0.47715187
0.69355547
0.89701539
0.41060743
0.57932019
0.63137299
0.61084431
0.57513422
