hours_wk_other_female_mean_se
""
""
""
4.0669875
""
""
2.8970776
""
""
""
""
2.3873739
""
""
""
""
""
""
""
""
""
2.3706832
""
""
2.6106493
""
""
2.9575746
1.7135345
""
""
""
1.9033298
2.145221
""
3.5547769
""
""
""
""
""
""
""
""
""
""
2.0765347
""
""
""
4.9724283
2.9652488
""
""
""
3.3053
""
""
""
""
""
2.8441477
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2475042
""
""
""
""
2.6186383
""
""
3.0419276
3.4957821
""
""
""
""
4.3389759
""
""
""
""
1.5566946
""
3.0747514
1.6294063
1.8496621
4.0307631
3.3431733
1.5883445
""
2.2071252
""
""
""
""
3.0698693
""
2.6403594
4.1159487
2.8369873
""
""
""
""
""
""
""
""
""
""
""
""
""
1.5838419
""
""
""
""
""
3.3525629
3.336833
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0042522
""
""
2.2280452
""
""
""
""
""
""
""
3.6401792
1.4785874
""
0.85123301
""
""
""
""
1.0417849
2.5384448
""
3.5568454
""
""
2.8888404
1.8902439
""
""
""
""
2.1976538
""
""
2.2527966
""
""
3.274111
""
""
2.5220318
2.5900285
""
""
""
""
""
2.7559929
""
2.9954538
3.7127583
""
""
""
3.9703863
2.3032527
""
""
""
""
4.3553762
""
""
3.0203371
3.1749971
2.8263888
1.6061958
""
""
""
""
""
""
2.115675
""
""
""
1.6786379
3.2412131
3.8118701
3.9965124
""
""
""
""
""
""
""
""
""
""
""
3.1354783
""
""
""
2.7620416
""
""
1.7914866
3.8059752
""
""
""
""
""
2.1013422
""
3.5846953
""
2.8470681
2.0669107
2.7074623
2.6184652
0.76248205
2.1190102
1.048076
1.1055621
3.690248
3.0004365
""
""
""
""
""
2.614054
""
""
""
1.6802102
""
""
1.0996809
2.5833511
""
3.1759529
1.3777252
""
""
""
""
""
""
""
""
""
""
""
3.7539682
1.2022023
""
3.1544297
""
""
""
""
""
""
""
""
""
""
""
2.6112678
3.5355771
""
4.2788491
""
""
""
2.9636033
""
""
""
""
""
""
""
3.0754855
""
3.1742439
2.7084031
1.8951663
""
0.91385406
2.969619
""
""
1.8081301
""
""
""
3.628144
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3961096
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1290784
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.4938235
""
""
""
3.4264128
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.2926421
""
""
""
""
""
""
1.8777915
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2339957
1.3568953
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5060823
2.9997809
3.0996897
""
""
""
""
3.6450438
""
1.7144778
""
""
""
""
3.773124
""
3.6483803
""
2.776216
""
""
2.1842029
2.0769527
2.9415574
""
1.259977
3.4876006
""
""
2.4076183
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.0571856
""
1.9991288
""
""
""
""
""
""
""
""
""
""
""
4.8498416
""
""
1.3080125
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7154481
2.2499967
1.4471347
""
""
""
""
2.6510327
""
""
3.9988358
""
4.2464261
1.3082137
2.920049
""
""
""
""
1.7774214
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7973773
""
""
""
""
""
0.59691358
2.7398615
1.4929771
""
4.1378002
""
""
""
2.1848149
""
1.1960107
""
2.2382147
""
""
""
3.3018043
""
""
1.3954203
""
""
3.7468064
""
""
""
""
""
""
""
3.1313348
1.7001014
""
""
""
""
""
""
""
""
5.035223
""
""
3.0995505
""
4.1974144
""
""
2.0470457
2.6626503
1.956849
2.6284869
0.92573982
1.0906663
""
""
""
2.4905963
1.9355168
0.70939344
1.3850381
""
""
0.98963147
""
2.6289892
0.49999595
""
""
""
""
2.5124347
""
4.3564663
1.2087038
""
1.8615007
""
""
3.6714311
""
""
""
""
""
""
""
""
0.7362265
