working_hisp_male_p25
0.89711398
0.65695864
""
""
0.83327222
""
""
0.83608776
""
""
0.83628523
""
""
""
""
0.85554296
0.81241804
""
""
""
""
0.60160303
0.82505143
0.53676766
0.6899507
0.83500534
0.77226758
0.80417734
""
0.76263976
0.7949385
""
""
""
0.75384229
0.90450138
0.69973731
""
0.83876586
0.77389598
0.57243747
0.58939964
""
""
0.71532685
""
""
0.61198318
0.78300357
""
0.75952399
0.78124756
""
""
""
""
0.64932686
0.58166319
0.82266265
""
0.72816449
0.77953941
0.62950486
0.86118525
""
""
""
""
""
0.75502032
""
""
""
""
0.72469413
""
""
0.70170045
0.8894093
0.90758711
0.73100364
""
""
0.7366448
""
""
""
""
""
""
""
""
""
""
""
""
0.77393627
0.79682171
0.75777179
0.702191
0.81092328
0.72507524
0.77261084
0.74275535
0.76075566
0.75011617
0.7515102
0.74090606
0.76947337
0.74661851
0.78388149
""
0.88503635
0.73411512
0.75523967
0.48497671
0.8387742
""
0.77564722
""
0.84964538
""
""
""
""
0.89208573
0.6962598
0.6520896
0.85565007
""
""
0.72840583
""
0.67211527
0.83606327
""
0.70183337
""
0.71823764
0.7236073
0.71823955
0.93164432
0.78299958
""
""
0.78758103
0.7178086
""
""
""
""
""
0.79362273
0.47595078
""
""
0.63527316
0.79301322
""
""
""
""
""
""
0.5923633
""
0.86341935
0.8347711
0.78332108
""
0.7278834
""
0.78156096
0.84504247
""
""
0.69158709
0.8229506
""
""
0.7296887
0.91326046
0.72191489
0.7662192
""
0.8406018
0.75370234
""
0.74980044
0.73947316
0.80599499
0.75209969
0.74685478
0.68009913
0.74724132
0.75384033
0.808438
0.7035535
0.78426284
0.77280444
0.78859425
0.7770173
0.70154566
0.74592042
0.76819348
0.79454541
0.76973641
0.7354089
0.69490784
0.76263088
0.80269647
0.88802552
0.78226805
0.78340954
0.72567767
0.77384692
0.75378537
0.66066968
0.75054669
0.73120052
0.78543109
0.75307161
0.76620227
0.77052975
0.76526642
0.76394868
0.77736413
0.78414792
0.77124441
0.77336919
0.75811154
""
0.75395834
0.78048986
0.73343909
0.74994904
0.78247213
0.74938262
""
0.77395809
0.71616375
0.78277916
0.78450316
0.7850464
0.77795202
0.77626729
0.75965267
0.70931196
""
0.80101782
0.77140778
0.84910119
0.78099364
""
0.88642091
0.73730946
0.75859135
0.80856645
""
0.82149953
0.7456513
""
0.81362593
0.7502501
0.72599763
0.74415767
0.72336322
0.72185957
""
""
0.84394079
""
0.67631882
""
0.75735492
""
0.74146473
0.66959846
0.8009553
0.81418544
0.72765732
""
0.83253878
0.79786414
""
0.86334109
0.82064086
0.79158783
0.78471035
0.7336939
""
0.88123804
0.59733951
""
0.8049252
0.74651223
0.74947673
0.78042883
""
0.68472195
""
""
0.86078715
""
0.68213147
0.89591247
0.77055776
0.71322954
0.7615841
0.76694107
