comcoll_pooled_female_p25
0.21779695
0.32875568
0.28080347
0.13903655
0.2460909
0.23714042
0.21321079
0.30154586
0.23703668
0.31654343
0.26566604
0.38685998
0.39510575
0.19685885
0.36947641
0.40636188
0.19480525
0.40250701
0.27881485
0.33183047
0.24895081
0.35935989
0.33118278
0.360149
0.29133099
0.219237
0.34481141
0.2891086
0.33147085
0.36207828
0.31795803
0.22744228
0.30432585
0.28534418
0.25399178
0.18323836
0.29634881
0.28190583
0.23598582
0.22967945
0.34909725
0.19113125
0.30693248
0.26739809
0.30049273
0.28708789
0.33931354
0.32362777
0.31580403
0.31501728
0.2635985
0.26146322
0.3957828
0.25367078
0.21966346
0.2450095
0.29329616
0.21823049
0.33567068
0.1532409
0.2428824
0.33817607
0.27997231
0.22833756
0.31794047
0.14775866
0.22916386
""
""
0.2713033
0.045605604
""
""
0.12503971
0.27034801
""
""
0.31097519
0.33068597
0.1547935
0.22653677
0.03385945
""
0.32802832
0.039600525
-0.0095437085
0.022266682
""
0.32744288
0.19395362
""
""
0.052162163
""
""
0.031097936
0.30243945
0.31504762
0.32096097
0.24634595
0.17452537
0.15493459
0.30929932
0.28959733
0.23856913
0.25629672
0.29548267
0.20280217
0.26492587
0.30897233
0.21239802
0.31241876
0.17774068
0.35035324
0.22680214
0.27729341
0.16813676
0.21863106
0.25216436
0.41135517
0.38270333
0.2143475
0.28938183
0.22715098
0.39488518
0.3194927
0.25976962
0.2107811
0.22191706
0.29186347
0.24878511
0.37446135
0.3404457
0.29666793
0.3536315
0.29654744
0.34100085
0.12430234
0.19956906
0.24079797
0.26433676
0.3082681
0.34350759
0.53878021
0.22964807
0.31530243
0.17711744
0.44342068
0.32803935
0.35688829
0.29432362
0.18519983
0.31263486
0.279679
0.22460352
0.19029053
0.2053013
0.24945498
0.30515975
0.34552747
0.29824704
0.3174074
0.40286502
0.19657351
0.34001741
0.26183999
0.19956078
0.43047255
0.24116871
0.25217459
0.33395028
0.33994362
0.32746136
0.20379062
0.3698203
0.43648848
0.28553227
0.2959151
0.42339635
0.39040315
0.26544583
0.26270655
0.22794376
0.28679502
0.2027562
0.34492764
0.42324528
""
0.34456187
0.33715665
0.25445575
0.34772018
0.37861356
0.32780099
0.37141091
0.32389534
0.16044421
0.38136348
0.31976619
0.23220465
0.271523
0.31100735
0.40351966
0.26624155
0.37013581
0.28123879
0.60665607
0.43175688
0.37381816
0.29319689
0.44126827
0.0030953516
0.30993861
0.32633761
0.5050301
0.42166099
0.36554095
0.5061776
0.28064579
0.3450771
0.23320416
0.28682768
0.35671303
0.57615399
0.31255063
0.35798272
0.40338656
0.35204366
0.4395268
0.39920807
0.31430393
""
0.46436602
0.31021318
0.34638304
0.27658734
0.37960547
0.32306701
0.54653645
0.31347942
0.39180529
0.36977032
0.37028006
0.30672392
0.23781088
0.39510524
0.37605911
0.30127907
0.623649
0.30282822
0.39189759
0.3979941
0.42426321
""
0.48872453
0.48374057
""
0.69605732
0.65411198
0.24538416
0.24672808
""
0.44554347
0.28659406
0.45494947
0.31297112
0.30596727
0.31910011
0.67055666
""
0.38188779
""
0.36106315
""
0.37177679
""
0.36185864
0.46375087
0.43613577
0.38352081
0.43720764
0.53806132
0.48015577
0.30419388
""
0.15796852
0.27769122
0.30007198
0.27076796
0.3324374
""
0.41077775
0.66658652
0.60542876
0.34520298
0.28504169
0.46319342
0.35472792
0.39113766
0.52958363
""
""
0.75223392
0.44679117
0.37718073
0.53557378
0.26519445
0.49824312
0.43945992
0.3854489
0.38066444
0.4114309
0.3998802
0.34474906
0.39593363
0.37172642
0.25481763
0.27321708
0.2443127
0.27797914
0.4613001
0.18146448
0.2821129
0.30733958
0.41743022
0.42888826
0.33956274
0.3912926
0.36543658
0.29842916
0.38067889
0.33267948
0.19919401
0.22286655
0.27111271
0.32078472
0.39550498
0.16494967
0.34248212
0.20849808
0.19581273
0.23385887
0.22127874
0.20034091
0.23622878
0.31584075
0.27418742
0.28605729
0.39788359
0.31909251
0.27224606
0.40549096
0.50255126
0.3198252
0.32472134
0.49401394
0.39480034
0.10208666
0.29318929
0.29773134
0.26347318
0.44399929
0.44285551
0.47064981
0.31276116
0.36531007
0.142511
0.35495296
0.34984598
0.3833456
0.30350512
0.36439827
0.2708571
0.23402886
0.31293398
0.30230537
0.30579939
0.33371082
0.48284063
0.13148412
0.34361038
0.31036884
0.27699924
0.34082064
0.32792786
0.29107639
0.28710642
0.37619266
0.27163684
0.20584612
""
0.18381101
0.21185379
0.15991071
0.20062363
0.33293518
0.25123402
0.23692684
0.39235631
0.29932144
0.21947056
0.1948797
0.233521
0.32067075
0.24090928
0.10454973
0.28729901
0.36963931
0.23032765
0.20785926
0.58129585
0.27958935
0.21902545
0.27971929
0.36341459
0.34755084
""
0.2921837
0.26133648
0.42036834
0.32904458
0.30725613
0.35389537
0.22711489
0.1876324
0.26077989
0.29732269
0.15039659
0.25162825
0.20924596
0.36126736
0.31595722
0.27779076
0.25932568
0.22907324
0.41516739
""
0.19577044
0.23765966
0.32446626
0.3372348
0.17727342
0.46796179
0.28426477
0.24203394
0.25087866
0.32645434
