stayhome_black_female_n
349.0
508.0
438.0
96.0
28.0
245.0
343.0
1014.0
556.0
36.0
124.0
208.0
410.0
44.0
31.0
287.0
319.0
197.0
77.0
181.0
98.0
32.0
520.0
1111.0
28.0
494.0
345.0
619.0
73.0
44.0
85.0
255.0
303.0
255.0
909.0
60.0
9950.0
31.0
342.0
185.0
856.0
331.0
365.0
565.0
2355.0
365.0
""
32.0
5072.0
236.0
4341.0
515.0
181.0
318.0
371.0
127.0
772.0
143.0
413.0
241.0
897.0
376.0
1711.0
113.0
121.0
224.0
""
""
""
679.0
""
""
""
""
303.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
310.0
55.0
""
""
""
""
4225.0
47.0
32.0
911.0
135.0
""
39.0
117.0
253.0
156.0
""
51.0
""
119.0
30.0
""
259.0
204.0
""
""
22.0
246.0
93.0
234.0
37.0
928.0
148.0
99.0
290.0
177.0
251.0
""
""
288.0
""
""
238.0
137.0
112.0
30.0
""
89.0
1693.0
""
55.0
""
193.0
105.0
78.0
""
167.0
""
""
413.0
689.0
141.0
""
100.0
""
440.0
""
482.0
""
64.0
""
48.0
20.0
4815.0
""
433.0
113.0
""
""
333.0
""
""
""
547.0
""
105.0
82.0
69.0
""
6659.0
""
""
76.0
""
""
3444.0
""
47.0
1236.0
""
24.0
90.0
""
1187.0
221.0
""
""
25894.0
122.0
185.0
""
""
339.0
""
""
464.0
88.0
""
1801.0
117.0
""
3840.0
4027.0
23.0
6188.0
5154.0
1810.0
1339.0
110.0
1127.0
309.0
1880.0
70.0
43.0
""
23.0
2451.0
241.0
483.0
63.0
""
""
190.0
""
666.0
135.0
93.0
695.0
""
1965.0
""
""
""
87.0
""
""
""
""
""
""
""
""
""
2446.0
""
106.0
""
""
1759.0
""
""
""
""
""
""
""
""
258.0
""
""
""
""
77.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
50.0
""
3156.0
3331.0
69.0
252.0
2870.0
497.0
123.0
63.0
1095.0
3947.0
834.0
11793.0
1404.0
69.0
705.0
94.0
1796.0
14436.0
41.0
321.0
117.0
641.0
523.0
349.0
101.0
22.0
8519.0
2482.0
165.0
36.0
921.0
""
""
61.0
85.0
32.0
117.0
293.0
308.0
5625.0
21.0
415.0
344.0
167.0
""
749.0
1336.0
2192.0
109.0
22.0
184.0
942.0
1093.0
231.0
18355.0
157.0
160.0
746.0
74.0
6988.0
774.0
6786.0
455.0
3096.0
2610.0
442.0
341.0
1466.0
264.0
633.0
1719.0
146.0
148.0
101.0
55.0
1581.0
79.0
85.0
64.0
128.0
""
66.0
""
567.0
28.0
173.0
269.0
241.0
58.0
2802.0
85.0
""
218.0
106.0
391.0
394.0
195.0
26.0
309.0
70.0
556.0
33.0
54.0
3679.0
449.0
62.0
226.0
1041.0
32.0
6298.0
62.0
4368.0
272.0
329.0
649.0
162.0
717.0
100.0
307.0
""
""
329.0
15993.0
125.0
169.0
2206.0
1085.0
141.0
""
159.0
207.0
199.0
75.0
""
710.0
421.0
58.0
63.0
13362.0
""
""
767.0
64.0
224.0
240.0
3822.0
23.0
390.0
213.0
57.0
167.0
131.0
46.0
1378.0
1360.0
96.0
129.0
102.0
68.0
227.0
108.0
74.0
277.0
180.0
66.0
516.0
135.0
1266.0
93.0
90.0
1219.0
""
302.0
89.0
170.0
71.0
65.0
264.0
58.0
362.0
191.0
34.0
173.0
""
3562.0
707.0
74.0
64.0
408.0
336.0
""
72.0
56.0
173.0
74.0
207.0
21.0
""
116.0
4334.0
784.0
""
203.0
82.0
754.0
85.0
71.0
451.0
109.0
34.0
98.0
67.0
104.0
205.0
551.0
390.0
239.0
""
68.0
749.0
126.0
160.0
""
277.0
96.0
331.0
390.0
141.0
388.0
219.0
41.0
23.0
""
139.0
44.0
142.0
108.0
236.0
""
1293.0
""
""
77.0
""
21.0
""
""
""
""
""
""
24.0
""
""
""
28.0
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
113.0
""
35.0
""
""
""
""
""
780.0
""
""
""
27.0
31.0
42155.0
""
""
93.0
""
""
1751.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
221.0
""
92.0
""
""
""
1207.0
719.0
87.0
100.0
1983.0
41.0
""
25.0
""
""
22.0
100.0
405.0
723.0
25.0
860.0
63.0
""
""
32.0
""
""
""
""
45.0
""
22.0
1279.0
27.0
""
""
""
87.0
""
50.0
""
447.0
3104.0
26.0
827.0
""
""
""
""
204.0
24.0
""
372.0
""
""
""
""
""
33.0
2795.0
51.0
1253.0
""
""
1697.0
63.0
""
""
""
""
""
""
354.0
""
""
""
""
""
""
""
321.0
""
456.0
""
159.0
""
""
""
42.0
241.0
""
198.0
36.0
""
112.0
23.0
245.0
""
""
""
""
""
""
37.0
20.0
41.0
""
5018.0
451.0
""
432.0
8083.0
""
""
40.0
72.0
""
""
""
""
""
""
""
""
""
""
113.0
""
""
""
""
""
""
1344.0
""
23.0
""
""
""
""
""
127.0
""
""
627.0
""
228.0
""
""
37.0
""
136.0
""
""
""
""
""
""
""
""
""
398.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
75.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
37.0
183.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
683.0
45.0
""
""
""
502.0
""
""
42.0
""
""
""
""
""
""
""
""
40.0
""
""
110.0
""
""
""
""
35.0
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
175.0
""
""
""
""
27.0
29.0
""
423.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
792.0
""
""
""
36.0
""
384.0
""
""
""
32.0
""
""
""
""
""
""
101.0
""
""
""
""
""
