kir_29_other_male_mean
0.42209813
0.39872295
0.50948226
0.48381153
0.48566169
0.42023
0.4551833
0.45006275
""
0.47173932
0.45145488
0.50185508
0.49168339
0.43537605
0.48331785
""
0.50929719
0.46381915
0.39507452
0.44430295
0.45700535
0.46298033
0.43697292
0.49055922
0.50360829
0.39391834
0.53027761
0.49763381
0.5297336
0.46783909
0.46367919
0.47108659
0.52099437
0.54089785
0.47977948
0.48964375
0.44648632
0.46461028
""
0.42662132
0.45163241
0.49761313
""
""
0.42640978
0.49101654
0.50632083
0.53993154
0.53320205
0.4853366
0.54692602
0.54585063
0.42278263
""
""
0.51062965
0.44196677
0.60054284
""
0.54503453
0.39507654
0.51055485
0.36776033
0.40683341
0.38766539
0.50778502
""
0.43229121
0.36576915
0.4246828
0.52084231
0.44514197
0.45399946
0.44115987
0.3818514
""
0.4987998
0.36930236
""
0.48287585
0.46751237
0.39564589
0.42909697
0.46661705
0.48465997
0.48220354
0.41915166
0.4846544
0.49932525
0.510432
0.46037954
0.41963309
0.534958
0.49411374
0.49297521
""
0.48515409
0.51092511
0.48012421
0.4642438
0.48812041
0.46695304
0.48668817
0.45512894
0.49542147
0.48232251
0.48820609
0.49898976
0.41772375
0.45755738
0.47716194
0.48485416
0.48797008
0.44806185
0.49921876
0.48919863
0.48650923
""
0.43839693
""
0.47177297
0.44446227
0.50872403
0.52287656
0.37197539
0.46930626
0.49297839
0.41353285
0.38866803
""
0.49811167
0.44404417
0.46522892
0.47813442
0.45456147
0.49044636
0.47892618
0.49004409
0.34964573
0.44419456
0.47221169
0.46912184
""
0.46277174
0.44799379
0.37404105
0.47472766
0.43396461
0.40067917
0.56262392
0.49864253
0.48758134
0.47519737
""
0.48794237
0.4756808
0.42858526
0.50191355
0.51343757
0.51806313
""
0.40660539
0.57724744
0.55825579
0.4859938
0.59959656
0.51421851
0.49527046
0.50697815
0.47592428
0.47881287
0.49384156
0.4665049
0.47221887
0.41118768
0.45080081
0.50060946
0.47368065
0.45733801
0.48171985
0.52375048
0.47958237
0.47900268
0.45538378
0.43979627
0.49360335
""
0.53371686
0.46337691
""
0.44311875
0.51709229
0.48784012
0.46970665
0.49200967
0.50693506
0.46450317
0.52298617
0.48440596
0.47513953
0.48933813
0.50377208
0.50756812
0.47499943
0.47539788
0.47330278
0.52112752
0.50865859
0.54646814
0.49091625
0.48679894
0.51574683
0.54688668
0.55042577
0.54321843
0.48318076
0.48011735
0.49839148
0.49762908
0.42822227
0.42816272
0.48801008
0.43440205
0.44288769
0.49039209
0.45183158
0.4965412
0.51677907
0.50606084
0.46971938
0.477
0.49700835
0.52576637
0.47107401
""
0.48680305
0.54323924
0.45639855
""
0.44875196
0.48840308
0.52011853
0.52610028
0.51327193
0.52441543
0.53025275
0.51915264
0.5064652
0.48247719
0.47824281
0.5131253
0.4923535
0.52618796
""
0.54465532
0.56139708
0.51510978
0.52295029
0.50762057
0.52529627
0.46882597
0.54753458
0.52527517
0.52048564
0.51628464
0.52734286
0.54658341
0.56950384
0.52725852
0.54591107
0.53233796
0.51072931
0.39028943
0.48282772
0.48405463
0.46564838
0.50103188
0.52116305
0.54550797
0.50803149
0.49909759
""
""
0.53613144
0.54053003
0.43918332
0.52616239
0.54134697
0.52562302
0.47820112
0.50081211
""
0.49946788
0.50207466
0.43077493
0.57858038
0.626113
0.4940201
0.49587777
0.55418688
0.52760214
0.52194053
0.52639854
0.50874943
0.47261745
0.43739435
""
0.53942019
0.47358504
""
0.51606786
0.4789333
0.50587898
0.53504503
0.52606893
0.54884511
0.51424408
0.49806422
0.52777559
0.53501403
0.55497092
0.50408494
0.51973933
0.51080668
0.57295406
0.51187921
0.52036095
0.48526227
0.48179829
0.46785063
0.53495514
0.49464726
0.51178187
0.50833249
0.53729975
0.54744107
0.50098926
0.51085842
0.46710831
0.50392145
""
0.47691387
0.46238735
0.49894038
0.52232957
0.41568112
0.52924991
0.45336327
0.44134691
0.52184427
0.46687385
0.37507465
0.4437398
""
0.52678651
0.45271784
""
0.56063777
0.4920463
0.45140013
0.46549425
""
0.51661104
""
""
0.51732314
0.53822654
""
""
""
""
""
0.55759293
""
""
""
""
""
""
0.57782972
""
""
""
""
""
""
""
""
""
""
""
""
0.72887588
0.52491218
""
0.52198535
0.50695682
""
""
""
""
0.52766097
0.4597199
""
""
0.53524369
0.51743579
""
0.62663233
""
0.55894125
0.50605148
""
""
""
""
""
""
""
""
""
""
0.36979032
""
0.60565776
0.58017248
0.54734045
0.59970027
0.56869006
0.60087764
0.4342376
0.49934319
0.51879597
""
""
""
0.49925819
0.29244488
""
""
""
0.57355547
0.51263958
""
""
0.47259417
0.52315563
0.47529367
""
0.49357918
0.50593519
""
0.48537475
0.53466272
0.61688423
0.52212417
0.50897038
""
""
""
""
0.49233279
0.5116992
""
""
0.45949054
0.4503901
""
""
""
""
""
""
""
""
""
0.49325114
""
0.48880365
""
0.5257681
0.52230597
0.54147953
""
""
0.53039706
0.56534147
0.4775373
0.45349759
""
""
""
""
""
0.50413078
0.60349929
""
0.49644676
0.52074921
0.49644965
0.52597469
0.53294569
0.47482732
0.43482861
0.50831604
0.52249503
0.50234342
0.48589218
0.44373026
""
""
0.49060294
0.43191338
0.43922684
0.52299613
0.47323129
0.38428837
0.48771581
0.49602547
0.49498704
0.46458998
0.53421962
0.51588231
0.51658672
0.54232717
0.54450762
0.52822727
0.45828083
""
0.52188033
""
0.57513624
""
0.59627742
0.54294378
0.49250105
""
0.55228412
0.52068913
""
""
""
0.37730983
0.67807537
""
""
0.5674426
""
""
""
0.57554597
""
""
0.5162192
0.55558258
0.54677063
0.57418561
0.47240204
""
0.56713498
""
""
""
""
""
0.49608389
0.4753572
0.56200033
0.52759361
0.57701224
0.55170852
0.54918259
0.50145471
0.54098797
0.52478379
""
""
""
0.55582678
""
0.44144914
""
""
0.55463135
""
""
0.48105377
""
""
""
0.47733915
""
0.52263671
0.45381683
0.54172111
0.52721488
0.54295093
0.45806289
0.49048546
0.54493648
0.53319335
0.52170312
0.4653483
""
0.53714651
0.56879544
0.5465275
0.50986177
0.52285755
0.53127486
0.44900596
0.46133256
""
0.5441516
""
""
""
0.47460267
""
0.67058343
0.53724921
0.46830893
0.54106641
0.42655173
""
""
0.60070407
0.49364439
0.50291252
0.51907247
""
0.54260981
""
0.56905103
0.39927527
""
""
""
0.51321274
""
""
0.48233745
0.45675668
0.52194917
""
0.50717217
0.49689758
0.43501791
0.66626364
""
0.59738177
""
0.56919241
0.5317502
0.52767015
0.57547271
0.52635151
""
""
0.49849769
0.49854288
""
0.53042775
""
0.52833182
0.56424028
""
0.52983528
0.49179339
0.44166836
0.45166364
0.50939649
0.48904637
0.48964185
0.51668513
0.49663365
""
0.51769876
0.51247209
""
0.5774352
""
0.51893777
0.51715541
0.51896733
0.47261819
""
""
0.52676696
0.66801983
""
0.53872961
0.50957155
""
""
0.46149686
0.44233945
0.47302631
0.46114135
0.458343
0.48150516
0.53823286
0.51391703
0.4825961
0.51957327
0.57139021
0.55525541
0.52640313
""
0.48835024
0.51123583
0.56143993
0.51979631
""
0.57392579
0.53016841
0.54942912
0.54115134
0.53450346
0.46550983
0.4986732
0.51535553
0.53475904
0.48687181
0.49568561
0.48616198
0.51399153
0.50433266
0.49121937
0.53412819
0.53338885
0.55896395
0.51804012
""
0.48358968
""
""
""
0.54651004
0.53445005
0.54179573
