kfr_native_hisp_male_p25
""
""
""
""
""
""
""
0.40868458
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64712149
""
""
""
""
""
""
""
""
""
""
""
0.3775686
""
0.37333336
""
""
""
0.28487244
""
""
""
0.37430343
""
""
""
0.46299431
""
0.3076582
0.17788075
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37182546
""
""
""
""
0.53131533
""
""
0.16233408
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3532626
0.40653077
0.49261624
0.34419781
0.49159786
0.35725173
0.53354985
0.36678091
0.41435286
0.34061086
0.36651924
0.37969384
0.4383246
0.42408475
0.40131953
""
""
""
0.3737838
""
""
""
""
""
""
""
""
""
""
""
""
0.42678455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39550796
""
""
""
""
""
0.45182115
""
""
""
""
""
0.30981296
""
""
""
0.41873726
""
0.52197123
0.3665244
0.45562822
0.40124485
0.39574021
0.26137766
0.45743176
0.37143591
0.41467142
0.43202993
0.43739483
""
0.44796848
0.38865811
0.35080755
0.53913093
0.40553078
0.35804546
0.33820492
""
0.44511011
0.34458798
""
""
0.41765991
0.40167695
0.44256437
0.41214347
0.38083795
""
0.39856076
0.37390631
0.3776406
0.40748703
0.42251405
0.46385601
0.37894508
0.43725461
0.42792976
0.39740977
0.4114517
0.42339137
0.38161179
""
0.47175452
0.40823489
0.4467302
0.38947836
0.37255669
0.33255053
""
0.38374472
0.38253364
0.40222603
0.40996715
0.37750942
0.41184962
0.40245655
0.4100033
""
""
0.35670841
0.45350516
0.54853731
""
""
""
0.47554737
""
""
""
0.44857177
0.3808057
""
0.42863894
""
""
0.38490093
0.47737917
0.32416785
""
""
""
""
0.38431856
""
0.42118061
""
""
""
0.4367522
0.41278622
0.34032962
""
0.36555043
0.41326374
""
""
0.4844065
0.44263992
0.48988867
0.45042956
""
""
""
""
0.32908228
0.38095981
""
0.33114555
""
0.46803468
""
""
""
""
""
""
0.41258454
""
0.37602264
0.3697179
0.31606141
0.43714309
0.36420476
0.35548058
0.31699747
0.3345131
0.39385581
0.38827994
0.29397881
0.41760734
0.41943845
""
0.33535138
""
0.35689095
0.3782475
""
0.341389
0.35077816
0.44940203
0.38141891
""
""
""
0.35921779
0.30977944
0.42592549
""
""
""
""
""
""
0.46036804
0.27036607
0.33944294
0.37712556
0.38036376
""
0.38349256
""
""
""
0.39540473
0.37172389
0.46007052
""
""
""
0.3958444
0.42235184
0.48820648
0.41512775
0.4972102
""
0.42958716
""
0.37479234
0.39549243
0.36625105
0.42481053
0.42890528
0.42477107
0.35113752
0.24158116
0.30993047
0.41131422
0.36086383
0.39990765
""
""
""
""
0.39247027
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2630159
""
""
""
""
0.43112528
0.41857192
""
0.40987232
0.41178331
""
0.41227278
""
0.35374737
""
""
0.28790525
""
""
""
""
""
""
""
0.32805634
""
""
""
""
""
""
""
""
""
""
""
0.18508054
""
""
""
0.31779909
""
""
""
""
""
