pos_hours_asian_pooled_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
37.0
""
""
""
29.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
323.0
""
""
68.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
1378.0
""
""
27.0
""
""
690.0
""
""
322.0
""
""
""
""
166.0
36.0
""
""
6053.0
""
60.0
""
""
82.0
""
""
134.0
42.0
""
2179.0
52.0
""
412.0
723.0
""
576.0
1344.0
1290.0
353.0
24.0
879.0
63.0
1990.0
42.0
""
""
""
387.0
78.0
117.0
51.0
""
""
66.0
""
302.0
52.0
21.0
83.0
""
127.0
""
""
""
50.0
""
""
""
""
""
""
""
""
""
75.0
""
27.0
""
""
71.0
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
139.0
125.0
""
""
90.0
31.0
""
""
""
76.0
""
55.0
23.0
""
22.0
""
32.0
179.0
""
""
""
22.0
""
""
""
""
123.0
39.0
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
182.0
""
""
25.0
""
180.0
23.0
81.0
29.0
122.0
46.0
""
""
""
""
""
54.0
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
71.0
""
79.0
""
""
25.0
""
""
""
""
""
""
""
153.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
198.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
1714.0
62.0
157.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
1389.0
""
""
""
""
""
563.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
179.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
27.0
""
""
38.0
