work_29_other_pooled_p50
0.85878938
0.84557879
0.63509476
""
0.88025212
""
""
0.77019465
0.71980757
0.79457289
0.59059101
""
0.80211663
""
""
0.78634661
0.86475664
""
""
0.88237482
""
0.73572522
0.73886216
0.81592238
0.75517434
0.80716902
0.70980889
0.7765736
""
""
0.84888577
""
""
0.78397971
0.84437394
0.72325069
0.77645558
""
0.76052517
0.73568285
0.71469456
0.78750771
""
0.70525426
0.79751778
""
""
0.84590143
0.77483362
""
0.80746776
0.74379689
""
""
0.76934183
""
0.7321561
0.75063628
0.7345174
""
0.74871165
0.89836299
0.77700692
0.67080873
""
""
""
""
""
0.80504477
0.82698572
""
""
0.92020011
0.82176441
""
""
0.85098803
0.77647007
0.75543839
0.84483552
0.62231779
""
0.73244047
0.81501335
0.80044574
0.53876966
""
0.83154213
0.7502951
""
""
0.87242788
""
""
0.86739731
0.7534771
0.7894873
0.79114014
0.90622687
0.89400995
""
0.86527127
0.79692316
0.73803526
0.708691
0.80464005
0.77875352
0.73314887
0.7312153
0.82212621
""
0.89003146
0.85744697
0.81075734
0.8287676
""
""
0.74122286
""
""
0.96006072
0.74239814
""
""
0.83147764
0.87044907
0.75663429
0.83644634
""
""
""
""
0.73585606
0.91062874
""
0.85635275
""
0.68242931
0.64088875
0.62695676
0.57661855
0.95222539
""
""
0.80831289
0.70856917
""
""
""
""
0.97403032
0.87805557
0.85117632
0.8366347
""
0.88522512
0.82343656
""
""
""
0.80568635
0.64083707
""
0.65828353
""
0.89892411
0.77186882
0.81361955
""
0.84123427
0.79261196
0.78986591
0.7548573
""
""
0.78782403
0.67145354
0.3908329
""
0.66871262
""
0.75057423
0.72075129
""
0.64502162
0.791457
""
0.80455858
0.7473352
0.80346876
0.95014882
0.79662663
0.64263445
0.78007621
0.7747817
0.67556107
0.72081351
0.83486724
0.73772752
0.77599865
0.75079322
0.7046653
0.79288763
0.78683949
0.77305222
0.7821523
0.66524595
0.67256576
0.7330091
0.85938466
""
0.7813403
0.79583234
0.69119048
0.78544968
0.76556832
0.83218729
0.76990575
0.78639013
0.71573204
0.7893706
0.80013472
0.80391616
0.75481051
0.78090465
0.79398197
0.79906958
0.79841161
0.761917
0.7058022
""
0.77179879
0.78402835
0.76154739
0.7611388
0.7963177
0.784298
0.9280054
0.77048951
0.72661316
0.80710709
