kir_native_hisp_male_p25_se
0.056488208
""
""
0.045926746
0.039314792
""
0.027597906
""
""
0.071886629
0.050913628
0.02585594
""
""
0.05521458
""
""
0.05447527
""
""
0.043040074
0.022167331
0.05152135
0.063713431
0.025717903
""
0.047686744
0.033630989
0.022644894
""
""
0.07255087
0.033323579
0.029544454
""
0.042187832
""
""
""
""
0.050722659
""
""
""
""
""
0.025782226
0.088181488
0.039299715
0.062150486
0.03922132
0.042719435
0.061202437
""
""
0.038929395
""
""
""
0.062146749
""
0.036263064
""
""
""
""
""
""
""
""
""
""
""
0.07977806
""
""
0.073554888
0.070270531
""
0.031335589
""
0.078664392
""
0.072744943
0.028915202
0.080128692
0.079534054
0.039901584
0.042103596
0.057559438
0.065257519
""
""
0.052533586
""
""
0.068361655
0.039151229
0.011500775
0.022424523
0.025067775
0.0090399729
0.015594137
0.019909482
0.02614169
0.01129644
0.023629704
0.022323797
0.067720532
0.03759883
0.048196763
0.057996791
0.033880413
""
0.036429767
0.033511389
0.03625736
""
""
""
0.049933676
""
""
0.077214025
""
0.046077315
0.041041262
""
""
""
0.016162466
""
0.060901161
""
0.04658841
""
0.044430278
0.030798893
""
0.095156103
0.048090804
0.05783572
""
""
0.071861617
""
0.054347802
""
""
""
""
0.039598301
""
""
0.026796065
0.047427911
""
0.056027632
""
""
""
""
0.049227167
0.022812001
""
0.014940978
0.088265948
""
0.085531153
0.032537412
0.011444641
0.02482591
0.044167541
0.02048659
0.05094225
0.065453164
0.02930256
0.017221915
0.05980267
0.084867887
""
0.059921224
0.040218312
""
""
0.037829664
""
""
0.052924763
""
""
0.048040759
0.03379599
""
""
""
0.036424607
0.041779596
0.021288712
0.055557583
0.026260337
0.034617469
0.089779623
0.061981663
0.041953787
0.028221376
0.029780844
0.071556613
0.083159029
0.044447605
0.072215684
0.061138306
""
""
0.019244101
0.05576184
0.023786439
0.018893896
0.087512247
""
""
""
""
""
0.026029317
0.079016455
0.08829011
0.056153238
0.031541318
0.034980748
0.03406759
0.060906209
""
0.081527576
""
""
""
0.078005858
""
""
0.074372075
0.067682371
""
0.048808996
""
""
0.064618893
0.025123091
0.06355226
0.055124499
0.016998323
0.051811513
0.070845172
""
0.047124863
0.08870554
0.051179323
0.027402239
0.088123679
0.030227289
0.078356102
0.022401305
0.017880922
0.024818771
0.023860971
0.0054282383
0.023050606
0.010468093
0.010148259
0.035154283
0.034736905
0.082826339
""
0.063588388
""
""
0.042523697
0.064241119
""
0.068252653
0.022312915
""
""
0.013138347
0.031605691
0.098228693
0.025610026
0.012360728
0.087336749
0.081213124
""
""
""
0.087201379
0.091147885
0.090857081
""
0.054460071
0.052093964
0.054077141
0.018057508
""
0.071304478
0.0605237
0.054121666
0.084864371
""
0.061388575
0.059600282
""
0.042616364
0.059537232
""
0.054931507
0.035049599
0.04363548
""
0.040937588
0.04448881
0.054335382
0.066007912
0.035051566
0.076520592
""
""
0.054024838
0.051257912
0.067780569
0.057804916
0.025746057
""
0.030428581
0.024605058
0.014652414
0.048643302
0.0067927348
0.022936743
0.058786836
0.075013973
0.020658281
""
""
0.066648029
0.0570422
""
""
0.079905458
""
""
""
""
""
0.081101641
""
0.067528889
0.064125657
""
0.073899262
""
0.070111834
0.068304271
""
0.049686681
""
""
0.083009809
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071879692
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055645104
""
""
