kid_black_female_n
1201.0
2296.0
2017.0
644.0
88.0
1266.0
1415.0
3119.0
2101.0
156.0
656.0
1092.0
1965.0
329.0
70.0
1172.0
1359.0
938.0
557.0
733.0
452.0
86.0
1668.0
4869.0
168.0
1830.0
1622.0
2426.0
314.0
183.0
411.0
1186.0
1680.0
785.0
3556.0
282.0
38489.0
295.0
1260.0
675.0
4019.0
1029.0
1641.0
2677.0
9033.0
1927.0
114.0
194.0
22251.0
1616.0
16547.0
2029.0
1420.0
1512.0
1612.0
755.0
3065.0
667.0
1546.0
1739.0
3763.0
1664.0
7060.0
635.0
779.0
1627.0
17.0
0.0
0.0
2441.0
8.0
1.0
0.0
2.0
870.0
0.0
0.0
21.0
26.0
10.0
23.0
""
0.0
55.0
4.0
0.0
0.0
3.0
2.0
0.0
0.0
20.0
6.0
0.0
""
0.0
16.0
722.0
142.0
21.0
22.0
7.0
22.0
17140.0
116.0
88.0
3282.0
614.0
9.0
71.0
402.0
786.0
1098.0
15.0
74.0
10.0
504.0
203.0
3.0
1225.0
745.0
5.0
9.0
218.0
1424.0
399.0
1142.0
74.0
4533.0
829.0
601.0
1266.0
781.0
1156.0
8.0
8.0
1025.0
58.0
14.0
1186.0
516.0
497.0
98.0
10.0
401.0
6524.0
63.0
475.0
6.0
1199.0
559.0
405.0
31.0
564.0
1.0
6.0
1524.0
3288.0
728.0
5.0
455.0
4.0
1722.0
33.0
3020.0
58.0
307.0
11.0
232.0
217.0
19036.0
22.0
2463.0
243.0
1.0
1.0
1204.0
118.0
11.0
2.0
2281.0
8.0
454.0
421.0
477.0
49.0
28857.0
0.0
7.0
407.0
36.0
15.0
13655.0
14.0
92.0
7031.0
12.0
126.0
331.0
5.0
6221.0
910.0
129.0
41.0
130476.0
427.0
588.0
8.0
60.0
1297.0
6.0
2.0
1388.0
182.0
40.0
5564.0
285.0
17.0
15480.0
19759.0
67.0
26867.0
23059.0
6393.0
6084.0
308.0
2579.0
939.0
5382.0
235.0
224.0
3.0
59.0
8717.0
824.0
1952.0
200.0
37.0
2.0
882.0
32.0
1825.0
408.0
264.0
1742.0
7.0
5575.0
8.0
0.0
2.0
246.0
55.0
1.0
1.0
3.0
4.0
0.0
0.0
3.0
1.0
8594.0
0.0
218.0
15.0
20.0
5164.0
16.0
11.0
2.0
3.0
4.0
0.0
8.0
0.0
601.0
2.0
0.0
1.0
11.0
206.0
4.0
3.0
18.0
83.0
0.0
2.0
5.0
16.0
13.0
19.0
0.0
10.0
1.0
4.0
5.0
274.0
0.0
3.0
1.0
0.0
0.0
0.0
2.0
4.0
24.0
0.0
104.0
4.0
13281.0
14427.0
253.0
1001.0
14342.0
1730.0
286.0
212.0
3935.0
15090.0
3628.0
42620.0
6535.0
430.0
2504.0
571.0
6254.0
54883.0
212.0
783.0
410.0
1608.0
2024.0
1397.0
556.0
144.0
35883.0
10267.0
470.0
129.0
3982.0
101.0
138.0
227.0
666.0
240.0
878.0
791.0
1444.0
24502.0
64.0
1517.0
1387.0
643.0
68.0
2992.0
5153.0
8807.0
600.0
87.0
1069.0
3848.0
4705.0
974.0
71151.0
430.0
605.0
2302.0
327.0
26273.0
1816.0
26547.0
1062.0
13326.0
10798.0
2049.0
1268.0
4994.0
690.0
2091.0
5263.0
815.0
698.0
540.0
254.0
6089.0
314.0
325.0
355.0
585.0
234.0
285.0
359.0
2445.0
66.0
671.0
1045.0
1009.0
328.0
12067.0
466.0
95.0
1049.0
566.0
2152.0
2026.0
737.0
459.0
1601.0
387.0
2163.0
109.0
454.0
14660.0
749.0
265.0
551.0
4150.0
326.0
21315.0
322.0
17646.0
1610.0
1747.0
1600.0
864.0
2706.0
419.0
1820.0
7.0
14.0
1936.0
54628.0
808.0
848.0
9448.0
2784.0
1033.0
42.0
887.0
1008.0
1349.0
568.0
1.0
1702.0
1841.0
57.0
272.0
51585.0
10.0
28.0
2962.0
220.0
1235.0
1057.0
12060.0
89.0
1517.0
1054.0
199.0
609.0
619.0
165.0
2818.0
4554.0
432.0
413.0
480.0
294.0
1599.0
584.0
491.0
722.0
659.0
277.0
2566.0
554.0
4608.0
394.0
477.0
4925.0
30.0
1308.0
633.0
1257.0
340.0
371.0
1458.0
328.0
1719.0
780.0
291.0
655.0
39.0
13008.0
2227.0
252.0
357.0
968.0
1453.0
51.0
288.0
266.0
769.0
423.0
946.0
197.0
26.0
692.0
15892.0
2210.0
196.0
1155.0
588.0
3078.0
441.0
424.0
2731.0
560.0
138.0
741.0
593.0
554.0
1114.0
2711.0
1869.0
1175.0
0.0
343.0
3090.0
704.0
738.0
7.0
1146.0
297.0
1518.0
1467.0
569.0
1766.0
775.0
138.0
238.0
42.0
433.0
415.0
609.0
679.0
1231.0
66.0
2462.0
17.0
37.0
285.0
0.0
46.0
1.0
2.0
11.0
2.0
0.0
10.0
78.0
4.0
2.0
0.0
68.0
1.0
3.0
0.0
1.0
0.0
109.0
3.0
6.0
4.0
1.0
3.0
6.0
7.0
34.0
17.0
3.0
2.0
1.0
9.0
20.0
13.0
1.0
0.0
4.0
0.0
1.0
0.0
11.0
0.0
3.0
362.0
556.0
79.0
70.0
1.0
30.0
0.0
13.0
8.0
3104.0
19.0
7.0
5.0
57.0
145.0
218868.0
25.0
5.0
367.0
4.0
11.0
4313.0
13.0
1.0
14.0
3.0
5.0
8.0
28.0
1.0
3.0
9.0
15.0
5.0
3.0
7.0
116.0
28.0
978.0
1.0
421.0
5.0
6.0
5.0
3976.0
2900.0
105.0
387.0
7241.0
146.0
13.0
71.0
52.0
68.0
104.0
235.0
1449.0
2897.0
