kfr_stycz_white_pooled_mean
0.42888886
0.4086166
0.39619887
0.46232831
0.48213807
0.41893712
0.47574544
0.42685509
0.42412025
0.46434766
0.44999999
0.52011061
0.42071983
0.42121863
0.45184669
0.4354744
0.4369854
0.44703698
0.42549649
0.43185765
0.46114096
0.4324117
0.45589444
0.49694011
0.55294067
0.43962142
0.47624803
0.46676952
0.51344115
0.480367
0.48861387
0.50114024
0.55852979
0.50870663
0.48441932
0.46698424
0.50668794
0.48751485
0.49405819
0.4719913
0.54249781
0.49978724
0.52157283
0.56269705
0.49786267
0.49147105
0.54368144
0.574247
0.56975818
0.50779152
0.53443861
0.55613083
0.50564885
0.47340962
0.51103079
0.53065163
0.53494352
0.54529524
0.4739655
0.46136466
0.49223927
0.50416195
0.4467057
0.45855555
0.40536004
0.42271104
0.4088276
0.40374768
0.42382115
0.40559524
0.47902203
0.4734053
0.51150948
0.48534447
0.44393691
0.45973656
0.47461134
0.44012684
0.46454951
0.53099269
0.46365342
0.47209454
0.44868931
0.46342376
0.52207404
0.46064743
0.45593053
0.46314815
0.49392685
0.44444272
0.46753362
0.41670686
0.44049856
0.47275695
0.42235142
0.41644186
0.44145203
0.44184756
0.47480455
0.46404919
0.46590561
0.51365089
0.49511439
0.48574972
0.44351062
0.49210772
0.43013701
0.48729751
0.44482782
0.42566624
0.46184054
0.47540867
0.50595969
0.45642892
0.50117189
0.47812647
0.48811656
0.46676803
0.44780871
0.4238497
0.4658305
0.44865566
0.44090924
0.44411045
0.47134835
0.50194764
0.48495966
0.45301443
0.42368641
0.46043688
0.56140655
0.4492242
0.46812889
0.44920903
0.47753346
0.44277933
0.46815839
0.45051724
0.46577641
0.48507184
0.47678673
0.42900717
0.43042946
0.48730063
0.46538651
0.46352109
0.47827554
0.49631169
0.52004635
0.49900413
0.43963999
0.52864259
0.51100677
0.53498769
0.45153102
0.50335819
0.47894001
0.49855283
0.4890196
0.44693473
0.41196004
0.42745793
0.53006703
0.58167559
