married_hisp_pooled_n
109.0
274.0
""
20.0
183.0
""
26.0
323.0
30.0
25.0
79.0
""
""
""
""
225.0
72.0
""
""
32.0
""
110.0
314.0
41.0
168.0
101.0
40.0
138.0
""
99.0
46.0
""
""
23.0
167.0
68.0
818.0
""
105.0
41.0
171.0
133.0
""
27.0
719.0
""
28.0
286.0
635.0
""
456.0
304.0
""
""
31.0
""
141.0
80.0
254.0
""
95.0
43.0
182.0
53.0
""
""
20.0
""
""
1924.0
""
""
""
""
552.0
""
""
141.0
105.0
50.0
66.0
""
""
154.0
""
""
""
""
""
29.0
""
22.0
25.0
""
""
""
164.0
3496.0
1315.0
663.0
799.0
260.0
271.0
58186.0
2058.0
742.0
23287.0
4163.0
3357.0
1495.0
7392.0
23.0
66.0
54.0
1448.0
52.0
44.0
""
174.0
31.0
69.0
""
33.0
""
27.0
49.0
165.0
257.0
107.0
27.0
""
45.0
33.0
183.0
48.0
""
273.0
21.0
85.0
123.0
61.0
67.0
81.0
""
27.0
136.0
197.0
""
""
""
23.0
36.0
41.0
119.0
29.0
""
85.0
115.0
""
""
21.0
""
49.0
""
37.0
""
42.0
79.0
193.0
""
1086.0
21.0
46.0
199.0
40.0
""
710.0
214.0
33.0
""
101.0
36.0
1107.0
133.0
""
156.0
23593.0
""
275.0
2372.0
306.0
565.0
15866.0
297.0
1416.0
33098.0
624.0
740.0
12511.0
190.0
26023.0
5464.0
453.0
302.0
332324.0
5945.0
1803.0
152.0
1163.0
9717.0
97.0
48.0
17518.0
2763.0
577.0
64014.0
3054.0
108.0
58477.0
19276.0
3213.0
70567.0
65706.0
9654.0
18195.0
3757.0
14532.0
11842.0
35608.0
7633.0
1269.0
22.0
354.0
8020.0
6414.0
15783.0
2209.0
933.0
33.0
18415.0
453.0
24916.0
4415.0
1379.0
11268.0
661.0
6960.0
83.0
33.0
184.0
2884.0
622.0
127.0
""
41.0
228.0
86.0
96.0
""
397.0
16758.0
""
1348.0
162.0
142.0
7149.0
437.0
514.0
22.0
""
46.0
""
239.0
""
7520.0
""
92.0
180.0
453.0
2383.0
607.0
34.0
286.0
1388.0
""
178.0
264.0
511.0
925.0
906.0
20.0
105.0
67.0
40.0
431.0
5735.0
58.0
554.0
28.0
110.0
""
""
40.0
23.0
121.0
58.0
5048.0
110.0
8563.0
8329.0
535.0
585.0
6655.0
1442.0
436.0
706.0
611.0
2641.0
526.0
3779.0
1020.0
34.0
671.0
52.0
3335.0
27684.0
34.0
760.0
494.0
1156.0
3307.0
182.0
294.0
22.0
4257.0
1120.0
440.0
""
182.0
42.0
74.0
21.0
30.0
444.0
981.0
1177.0
1027.0
17286.0
33.0
767.0
98.0
31.0
28.0
1734.0
4699.0
752.0
152.0
""
30.0
2309.0
1910.0
783.0
98258.0
1226.0
175.0
1126.0
718.0
19456.0
7281.0
13476.0
2943.0
4615.0
5396.0
285.0
584.0
2354.0
539.0
1700.0
6050.0
146.0
124.0
42.0
26.0
3747.0
61.0
119.0
39.0
37.0
40.0
24.0
""
50.0
34.0
179.0
256.0
49.0
36.0
225.0
""
""
30.0
88.0
62.0
46.0
35.0
""
205.0
40.0
223.0
85.0
""
752.0
434.0
44.0
603.0
349.0
""
1440.0
""
2876.0
131.0
173.0
455.0
37.0
283.0
24.0
27.0
""
30.0
54.0
2965.0
25.0
25.0
209.0
385.0
""
27.0
83.0
33.0
24.0
27.0
21.0
472.0
261.0
415.0
35.0
2675.0
59.0
""
217.0
223.0
71.0
29.0
4368.0
166.0
1686.0
""
46.0
78.0
27.0
32.0
491.0
622.0
24.0
148.0
20.0
27.0
""
""
""
26.0
22.0
""
70.0
45.0
646.0
""
45.0
293.0
65.0
32.0
""
26.0
44.0
""
21.0
""
48.0
29.0
""
21.0
214.0
1237.0
139.0
95.0
29.0
247.0
104.0
49.0
24.0
24.0
199.0
""
34.0
""
""
""
926.0
274.0
""
21.0
""
81.0
40.0
""
69.0
""
""
61.0
""
""
""
94.0
172.0
124.0
""
""
97.0
""
""
""
30.0
90.0
159.0
68.0
""
24.0
59.0
""
""
31.0
1542.0
""
22.0
""
37.0
1143.0
7463.0
371.0
1008.0
1565.0
""
550.0
49.0
26.0
646.0
29.0
27.0
112.0
784.0
39.0
""
""
2542.0
34.0
542.0
24.0
""
""
323.0
91.0
97.0
138.0
232.0
40.0
228.0
313.0
439.0
90.0
44.0
""
66.0
128.0
688.0
168.0
27.0
182.0
302.0
214.0
50.0
""
790.0
""
158.0
76.0
""
""
649.0
""
194.0
""
60.0
112.0
389.0
30.0
25.0
""
58.0
122.0
80544.0
37.0
""
529.0
45.0
73.0
8212.0
""
""
39.0
""
44.0
40.0
45.0
""
""
267.0
""
20.0
""
""
228.0
158.0
100.0
""
60.0
23.0
32.0
""
8989.0
578.0
784.0
228.0
8011.0
822.0
""
173.0
119.0
50.0
36.0
1954.0
406.0
180.0
59.0
560.0
58.0
37.0
""
28.0
20.0
47.0
30.0
38.0
47.0
""
394.0
570.0
30.0
30.0
""
""
""
27.0
42.0
""
1560.0
898.0
44.0
348.0
""
""
22.0
""
113.0
243.0
47.0
330.0
""
89.0
""
""
""
666.0
5754.0
115.0
1947.0
68.0
143.0
1439.0
162.0
34.0
""
110.0
""
57.0
243.0
181.0
29.0
200.0
""
69.0
66.0
30.0
113.0
159.0
110.0
1116.0
""
143.0
46.0
""
73.0
41.0
251.0
27.0
409.0
106.0
29.0
208.0
58.0
234.0
98.0
70.0
121.0
51.0
44.0
43.0
247.0
74.0
342.0
104.0
6832.0
436.0
84.0
237.0
2572.0
286.0
""
99.0
162.0
61.0
100.0
61.0
310.0
""
""
27.0
21.0
""
""
1219.0
26.0
23.0
50.0
56.0
30.0
""
1254.0
41.0
87.0
24.0
110.0
59.0
22.0
""
461.0
37.0
""
236.0
""
152.0
65.0
""
81.0
23.0
126.0
80.0
96.0
56.0
""
""
""
20.0
""
36.0
290.0
28.0
31.0
38.0
285.0
""
""
24.0
21.0
28.0
188.0
29.0
""
46.0
26.0
25.0
103.0
114.0
199.0
""
""
""
109.0
21.0
117.0
63.0
43.0
30.0
38.0
25.0
22.0
""
""
30.0
38.0
51.0
24.0
37.0
""
""
""
""
24.0
56.0
45.0
