two_par_white_female_mean
0.78834736
0.79059243
0.82598448
0.80696678
0.86286646
0.86175871
0.77509254
0.8334682
0.84331727
0.78880149
0.85426098
0.8234309
0.77039647
0.79816812
0.84733158
0.76307124
0.82558262
0.72401547
0.8879025
0.88346106
0.80813205
0.76448023
0.87840706
0.73806602
0.80491483
0.82612705
0.78278869
0.79097968
0.82861811
0.91101217
0.86305821
0.83594716
0.81101471
0.82398719
0.83474869
0.85774487
0.65306032
0.84504795
0.77153397
0.78400099
0.76138055
0.80696654
0.80309546
0.8926388
0.82628393
0.9215498
0.94655854
0.70045143
0.82426953
0.70610601
0.80528235
0.85545266
0.89176655
0.79575568
0.78869301
0.87785834
0.86671847
0.8503499
0.82738739
0.82171309
0.79636878
0.85112089
0.86961704
0.81882322
0.79852986
""
0.78341019
0.61114591
0.76046222
0.73712075
0.82517749
0.65805393
0.69094759
0.67604876
0.7534951
0.83325487
0.76551527
0.63067847
0.5548209
0.74048632
0.30325818
0.57465774
0.71813923
0.78072393
0.83747303
0.76224321
0.79230416
0.80031896
0.76767641
0.65777153
0.76942354
0.77763903
0.78953421
0.83939701
0.82287288
0.81101227
0.79421419
0.90771544
0.75802165
0.82935041
0.78151524
0.85198832
0.83178765
0.82114583
0.80289179
""
0.73295403
0.7771191
0.80034256
0.79619926
0.84357136
0.70074201
0.77644002
0.72385627
0.74092567
0.72779268
0.80947971
0.74805433
0.8188616
0.82118392
0.82695192
0.77116907
0.79858935
0.80905348
0.74726951
0.86158276
0.7906993
0.89510167
0.85844171
0.83050603
0.83625108
0.77485693
0.76182854
0.8610276
0.84457839
0.88317162
0.79445714
0.9616099
0.9063217
0.8644653
0.89345503
""
""
0.79812545
0.67120886
0.86324644
0.73643082
0.83729136
0.83217722
0.72215617
0.88605809
0.68454266
0.82738447
0.8392427
0.71237576
0.81864506
0.90240896
0.9019255
0.83430493
0.77803451
0.85056686
0.78867799
0.89814007
0.81813157
0.80800354
0.75007206
0.7711218
0.70438999
0.85213804
0.82437301
0.74480027
0.80872947
0.83030874
0.82469362
0.84746319
0.8661868
0.81818521
0.85103011
0.85809505
0.78075564
0.82926053
0.78954136
0.77313197
0.78855962
0.78040576
0.83410746
0.82649899
0.79194283
0.80604351
0.82466507
0.84782189
0.82638127
0.70280117
0.76065302
0.79502946
0.74523586
0.73402172
0.62052584
0.75133675
0.78946292
0.71187717
0.78868347
0.85388213
0.75170344
0.79543865
0.77829838
0.7206946
