hours_wk_hisp_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.927578
""
""
""
""
""
""
""
24.429785
""
""
""
24.804575
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.556332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.886526
29.479427
19.730764
28.954128
""
""
26.672184
27.533258
24.320162
26.802309
24.988796
23.792301
24.412769
25.41222
""
""
""
29.78969
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.840935
""
""
""
""
""
""
""
""
""
""
""
25.82733
""
""
""
27.974115
""
""
26.420837
""
26.712183
26.009302
""
24.66342
23.204391
""
24.788532
23.299307
""
24.172707
27.873308
""
""
26.622292
22.921316
28.708841
""
27.104982
25.511532
""
""
25.479084
25.648983
""
26.769629
23.123499
""
24.489685
26.399866
23.931036
24.461636
26.32889
29.784445
24.376459
24.230534
29.265848
26.133039
27.357607
25.363653
25.886478
""
""
25.325706
27.791647
23.096315
22.944109
27.611595
""
24.839191
""
27.994324
27.748207
20.073786
27.420221
30.13937
25.456726
""
""
""
27.53104
32.158867
""
""
""
""
""
""
""
""
25.197849
""
30.25297
""
""
28.73789
""
""
""
""
""
""
""
""
29.196697
""
""
""
29.239697
28.604076
23.015751
""
""
29.624058
""
""
""
""
32.074699
23.911306
""
""
""
""
""
26.351496
""
""
""
""
""
""
""
""
""
""
20.242401
""
28.685503
28.611582
""
""
25.747238
21.401421
""
""
""
29.523954
32.829735
29.760628
23.111403
""
""
""
29.751965
29.048746
""
34.139263
""
27.621075
27.830526
""
""
""
29.314007
21.547169
""
""
""
""
""
""
""
""
24.815069
21.004637
29.775581
27.221731
""
29.281029
""
""
""
31.626743
28.215439
34.61409
""
""
""
30.287577
21.188587
32.896954
30.089388
30.856848
""
23.345789
38.769375
28.54977
26.211533
28.744335
29.240374
30.836948
25.581478
""
29.596579
26.402605
""
24.065752
27.833685
""
""
""
""
25.919186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.887302
""
""
""
""
""
25.25227
""
29.080133
""
""
""
""
""
""
""
""
""
""
28.331118
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.231501
""
""
""
""
""
""
27.231415
""
28.121897
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
18.518471
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.467064
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.615774
""
""
""
""
21.782747
24.791977
""
24.52281
25.170313
""
""
""
""
26.282433
""
""
""
""
""
""
""
24.648306
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.344576
""
""
""
""
""
""
""
32.499825
""
""
