two_par_white_male_mean_se
0.0027609658
0.0042898091
0.0080066575
0.0024285738
0.0031891752
0.0083183786
0.0023153212
0.0067746444
0.0083262371
0.0038510447
0.003566674
0.001878456
0.0086476309
0.0056079216
0.0035874988
0.0099404426
0.011360608
0.0034964299
0.0086753014
0.010011759
0.0034274932
0.003388844
0.0038875663
0.0056997645
0.001964302
0.012794163
0.005136203
0.0031105522
0.0020773786
0.0068873893
0.0064631528
0.0042980746
0.0022197687
0.0027941873
0.0086457478
0.0031700539
0.0065277056
0.0056051598
0.015508582
0.015439565
0.0034018632
0.0076925247
0.0097506009
0.0126338
0.0097691296
0.0094922585
0.0021680149
0.0036579212
0.0025182883
0.0050209723
0.0035039657
0.0028565519
0.0047428231
0.018361703
0.012148643
0.0034010245
0.008103475
0.012969992
0.013446566
0.0061045578
0.0070866495
0.0027523329
0.01174127
0.0062672482
0.0053885439
0.0060100346
0.0092820954
0.0068744877
0.0065233768
0.0058200029
0.0096384548
0.0078387279
0.0085350322
0.0049958415
0.007653275
0.0096327569
0.0051462539
0.0057887831
0.0092912698
0.0023386653
0.0073988186
0.0048281741
0.0059689921
0.0047198581
0.0019366666
0.0053719706
0.0053577726
0.0041708215
0.0029299986
0.003918522
0.0042839427
0.00707469
0.0062292269
0.0030728607
0.0066369949
0.010316732
0.0045477692
0.0034329027
0.0016602213
0.00312957
0.0027796456
0.0019277775
0.0021401679
0.003066485
0.0028284139
0.0019128041
0.0031326071
0.0020381412
0.0061062453
0.0038543437
0.0043737618
0.0051762159
0.0028368609
0.011396118
0.0030111
0.0023020706
0.0031900667
0.013845553
0.0143067
0.013420117
0.0049459236
0.0070246509
0.0078097819
0.007086453
0.0074817953
0.003752867
0.0037573529
0.0073595908
0.0096119568
0.0090384856
0.0012678631
0.0062202234
0.0051263641
0.0072139935
0.0041685593
0.0062007098
0.0030987989
0.0046898811
0.010846755
0.0069427486
0.0039568064
0.0049260035
0.012935149
0.0097532915
0.0065616611
0.012671267
0.0045527909
0.0060590673
0.0077932165
0.0079633109
0.0053606983
0.0021936083
0.004991476
