kir_black_female_p10
0.32144657
0.33219194
0.3244482
0.32191366
0.47474054
0.41192779
0.35445419
0.35156479
0.34887677
0.3667002
0.35167074
0.33824947
0.34856424
0.32862094
0.40446216
0.35427329
0.34087148
0.37249583
0.30581519
0.33516106
0.40454236
0.3002854
0.37450829
0.33781165
0.33873689
0.36166334
0.35272375
0.35996863
0.30039838
0.4141576
0.33988282
0.32753828
0.36412549
0.3339459
0.32259637
0.35966063
0.35803431
0.40896779
0.35780591
0.34169638
0.3530443
0.32962808
0.35193506
0.33927512
0.34646016
0.35018265
0.37609801
0.32642242
0.3443318
0.34943652
0.34119418
0.34307066
0.34258884
0.34635743
0.33250815
0.36217722
0.36262694
0.33658168
0.3726126
0.35548228
0.37148312
0.35755631
0.35068288
0.30286002
0.33763149
0.33235395
""
""
""
0.42287135
""
""
""
""
0.38773224
""
""
""
""
""
""
""
""
0.30551749
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3690801
0.36437246
""
""
""
""
0.39602107
0.40023735
0.34069663
0.36724287
0.35789001
""
0.32989469
0.39288056
0.36481068
0.33840716
""
0.48666909
""
0.39350063
0.37790722
""
0.35945475
0.35338494
""
""
0.33152667
0.33054292
0.40976879
0.32671484
0.35994416
0.35190624
0.33117688
0.38881037
0.39298323
0.4085077
0.39713433
""
""
0.36128902
0.27351594
""
0.32782137
0.37634373
0.37716281
0.32776037
""
0.30392727
0.36364844
0.394196
0.31751919
""
0.35889235
0.3876054
0.42009681
""
0.36068881
""
""
0.3539075
0.32690462
0.35470071
""
0.32680729
""
0.36431789
""
0.33724466
""
0.33761203
""
0.37783211
0.37072468
0.35937569
""
0.33423898
0.31567138
""
""
0.37097791
0.39421931
""
""
0.35246772
""
0.29634079
0.30132776
0.33040291
""
0.38403016
""
""
0.31788516
""
""
0.39708102
""
0.27613109
0.3425732
""
0.3485674
0.31455457
""
0.3656013
0.33301538
0.55162674
""
0.38283914
0.35846448
0.40879977
""
""
0.36266547
""
""
0.40462276
0.4314476
0.3563695
0.42952055
0.39004594
""
0.39636147
0.38593483
0.20794497
0.37883568
0.40165177
0.40286744
0.35733655
0.39726618
0.4072381
0.38030595
0.41607967
0.27660993
0.33457276
""
0.42766145
0.40137488
0.44841975
0.41092044
0.39549428
0.52326143
""
0.35491699
""
0.40321922
0.37287414
0.29233271
0.38680688
""
0.43872759
""
""
""
0.48459363
0.47925174
""
""
""
""
""
""
""
""
0.38156247
""
0.38783309
""
""
0.37580225
0.44664785
""
