stayhome_white_female_n
1644.0
4106.0
444.0
453.0
1561.0
58.0
448.0
3346.0
753.0
570.0
999.0
238.0
474.0
280.0
363.0
1276.0
1509.0
199.0
168.0
906.0
283.0
2490.0
1414.0
597.0
1625.0
2053.0
742.0
2885.0
462.0
796.0
641.0
38.0
185.0
403.0
2359.0
1485.0
13779.0
312.0
2435.0
921.0
2323.0
1910.0
94.0
102.0
6804.0
352.0
686.0
2562.0
8403.0
360.0
4523.0
3588.0
76.0
281.0
485.0
415.0
1037.0
1905.0
5156.0
49.0
1813.0
967.0
3472.0
1696.0
255.0
94.0
623.0
""
""
7238.0
26.0
""
28.0
""
2451.0
""
24.0
773.0
890.0
293.0
256.0
""
""
1166.0
27.0
""
""
21.0
50.0
183.0
""
68.0
81.0
23.0
""
""
172.0
2451.0
2446.0
860.0
536.0
142.0
164.0
68424.0
4007.0
1137.0
16143.0
3032.0
148.0
4181.0
1862.0
475.0
521.0
1148.0
4819.0
1071.0
230.0
90.0
763.0
183.0
509.0
533.0
790.0
252.0
511.0
608.0
2124.0
1834.0
1107.0
437.0
140.0
302.0
418.0
2580.0
531.0
343.0
2494.0
460.0
1234.0
458.0
929.0
294.0
1206.0
216.0
373.0
1510.0
571.0
99.0
468.0
125.0
207.0
273.0
624.0
2008.0
386.0
322.0
1099.0
1046.0
188.0
175.0
198.0
188.0
575.0
265.0
296.0
262.0
612.0
474.0
1699.0
149.0
8682.0
542.0
396.0
3148.0
252.0
203.0
3442.0
322.0
424.0
297.0
1137.0
525.0
4507.0
2103.0
108.0
455.0
18636.0
""
826.0
5135.0
718.0
297.0
19154.0
658.0
4932.0
10856.0
669.0
2895.0
854.0
432.0
12346.0
2101.0
998.0
537.0
78656.0
2159.0
5269.0
416.0
1807.0
3617.0
179.0
103.0
4864.0
2902.0
2842.0
45131.0
8457.0
297.0
26915.0
25027.0
1018.0
28341.0
44948.0
4649.0
10083.0
5946.0
9598.0
6692.0
23498.0
4870.0
5057.0
47.0
1147.0
8398.0
11174.0
9793.0
2056.0
1610.0
131.0
5498.0
1379.0
16189.0
3266.0
1557.0
9838.0
312.0
18030.0
208.0
124.0
137.0
7515.0
1956.0
427.0
21.0
196.0
78.0
""
77.0
108.0
820.0
8592.0
""
7277.0
281.0
816.0
17818.0
1478.0
1486.0
118.0
44.0
348.0
""
114.0
21.0
19442.0
49.0
250.0
179.0
1258.0
8582.0
270.0
122.0
731.0
4228.0
""
592.0
587.0
1196.0
764.0
507.0
86.0
550.0
180.0
247.0
364.0
3023.0
238.0
238.0
189.0
72.0
""
45.0
90.0
109.0
790.0
199.0
5219.0
446.0
19240.0
20544.0
6053.0
4742.0
19327.0
8032.0
4674.0
3490.0
3493.0
12404.0
3928.0
2510.0
4408.0
667.0
5157.0
596.0
14415.0
26591.0
257.0
4180.0
3230.0
6243.0
4957.0
1310.0
491.0
235.0
19455.0
8143.0
1632.0
177.0
505.0
368.0
150.0
301.0
202.0
368.0
460.0
4048.0
1849.0
21694.0
459.0
3111.0
1015.0
269.0
149.0
5683.0
11365.0
5078.0
846.0
136.0
275.0
6756.0
6256.0
3595.0
13254.0
1795.0
1988.0
6156.0
936.0
18773.0
4600.0
21800.0
10066.0
21564.0
11821.0
1356.0
4573.0
5191.0
4623.0
8771.0
12649.0
935.0
964.0
456.0
277.0
11989.0
680.0
1213.0
580.0
397.0
94.0
263.0
28.0
675.0
444.0
1378.0
2302.0
397.0
371.0
2918.0
237.0
264.0
298.0
848.0
936.0
364.0
470.0
""
1409.0
136.0
2661.0
1888.0
155.0
4669.0
493.0
608.0
5138.0
1642.0
31.0
4220.0
128.0
15303.0
762.0
811.0
3862.0
312.0
2804.0
296.0
430.0
419.0
525.0
433.0
7214.0
376.0
134.0
1568.0
3265.0
145.0
57.0
1272.0
447.0
374.0
168.0
466.0
4109.0
2063.0
3096.0
569.0
11614.0
577.0
61.0
1735.0
1352.0
372.0
314.0
15389.0
826.0
3817.0
47.0
750.0
710.0
535.0
341.0
4091.0
3680.0
226.0
1362.0
314.0
294.0
192.0
110.0
112.0
661.0
387.0
129.0
873.0
919.0
1128.0
180.0
157.0
2022.0
685.0
440.0
121.0
153.0
657.0
130.0
365.0
100.0
395.0
619.0
129.0
398.0
1045.0
3778.0
1569.0
1113.0
269.0
2633.0
478.0
729.0
491.0
406.0
958.0
121.0
423.0
20.0
232.0
54.0
3415.0
2035.0
48.0
253.0
141.0
1513.0
655.0
50.0
465.0
68.0
23.0
332.0
99.0
163.0
93.0
942.0
757.0
579.0
200.0
114.0
1543.0
124.0
166.0
404.0
653.0
2177.0
1850.0
943.0
72.0
317.0
696.0
35.0
54.0
557.0
2382.0
133.0
182.0
173.0
561.0
666.0
6765.0
258.0
955.0
10784.0
73.0
3411.0
296.0
255.0
2038.0
109.0
212.0
1079.0
4290.0
213.0
89.0
""
4581.0
362.0
926.0
""
220.0
69.0
1031.0
617.0
461.0
723.0
522.0
428.0
1166.0
868.0
3772.0
1020.0
272.0
59.0
140.0
1160.0
728.0
1481.0
263.0
248.0
872.0
309.0
257.0
113.0
