jail_white_pooled_n
35303
15584
3546
45159
24863
3891
49800
5039
3552
18563
22892
69359
3508
8877
22123
2416
1805
21644
2985
2874
24090
24235
17663
7841
60762
1792
9040
25183
56844
5046
5762
12611
47934
28649
3522
27828
5031
7698
1065
1135
21490
4301
2341
1196
2820
3029
57260
16162
37894
9732
19774
29371
12210
813
1443
23271
3539
1235
1224
6747
4355
35514
1944
6083
8208
7099
2208
4161
5308
7281
2791
4275
3545
10618
4929
2999
10049
7756
3103
47254
5263
11387
6231
12133
74210
9461
9955
14121
29546
18057
13640
5779
6644
29437
6353
2417
12802
24173
114302
30502
40168
82871
64188
33487
36547
80333
31993
64814
7206
20431
14336
9635
30952
1935
29294
48699
24415
1499
1418
1528
10581
5704
4634
5329
4239
18646
17668
4647
2911
3049
148693
7143
9825
4692
15816
7199
27172
12619
1978
5152
18111
12285
1482
2765
6807
1642
12509
6612
3667
3660
8535
49498
10141
1472
39427
27865
3030
16993
3914
10241
1349
4129
16944
114310
2005
175327
9250
9516
3066
24206
274977
30482
10404
39859
10086
4476
34909
89878
11852
6457
7373
8692
83234
9623
8492
130673
3514
12080
32589
2562
5902
14142
68342
3838
5392
13159
20855
22226
57793
8347
45038
29761
10731
14946
28489
42211
92844
12669
18992
23728
18361
29369
4281
4266
41616
52520
31533
149785
14425
15062
8468
13300
16567
9185
99470
25662
18983
28299
149596
53812
46159
25339
3197
15104
2579
8080
3248
19476
1568
9018
21481
10382
11522
27487
9750
8185
14560
71122
10528
20457
137613
24310
14859
3320
17358
10464
7158
61135
13059
50814
15969
39030
73329
69241
44686
273827
63731
210262
262762
31365
22325
8561
1274
18387
1827
4585
44790
19696
6184
16182
83682
428
333
229419
80905
7806
36076
164730
10605
3725
3090
2195
4986
7794
5070
6529
2830
13217
9662
22891
184082
3981
11457
19097
5963
6921
6478
9245
17910
2793
14059
19577
11813
16315
44147
24037
5158
32083
24406
17393
10737
39801
14659
7349
8606
14781
24239
11319
10259
28731
6325
39359
42182
99434
9433
323004
44120
7855
10929
145978
2922
6319
19419
29349
11729
3877
6890
5170
3735
4457
11042
7387
9610
2098
11379
16217
2429
12657
5052
5923
12788
1692
22383
205
1039
4857
3971
1961
1173
849
2553
2396
10194
206
577
224
1302
617
406
6436
1115
126
90
254
691
56
398
341
680
1098
2571
1529
2248
3195
1417
16236
3739
1696
1365
125
590
4193
7939
2369
2486
9325
15777
1324
3433
237
10966
6988
1260
823
477
906
3995
2480
1835
1145
615
428
1893
240
7655
4918
5981
5400
5782
4700
4736
9036
42422
3237
3432
4733
13733
73
182
58
72
5390
8552
1650
578
5113
5840
3456
2348
6719
15088
1885
22677
3568
4220
60026
3263
1353
136
590
1012
3492
42178
322
287
8747
994
747
672
488
959
1502
755
311
1743
4292
3838
1037
4954
148
2066
30388
129487
1867
78
2580
4086
6725
3567
890
490
1820
997
1057
5459
2015
1709
10458
21895
36087
6694
4231
4689
3731
11124
8438
110685
12456
6971
2742
1512
20441
5815
32673
9781
19014
4306
8943
18470
6213
23279
5221
52696
2610
2021
7495
15890
3905
358
1557
36
5571
95
4420
14657
4257
1253
14939
4078
494
313
34
2138
2815
1128
735
1885
1172
1257
1823
7654
2218
702
53700
3022
56393
1185
3525
68
15642
1288
423
296
140
271
863
6936
16731
8474
17729
168805
25178
8329
4277
6187
1089
315
934
927
149
2562
1160
1596
12516
476
681
10005
1874
306
1303
3561
3187
13578
4713
16637
100260
144927
11227
23141
16817
12366
10317
3168
427
6416
3988
4432
66495
3501
10484
11721
4640
26
20838
253
23
26
82
42
610
1975
625
822
85
54
28
5924
1421
1208
7760
1063
3296
1313
2667
3400
1166
38
306
12220
93
794
6163
5699
4250
557
1449
8214
9688
4650
1149
7246
74
15602
659
2218
819
5211
410
236
1726
27756
412
150953
1663
40358
13678
749
8576
15290
1867
4071
2045
9139
3539
36391
4622
517
12256
4257
753
2359
116
38544
125971
15904
26508
861
687
2433
3671
1556
8264
9488
484
632
15110
7302
18211
2731
11449
33195
28121
43984
20779
113746
69960
4006
1444
936
26732
30187
132800
68046
92
1243
94672
6145
26536
376520
6642
3909
4960
6259
41907
5386
16149
112310
4109
62258
4885
13026
22435
3672
544
11449
119
452
558
10692
6109
201945
