comcoll_hisp_male_mean
0.48352852
""
""
0.44869033
0.30815658
""
0.21195473
""
""
0.39936373
0.31383899
0.34903151
""
""
0.22397801
""
""
0.48628694
""
""
0.43298367
0.16365673
0.35516399
""
0.31016415
""
0.19644095
0.22953372
0.40913785
""
""
""
0.35821298
0.33305427
""
0.31844047
""
""
""
""
0.12099094
""
""
""
""
""
0.38138995
0.12252832
0.37234017
""
0.39251286
0.11098303
0.18102062
""
""
0.31855282
""
""
""
""
""
0.29363874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32663825
""
""
""
0.076530196
0.30701482
""
""
0.25531682
0.3854219
0.17813498
""
""
""
0.48678535
""
""
""
0.14597884
0.30767366
0.21686634
0.25746754
0.40436983
0.33223829
0.28678247
0.39073887
0.3247655
0.31819728
0.32195675
""
0.1753476
0.49599963
0.074210107
0.36281455
""
0.28698695
0.34696296
0.32401246
""
""
""
0.21456933
""
""
0.23307145
""
0.31569907
0.3175002
""
""
""
0.32291469
""
0.18453181
""
0.091548942
""
0.14274108
0.39861992
""
""
0.44561645
0.33259702
""
""
""
""
0.29657555
""
""
""
""
0.20145714
""
""
0.3467856
0.34577608
""
0.30189574
""
""
""
""
0.24045905
0.39604414
""
0.37194076
""
""
""
0.24542275
0.32946482
0.26648152
0.085336238
0.30930385
""
""
0.30585751
0.21904778
""
""
""
""
0.35824826
""
""
0.46143347
""
""
0.36784157
""
""
0.3843064
0.25776231
""
""
""
0.14238422
0.25914976
0.24345036
0.21750756
0.2193293
0.18808554
0.31446159
0.22490755
0.32827768
0.28605631
0.24708793
""
""
0.34602728
0.35293171
0.31528175
""
""
0.31619754
0.38264823
0.37282768
0.28308773
""
""
""
""
""
""
0.32037258
0.34450683
""
0.2168517
0.48925352
0.29376251
0.22056581
0.40076473
""
""
""
""
""
""
""
""
""
0.19447285
""
0.22809789
""
""
0.41654363
0.42034069
""
0.44126409
0.29783338
0.44734374
""
""
0.11520623
""
0.3000659
0.40403098
""
0.2672402
""
0.25075185
0.20685555
0.22777107
0.39225966
0.32537043
0.43405622
0.35931212
0.24412239
0.29815862
0.24682437
""
""
0.11408759
""
""
0.44837517
0.36114404
""
""
0.26384583
""
""
0.31234625
0.42033011
""
0.24471748
0.29777244
""
""
""
""
""
""
""
0.35287631
""
0.13316654
""
0.27809
0.33867413
""
""
0.26734626
0.26211691
""
""
0.2480901
0.42424026
""
0.30650491
0.11777963
""
0.28308111
0.21827216
0.24046382
""
0.095279768
0.19260284
""
""
0.28222153
""
""
""
0.37068805
0.34343183
""
""
0.33161727
""
0.34322229
0.14712203
0.29064876
0.21155235
0.29185075
0.23834369
0.64657915
""
0.45029438
""
0.14154561
0.44013125
0.3602564
""
""
""
""
""
""
""
""
""
""
""
0.31125337
""
""
""
0.26860863
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18247831
""
""
""
""
""
""
""
""
""
0.21672221
0.29729873
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17882127
""
""
0.24295337
""
""
""
""
0.31580582
""
""
""
0.097585008
""
""
""
""
0.18790717
0.28630158
""
""
0.30147421
