lpov_nbh_black_pooled_n
1170.0
401.0
60.0
3828.0
7298.0
1591.0
19102.0
232.0
97.0
6679.0
5233.0
29884.0
43.0
540.0
3198.0
27.0
28.0
1795.0
30.0
2779.0
18198.0
18938.0
6287.0
7874.0
26056.0
2456.0
6003.0
12914.0
33540.0
2903.0
4658.0
3326.0
27561.0
17244.0
6106.0
9149.0
3743.0
4538.0
2011.0
2576.0
24115.0
4525.0
1530.0
363.0
3081.0
4555.0
48499.0
5545.0
25353.0
5455.0
7730.0
13546.0
9185.0
782.0
873.0
19696.0
2179.0
335.0
508.0
7023.0
2966.0
14112.0
1120.0
703.0
104.0
280.0
""
118.0
182.0
89.0
4422.0
6051.0
9471.0
5355.0
2590.0
221.0
4427.0
1063.0
1050.0
48788.0
6215.0
1135.0
254.0
1651.0
17662.0
739.0
853.0
4821.0
8340.0
1868.0
1805.0
173.0
122.0
6323.0
68.0
""
627.0
2955.0
24289.0
8214.0
4956.0
77297.0
22320.0
4568.0
5497.0
24910.0
5652.0
25043.0
2391.0
3101.0
4591.0
9274.0
24945.0
3191.0
18467.0
14428.0
19007.0
1439.0
932.0
1566.0
6843.0
2316.0
2251.0
4425.0
2890.0
13064.0
13056.0
2272.0
2951.0
2768.0
101156.0
3791.0
3725.0
1380.0
1537.0
3813.0
9967.0
12686.0
2434.0
4482.0
9856.0
2094.0
1246.0
2061.0
8355.0
2301.0
5160.0
5384.0
4381.0
4174.0
742.0
26764.0
9410.0
3215.0
9130.0
16823.0
2180.0
14920.0
1787.0
458.0
108.0
71.0
4276.0
57771.0
1045.0
101672.0
66.0
47.0
30.0
1122.0
83892.0
3469.0
96.0
4025.0
179.0
49.0
3938.0
7384.0
94.0
30.0
49.0
59.0
12796.0
257.0
400.0
20261.0
174.0
76.0
4505.0
69.0
332.0
2194.0
13693.0
54.0
420.0
582.0
471.0
1458.0
7523.0
185.0
7409.0
1402.0
121.0
726.0
2467.0
4345.0
20232.0
205.0
655.0
1200.0
314.0
1718.0
20.0
67.0
12877.0
3040.0
3152.0
37198.0
215.0
434.0
478.0
300.0
451.0
201.0
18128.0
1334.0
255.0
499.0
14680.0
6121.0
1799.0
3335.0
32.0
412.0
""
792.0
20.0
1354.0
""
94.0
605.0
364.0
1085.0
1657.0
247.0
563.0
3477.0
5005.0
126.0
641.0
18024.0
790.0
166.0
""
820.0
113.0
99.0
4076.0
135.0
2009.0
591.0
1988.0
2891.0
5994.0
5442.0
171516.0
6210.0
66233.0
85376.0
10296.0
7990.0
2156.0
819.0
120.0
""
33.0
482.0
205.0
27.0
117.0
4752.0
20.0
""
21417.0
1057.0
64.0
3128.0
25117.0
227.0
""
22.0
""
21.0
46.0
""
26.0
""
112.0
92.0
220.0
13843.0
26.0
52.0
368.0
58.0
54.0
29.0
75.0
1104.0
""
432.0
513.0
87.0
119.0
316.0
296.0
24.0
158.0
161.0
219.0
53.0
1816.0
103.0
117.0
50.0
1052.0
3703.0
299.0
339.0
2252.0
127.0
3273.0
4044.0
21969.0
1823.0
124609.0
4117.0
870.0
99.0
42641.0
183.0
186.0
2114.0
2185.0
494.0
""
30.0
26.0
34.0
126.0
889.0
1002.0
886.0
92.0
474.0
1402.0
92.0
1537.0
237.0
2870.0
836.0
""
196.0
""
""
236.0
175.0
52.0
""
""
""
28.0
42.0
""
""
""
""
""
""
228.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
274.0
21.0
""
""
""
""
""
44.0
""
""
189.0
152.0
""
""
""
44.0
29.0
""
""
""
""
22.0
""
""
""
""
""
""
""
39.0
47.0
23.0
46.0
22.0
23.0
33.0
128.0
1933.0
20.0
""
24.0
249.0
""
""
""
""
28.0
281.0
""
""
78.0
26.0
30.0
""
57.0
301.0
""
736.0
""
26.0
6267.0
""
""
""
""
""
27.0
4468.0
""
""
235.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
24.0
324.0
10751.0
""
""
65.0
60.0
162.0
28.0
""
""
""
""
""
218.0
26.0
""
1675.0
1903.0
4255.0
102.0
118.0
71.0
86.0
571.0
995.0
21892.0
411.0
204.0
""
""
1939.0
45.0
618.0
74.0
370.0
22.0
244.0
1215.0
1086.0
412.0
234.0
7435.0
550.0
""
328.0
3291.0
365.0
""
45.0
""
210.0
""
405.0
2332.0
472.0
140.0
1320.0
185.0
35.0
40.0
""
310.0
75.0
""
""
155.0
""
""
60.0
993.0
465.0
123.0
9713.0
58.0
11272.0
115.0
88.0
""
1654.0
91.0
""
""
""
""
64.0
415.0
1869.0
2581.0
3269.0
74246.0
10873.0
2744.0
1617.0
580.0
40.0
""
22.0
108.0
""
252.0
94.0
108.0
1196.0
51.0
31.0
1427.0
45.0
21.0
151.0
202.0
40.0
4122.0
1458.0
7639.0
21412.0
51867.0
2078.0
5563.0
5494.0
4582.0
2957.0
476.0
88.0
571.0
127.0
257.0
11885.0
151.0
928.0
2796.0
555.0
""
1847.0
""
""
""
""
""
26.0
33.0
""
""
""
""
""
745.0
""
""
160.0
""
""
""
20.0
""
""
""
""
80.0
""
""
24.0
""
""
""
""
37.0
58.0
""
""
78.0
""
3363.0
24.0
71.0
23.0
97.0
""
""
""
1749.0
""
11322.0
31.0
3167.0
98.0
""
88.0
238.0
""
121.0
72.0
37.0
""
382.0
26.0
""
45.0
""
""
""
""
138.0
1411.0
53.0
126.0
""
""
""
""
""
41.0
133.0
""
""
163.0
74.0
128.0
24.0
70.0
2196.0
3220.0
4660.0
666.0
14848.0
6265.0
30.0
""
""
951.0
692.0
34004.0
12173.0
""
""
13385.0
563.0
1114.0
90446.0
27.0
46.0
85.0
49.0
665.0
30.0
122.0
4760.0
29.0
704.0
33.0
280.0
420.0
""
""
68.0
""
""
""
128.0
54.0
15422.0
