kfr_top20_black_pooled_p75
0.14844282
0.10310047
0.17130136
0.11868231
0.083335459
0.1275354
0.11644233
0.035434257
0.29094368
0.093618214
0.076317124
0.11259371
0.20838778
0.20044361
0.092285939
0.34777117
0.067639962
0.078613684
0.21238722
0.091811292
0.10025991
0.10763782
0.087836571
0.093035519
0.11913815
0.13094288
0.084860623
0.11032283
0.12979305
0.11460319
0.10691299
0.14552124
0.12309166
0.14562449
0.099327974
0.11384585
0.11041117
0.13832246
0.10886019
0.10549828
0.12987688
0.19707713
0.093082309
0.27405271
0.13159534
0.10144839
0.14798339
0.12541746
0.13378209
0.13407898
0.15314066
0.17678128
0.099300742
0.16140014
0.089873329
0.12570879
0.14111909
0.05912935
0.12304882
0.12673813
0.13234827
0.11149765
0.027416104
0.10052428
0.26700351
0.086856678
""
0.1324795
0.12292108
0.07610403
0.14527114
0.090298653
0.096486121
0.10099358
0.085519679
0.13804044
0.098231338
0.051630236
0.025051938
0.094641849
0.11812346
0.14190958
0.03625524
0.10223033
0.10788763
0.10806914
0.091721348
0.10183467
0.11202618
0.10446845
0.12648182
0.039775185
0.26876396
0.11074466
0.18848018
""
0.11616778
0.11355786
0.12120427
0.090658806
0.087617062
0.11805695
0.1018952
0.1246216
0.13265587
0.11265633
0.11141024
0.095532544
0.10921335
0.11568587
0.12898272
0.12988265
0.11595751
0.075977653
0.11642061
0.1095228
0.10639326
0.15270352
0.062930457
0.16265664
0.10334219
0.098822445
0.073638923
0.10438338
0.12688139
0.098480411
0.11872243
0.12644209
0.096599586
0.10901014
0.1056996
0.10909518
0.13140462
0.028309189
0.085191689
0.12670051
0.090640858
0.083713263
0.092886135
0.15002415
0.11865687
0.10543474
0.086481735
0.098047011
0.094691455
0.074134745
0.14126031
0.13371316
0.1006264
0.08984717
0.17537878
0.11747713
0.11212979
0.12787001
0.1135148
0.1259803
0.11579381
0.12260821
0.13621393
0.12641855
0.069378622
0.068653479
0.15353522
0.1325427
0.12428271
0.15726767
0.090443186
