kir_stycz_natam_male_mean_se
0.04024332
""
""
0.046419982
0.03941039
""
0.022772796
""
""
0.064113945
0.03356868
0.018927494
""
""
0.064216428
""
0.019857967
0.057678271
""
0.032672424
0.031952955
0.0064372569
0.030887509
0.069962405
0.026388517
0.072149366
0.038891397
0.04074911
0.026843224
""
""
""
0.027493507
0.032884575
0.034063093
0.035457935
""
""
""
""
0.035155341
""
""
""
""
""
0.023793465
0.018282648
0.03814042
0.039258827
0.032314975
0.041746907
""
""
""
0.038364295
""
0.048129797
""
""
""
0.03472184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02912545
""
""
""
0.055504624
0.027098615
""
""
0.050395064
0.016893379
0.031622712
""
""
""
0.043226335
""
""
""
0.069117881
0.021264238
0.031141588
0.032727141
0.023001364
0.033284292
0.043343872
0.034571256
0.022523997
0.046033159
0.026280528
""
0.040429961
0.053323273
0.047502529
0.030959357
""
0.031038733
0.032170113
0.050760563
""
""
""
""
""
""
""
""
0.067412004
""
""
""
""
0.021332826
""
""
""
""
""
0.046626676
0.060870919
""
""
0.034906719
0.036933016
""
""
""
""
0.057828844
0.015009525
""
""
""
0.028395001
""
""
0.022860697
0.025818711
0.041566662
0.041484788
""
""
""
""
0.058873724
0.020033665
""
0.01662036
0.029596459
0.036668032
0.015090235
0.048317809
0.012474334
0.032101158
0.033123277
0.034519438
""
""
0.026824551
0.019275237
0.029980462
0.023021419
""
""
0.034255654
""
""
0.02670658
""
""
0.053190742
""
""
0.04623932
0.028984975
""
""
""
""
""
0.027762646
""
0.031416595
0.051762629
""
0.044059057
0.033203773
0.039274745
0.032442823
""
""
0.037786596
""
0.058237664
""
""
0.04659823
0.049327441
0.051017068
0.024761526
""
""
""
""
""
""
0.025662072
""
""
""
0.038321793
0.065293357
0.049539227
0.050407287
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01949887
""
""
0.013967427
""
0.02974141
""
0.039542533
0.043028321
""
0.041304026
""
""
""
""
0.041459568
0.051694382
0.044775367
0.015091349
0.07035505
0.023702901
0.017279875
0.072326429
0.031073451
""
""
0.044074353
""
""
0.031679947
0.041263159
""
""
0.021154109
""
""
0.023094656
0.037537538
""
0.06020477
0.019499663
""
0.027089046
0.038093865
""
0.051339366
0.024296217
0.028904533
""
""
""
""
0.028828537
0.01095081
0.052478101
0.019081052
0.069860645
""
""
""
0.042324379
""
""
""
""
""
""
0.018902682
0.01578038
0.018669723
0.026255498
0.030701427
0.039966706
""
0.027722292
""
""
""
""
""
""
""
0.054657772
""
0.055696089
0.026271174
0.016411506
""
0.01785258
0.036627583
0.056192346
""
0.023622718
""
""
0.042171348
0.049526863
""
""
""
0.057698604
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015605194
""
""
""
""
""
""
""
""
""
0.022251319
""
""
""
0.021517979
""
0.0199892
0.042352531
""
""
""
""
""
""
0.035842296
""
""
""
""
0.054658502
0.058370922
0.046260547
""
0.025397733
""
""
0.025609825
0.032326341
""
0.032297518
0.013852555
""
""
0.033409879
0.02830277
""
""
""
""
""
""
""
""
0.045774091
0.037799645
""
""
0.039445005
0.032942865
""
0.024193903
""
""
""
""
""
""
""
""
""
0.040575612
""
""
""
0.012392937
0.03803831
""
""
0.022685638
0.039395612
0.062520303
""
0.022849604
""
""
""
""
""
0.025660327
0.031122606
0.029170727
""
""
0.022059234
""
""
""
""
""
""
0.026031252
""
""
0.060066663
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031999487
0.014000898
""
""
""
""
""
""
""
""
""
""
""
""
0.041725602
""
""
0.021079995
0.020281438
""
0.057177804
""
""
0.015321461
0.061893005
0.016692422
""
""
""
""
0.052740935
""
0.028202366
0.029469825
0.01661781
""
0.049893782
0.010048197
0.0078976722
0.011920059
0.02731622
0.005235929
0.017878832
""
0.033099096
0.023926286
0.023356
""
""
""
""
""
""
0.039946567
""
""
0.040352993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029960806
""
