kfr_24_natam_female_p100
0.70060384
0.63745159
""
0.55920666
0.47028482
""
0.50823534
""
""
0.52101988
0.60825735
0.57415968
""
0.55390102
0.66259372
""
0.73355442
0.42706794
""
0.57972842
0.57215893
0.51202798
0.54310828
0.66351128
0.64646399
0.87502539
0.43062463
0.67364383
0.61549401
""
""
0.58472538
0.58215559
0.54303998
0.63737875
0.67126197
0.24632773
""
""
""
0.60432917
""
""
""
""
""
0.55081028
0.56925905
0.59678543
0.70901513
0.68101352
0.65029156
0.27709031
""
""
0.63493752
""
0.58818543
""
""
""
0.60427684
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56909722
""
""
""
0.41371894
0.49675024
""
""
0.45435947
0.72027928
0.61092877
0.73976076
""
""
0.49724033
""
""
0.58277351
0.54113877
0.56582355
0.58425766
0.54435265
0.58085614
0.64611518
0.53843027
0.5676524
0.47807047
0.45754761
0.57743269
0.31623521
0.63872492
0.66804558
0.36752555
0.56810552
""
0.66712618
0.51513737
0.45298293
""
""
""
0.53852445
""
""
0.42950287
""
0.59116459
0.548365
""
""
""
0.54118657
""
""
""
0.44614723
""
0.75184542
0.36771759
""
""
0.57377809
0.75090516
""
""
""
""
0.80715549
0.57044208
""
""
0.58716911
0.61810786
0.59365714
""
0.6029942
0.57395166
0.65677851
0.55144119
""
""
""
""
0.53661877
0.62422603
""
0.59769481
0.54982901
0.35187799
0.61251992
0.48525432
0.55679202
0.61481893
0.95353454
0.55504632
0.58452404
0.40681627
0.6160844
0.62701547
0.60961097
0.51063722
0.63630277
0.40934378
0.52012795
""
""
0.61633599
""
""
0.62506759
""
""
0.48970658
0.52732891
""
""
""
0.40257654
""
0.50066674
""
0.4376339
0.68424863
0.67731148
0.54721105
0.54514086
0.69143122
0.55538523
""
0.42742243
0.3247793
""
0.7044785
""
""
0.48888245
0.52936572
0.67365825
0.68520194
""
0.58436185
""
""
0.78361261
""
0.56647635
0.5575121
""
""
0.5446291
0.54801154
0.51002961
0.70759845
""
""
""
""
""
0.5786106
""
""
""
""
0.39656329
