kir_asian_male_mean
""
0.62573671
""
""
""
""
""
0.53592211
""
""
""
""
""
""
""
0.57505244
""
""
""
""
""
""
0.55589867
""
""
""
""
""
""
""
""
""
""
""
0.58959615
""
0.60768223
""
0.55069214
""
0.65929168
""
""
""
0.65906709
""
""
""
0.59826642
""
0.61642653
0.66775578
""
""
""
""
""
""
0.67307705
""
""
""
0.72180015
""
""
""
""
""
""
0.6029548
""
""
""
""
0.59770221
""
""
0.60842663
""
0.62452376
0.56022048
""
""
""
""
""
""
""
""
0.70752162
""
""
""
""
""
""
""
0.57201338
0.57544208
""
""
""
""
0.61615783
0.59034938
0.60048991
0.60032731
0.5834673
""
0.59123707
0.53250742
""
""
""
0.5381943
""
""
""
""
""
""
""
""
""
""
""
""
0.55559629
""
""
""
""
""
""
""
""
0.63885993
""
""
""
""
""
""
""
""
0.63165104
""
""
""
""
""
""
""
0.64230281
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67545003
""
0.61517751
""
""
0.53986859
""
""
0.52331406
""
""
""
""
""
0.55877841
""
""
""
0.65132868
""
""
0.57048631
0.76762885
""
0.64671934
0.61753058
0.66634649
0.53652573
0.48562258
0.49185562
0.63890469
""
0.58404547
0.58940756
0.65986043
""
0.60919023
0.58297706
0.66072297
""
0.56685436
0.52771342
""
""
0.59119755
0.62787539
0.56397498
0.60824448
0.60678011
""
0.59738964
0.58123255
0.69750547
0.59508997
0.59680092
0.64085394
0.57043809
0.63727558
0.65661037
0.61471438
0.65433842
0.6037882
0.51874667
""
0.58992428
0.62075567
0.59908581
0.57026643
0.54800689
0.65704191
""
0.55566454
0.63429022
0.62483948
0.63097709
0.52429885
0.55282915
""
0.60516351
""
""
""
0.6421321
0.54451615
""
""
""
""
""
""
""
""
0.54595989
""
0.60603476
""
""
0.57275486
""
""
""
""
""
""
""
""
0.60105073
""
""
""
""
0.56270403
""
""
""
0.60611558
""
""
""
""
""
""
""
""
""
""
""
0.62930638
""
""
""
""
""
""
""
""
""
""
0.69602954
""
0.64843583
0.66408807
0.63553792
0.66020358
0.62907636
0.58251154
0.59976661
0.54311031
0.60908747
0.67570168
0.62234664
0.58104479
0.66651845
""
0.51962048
""
0.59910238
0.60349113
""
0.67015177
0.61024445
0.58765209
0.61081296
0.64440435
""
""
0.5638606
0.53430039
0.57601643
""
""
""
""
""
""
""
""
0.61945802
0.66947496
0.60747755
""
0.6617462
""
""
""
0.56163466
0.60358405
0.61712152
""
""
""
0.55745775
0.61666328
0.68670708
0.58998489
