kir_26_hisp_female_mean
0.45239231
0.44830427
""
""
0.38824877
""
""
0.44488397
""
""
0.41377807
""
""
""
""
0.48739591
0.33300146
""
""
""
""
0.3756476
0.43319201
""
0.33333352
0.41237798
""
0.41707283
""
0.42146796
0.40169185
""
""
""
0.3994751
0.41153491
0.43137953
""
0.48387074
""
0.53648603
0.40803498
""
""
0.48133898
""
""
0.3877762
0.40267801
""
0.49758002
0.39728928
""
""
""
""
0.37759259
0.46703267
0.42366382
""
0.43336067
""
0.41933855
0.38793704
""
""
""
""
""
0.51536536
""
""
""
""
0.49857408
""
""
0.62191665
0.45302513
0.45558086
0.39154801
""
""
0.51670021
""
""
""
""
""
""
""
""
""
""
""
""
0.39016056
0.44577402
0.45293751
0.46944419
0.39308479
0.44127482
0.45640719
0.48707211
0.44202784
0.43588027
0.45867577
0.45682722
0.46333188
0.43814924
0.46236214
""
0.45109108
0.34223634
0.47615027
0.35762048
""
""
0.39902014
""
0.37409639
""
""
""
""
0.40589711
0.34121138
0.41594866
0.44843566
""
""
0.44533989
""
0.35525009
0.47474125
""
0.3770009
""
0.40811163
0.3502551
0.36238548
0.45991337
0.32349867
""
""
0.41749924
0.42373899
""
""
""
""
""
""
0.42630166
""
""
0.35816941
0.43335834
""
""
""
""
0.53434169
""
""
""
""
0.44420531
0.39300564
""
0.43004704
""
0.33685902
0.44626954
0.41454223
""
0.41962346
0.40749565
0.33895898
""
0.4001143
""
0.38882697
0.44873738
""
0.42746481
0.52650422
""
0.48092043
0.44037503
0.49173027
0.50622779
0.52897573
0.37920782
0.48505238
0.42279789
0.45819339
0.40331888
0.43435788
0.51368588
0.44298407
0.41970092
0.45283222
0.47839382
0.49274066
0.43008655
0.53432572
0.39952013
0.45728841
0.43333739
0.46538034
""
0.4863151
0.50297868
0.45090336
0.51896089
0.49200535
0.39977607
0.46826282
0.49047863
0.47741702
0.46524146
0.48365688
0.53009284
0.45818079
0.48208496
0.56137609
0.49319118
0.51541531
0.4912456
0.45249441
""
0.43745768
0.51526684
