kfr_native_black_male_mean
0.34165877
0.33936429
""
0.31228194
0.32827637
0.35882559
0.34373826
0.34117302
""
0.34153956
0.33080807
0.32121718
""
0.34691021
0.35182041
""
""
0.30372795
""
0.3343899
0.33614889
0.3290872
0.32085097
0.31943193
0.34926641
0.28674996
0.34540927
0.33430052
0.35468596
0.3256391
0.34688258
0.34254068
0.36011901
0.37489861
0.33648956
0.34586287
0.32262081
0.34549484
0.31563494
0.3016333
0.33868533
0.35875157
0.35136876
0.36600101
0.33909243
0.33082038
0.34833667
0.34737986
0.3640449
0.32939157
0.38202843
0.38068777
0.30630758
0.28316537
0.31847033
0.33317009
0.35434502
0.30744469
0.34708175
0.354132
0.31953451
0.3402442
0.3493098
0.34535155
""
0.34253687
""
""
""
""
0.31709778
0.29719749
0.29355997
0.33493426
0.31603798
0.42992413
0.3524265
0.36202794
0.3769367
0.32026926
0.3271102
0.35196364
0.36244157
0.36353573
0.34790915
0.33582509
0.34514371
0.34789863
0.34532633
0.32273543
0.40184587
0.41745332
""
0.33538073
""
""
0.32648769
0.32630959
0.30407539
0.30437714
0.29142153
0.30950505
0.30622685
0.30231082
0.31936118
0.29657087
0.27157307
0.32486495
0.3040148
0.30313593
0.291729
0.34126917
0.35215935
0.32234678
0.36245176
0.34389436
0.34709695
0.30071136
0.29981223
0.3195782
0.32810026
0.2841377
0.35108006
0.3431108
0.31009072
0.32175121
0.33767703
0.30914807
0.32135409
0.31450996
0.3371903
0.3229835
0.32315892
0.36385486
0.32977995
0.32567713
0.32659531
0.3204836
0.29090017
0.33245745
0.31595746
0.32306352
0.33055159
0.29981774
0.30911595
0.33600855
0.33213449
0.33238631
0.32278737
0.31981596
0.35330212
0.35285437
0.33071128
0.38867903
0.32667479
0.3300873
0.37126717
0.33199501
0.33430076
0.34803715
0.36765331
""
0.41416654
0.3561191
0.39360422
0.40775147
""
""
""
0.35623044
0.33314645
0.37291977
""
0.31225094
0.45153189
""
0.33901492
0.31835622
""
""
""
""
0.32632425
0.24793847
0.38373944
0.31950071
0.31971905
""
0.35765818
""
0.30820498
0.35017893
0.33893439
""
0.34087393
0.36179441
0.37688413
0.34842333
0.31544513
0.32838008
0.33842155
0.29274556
""
0.35743368
0.35275337
0.34829441
0.32790139
0.34760448
0.39021879
0.34556913
0.30625573
0.37381905
""
""
0.33742023
0.33212617
0.33706602
0.31229979
0.47281903
0.32436445
0.34250176
0.32398131
0.40519565
0.40502799
0.33091709
0.30139783
0.39079157
0.38968089
0.33023471
0.32237214
0.31610078
0.32786125
""
0.3027429
""
0.34751937
""
0.39349449
""
""
0.3764734
0.32669863
0.36994022
0.34342888
0.40056333
0.38894376
0.35895836
0.328255
0.40294519
0.38533637
0.31703392
0.35483339
0.51519907
""
0.36118263
""
0.31584355
0.382658
""
0.35279357
0.3666698
0.39456239
0.36438805
0.33502427
0.36421055
0.35963452
0.40231881
0.36266813
0.34605506
0.35951683
0.34286126
0.3598983
0.31576583
0.41338763
""
""
0.4212124
0.41828755
""
0.52163434
0.36140934
""
""
0.40329498
0.51757121
""
0.38837817
0.36122316
0.26900893
""
""
""
""
""
""
""
""
0.5082013
""
0.35118055
0.37124726
""
""
0.41595003
""
""
""
""
0.31952336
""
0.45730129
0.32239389
""
""
0.39076129
0.48318848
""
0.51141936
0.38876966
0.43111423
""
0.35158661
""
""
""
0.40161589
0.316273
0.35156527
0.39021343
0.33668396
""
0.30113143
0.33617482
0.30820626
0.33770806
0.32379988
0.31491795
0.37050724
""
0.32046366
""
0.34185907
0.30413508
0.30508429
0.32146811
""
""
""
""
""
0.37334442
0.33297881
0.33961526
""
0.33016193
0.31024557
""
0.27448937
0.39625892
0.32479665
0.35163999
""
0.42409202
""
""
0.31347224
0.43059337
""
""
""
""
""
""
""
""
""
""
""
""
0.38225725
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43542656
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38307726
""
""
""
0.32406282
""
""
""
""
""
0.33139542
""
""
""
""
""
""
""
0.38624087
""
0.34431604
""
""
0.31952086
""
""
""
""
""
""
0.35427094
""
""
0.30161411
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42741764
0.39291328
""
""
""
""
0.41938698
""
""
""
""
""
""
0.36026135
""
""
0.34958678
0.34630501
0.32554525
""
""
""
""
0.27192605
0.3461304
0.34266198
0.36163497
0.38547513
""
""
0.37312928
""
0.36815199
""
0.37361538
""
0.39116186
0.33271089
0.3044478
0.48077857
0.30188435
0.34232041
0.31601116
""
0.34336522
0.41006827
0.41716501
""
""
""
""
""
0.39427131
0.36198202
0.38243729
""
0.31924561
0.47546381
""
""
""
0.37943253
""
""
""
""
""
""
""
0.38699311
0.37301674
""
0.36950886
""
0.3826572
""
""
""
0.37268895
""
""
""
""
""
""
0.29877135
0.38650358
0.3661744
0.38437301
0.35108
0.36738709
0.31974685
0.3017171
0.31758535
""
""
""
""
""
0.4582727
""
""
0.34338862
""
""
0.35276857
""
""
""
0.42690921
""
0.33299729
0.33684352
0.35655883
0.33629391
0.34151393
0.36695707
0.35029113
0.35803741
0.32416901
0.37009883
0.40733862
""
0.39416119
""
0.31518707
0.34638804
""
0.32158342
0.35593101
0.33677289
""
0.38469598
""
""
""
""
""
""
""
""
""
""
""
""
0.34153241
""
""
0.32319894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41085047
""
""
""
""
""
""
""
0.37936556
""
0.36112538
""
0.34480205
""
""
""
0.32572043
""
""
""
""
""
0.51128608
""
""
""
""
""
""
""
""
0.43428585
""
""
""
""
""
""
""
""
0.39323214
""
""
""
""
""
""
""
0.39234209
0.36265492
0.34742895
0.438205
0.3271963
0.41280565
""
""
""
0.40420675
0.39253536
0.36498076
0.32060111
""
""
0.36423486
0.40048277
0.37565914
0.34657753
""
""
""
""
0.35044879
""
0.42126492
0.38010073
""
0.45153618
""
0.39600548
0.43192139
""
""
""
""
""
""
""
""
0.37086809
