grad_white_female_p75_se
0.01890569
0.034839395
0.081159636
0.013923271
0.014420967
0.052159727
0.011095271
0.052116144
0.058055226
0.019706251
0.016843436
0.0081056543
0.065191798
0.039300021
0.016989443
0.057527743
0.084286064
0.020681562
0.069878057
0.073713705
0.017336251
0.019814821
0.02035027
0.026673969
0.0086780135
0.063885055
0.02753254
0.017580455
0.009226379
0.036919732
0.042789362
0.02319584
0.0099856025
0.014005817
0.037206803
0.020374771
0.061123017
0.040486719
0.10908408
0.091278873
0.018008202
0.063475259
0.043362331
0.090979613
0.066140205
0.051755782
0.011209709
0.02198511
0.012301253
0.032308191
0.01849108
0.016154584
0.031742729
0.16556308
0.069514677
0.016327759
0.029831981
0.10616774
0.085387096
0.022136975
0.047405824
0.013878153
0.051998563
0.048201166
0.055693034
0.051209666
0.10114464
0.061789364
0.069764197
0.064623155
0.052162945
0.047459487
0.042149302
0.024967067
0.02525576
0.074455991
0.033453006
0.047386091
0.06740272
0.010279646
0.044115022
0.03186534
0.060372699
0.022528062
0.0089242263
0.033134442
0.029803328
0.028332481
0.014453765
0.024685455
0.026854632
0.058192547
0.051790409
0.017616151
0.05796282
0.10941111
0.029551808
0.021145936
0.0085957302
0.016705569
0.014795288
0.0089345584
0.010673401
0.015974328
0.015081941
0.0092874439
0.018740764
0.010141156
0.026436824
0.025763625
0.026500626
0.02627263
0.013556638
0.056267243
0.015187537
0.011980532
0.016098822
0.06567926
0.090938769
0.067220986
0.031429388
0.064753599
0.043765739
0.049239278
0.053123642
0.01824226
0.016811697
0.057572905
0.045514449
0.051185604
0.0059695658
0.039291847
0.028861228
0.062736362
0.021277485
0.03408039
0.019041898
0.02745433
0.059725258
0.037416101
0.020693351
0.032072548
0.064108923
0.04421369
0.030583957
0.055641506
0.021438463
0.039556276
0.055399474
0.042150885
0.044842374
0.010120166
0.025444681
0.07954812
0.014109977
0.016300637
0.049593542
0.019988123
0.055544395
0.039780866
0.11799355
0.047283366
0.015624437
0.0065557081
0.055785716
0.0049838186
0.020581912
0.021267174
0.043724537
0.012795249
0.0037120217
0.011150706
0.018808935
0.0094468342
0.024205564
0.027699342
0.010700648
0.0063182502
0.019745752
0.027019322
0.026199933
0.024910714
0.0082666436
0.031626996
