married_black_female_p75
0.30920589
0.32364994
0.27164608
0.28465602
0.62635124
0.16787237
0.26676509
0.29985249
0.12039868
0.17570814
0.17155889
0.2570487
0.21807784
0.91334802
0.33977005
0.32054511
0.29430467
0.13522543
0.12849113
0.30082685
0.2402598
0.031924151
0.28491965
0.20951577
0.3311848
0.31054771
0.13977291
0.16614211
0.34655315
0.097703986
0.48200375
0.16856788
0.26955187
0.38976109
0.29529372
0.36106563
0.22859535
0.62781173
0.230443
0.23911974
0.25857517
0.20910563
0.22567196
0.22970703
0.28611207
0.31784272
0.44673184
0.088211194
0.24979289
0.35748065
0.26333731
0.19171461
0.38420528
0.24069953
0.35342932
0.45080188
0.23623841
0.28440663
0.29340547
0.26504198
0.23298062
0.21124151
0.27329192
0.2567859
0.25281158
0.18468194
""
""
""
0.26705423
""
""
""
""
0.31754896
""
""
""
""
""
""
""
""
0.3643637
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29672432
0.087018102
""
""
""
""
0.27157691
0.38611326
0.12558167
0.29174396
0.2284465
""
0.3990632
0.32152674
0.099251382
0.25851336
""
0.40015659
""
0.54057056
0.25954542
""
0.18560596
0.3419193
""
""
0.15452464
0.27736488
0.27244723
0.25992081
0.12245482
0.20874761
0.17784064
0.15467411
0.2001131
0.19374475
0.40553597
""
""
0.3086381
-0.065789446
""
0.41436014
0.18578322
0.24436885
0.096954159
""
0.40774164
0.26665884
-0.38318855
0.34768006
""
0.022997299
0.29569495
0.1881932
""
0.22742486
""
""
0.19271947
0.16733015
0.12136307
""
0.35540584
""
0.32474002
""
0.32481378
""
0.37552795
""
0.18735497
0.8488481
0.25192672
""
0.3150951
0.45718065
""
""
0.29806527
0.33953258
""
""
0.18317361
""
0.36328763
0.18641977
0.39203098
""
0.19117096
""
""
0.24505408
""
""
0.23201992
""
0.47682735
0.28848457
""
0.24629737
0.39550364
""
0.27103892
0.2904855
0.33255967
""
0.20089063
0.37160647
0.35356602
""
""
0.33665535
""
""
0.24850267
0.29328483
0.7147342
0.30909798
0.30515733
""
0.27051607
0.25421605
0.40061167
0.24578816
0.30700684
0.16824113
0.24970157
0.38157445
0.22973861
0.33072099
0.25480261
0.33420435
0.49051917
""
0.57676101
0.22895765
0.27549085
0.40205467
0.36100954
0.092847481
""
0.29924282
""
0.32281044
0.3422299
0.23154373
0.29821125
""
0.28476867
""
""
""
0.32860088
0.65737361
""
""
""
""
""
""
""
""
0.22711664
""
0.37927794
""
""
0.36034271
0.54658723
""
""
""
""
""
""
""
0.35501751
""
""
""
""
0.32024071
""
""
""
