stayhome_asian_male_mean
""
""
""
""
""
""
""
0.20637642
""
""
""
""
""
""
""
0.19198206
""
""
""
""
""
""
0.20377977
""
""
""
""
""
""
""
""
""
""
""
0.28140432
""
0.24673681
""
""
""
0.2206952
""
""
""
0.16161998
""
""
""
0.19877669
""
0.29942554
0.078224346
""
""
""
""
""
""
0.1909029
""
""
""
0.17209835
""
""
""
""
""
""
0.28568885
""
""
""
""
0.18520218
""
""
0.3255671
""
0.47566921
0.39316916
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15303268
0.27845299
""
""
""
""
0.23517972
0.16773665
""
0.20107806
0.18008943
""
0.18536969
0.26229292
""
""
""
0.24140505
""
""
""
""
""
""
""
""
""
""
""
""
0.23147133
""
""
""
""
""
""
""
""
0.18541525
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2527605
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24532518
""
0.205735
""
""
0.29267493
""
""
0.23135982
""
""
""
""
""
0.24399969
""
""
""
0.3842504
""
""
0.25159007
""
""
0.34066296
""
0.12212034
0.30778572
0.25727811
0.17092034
0.14725617
""
0.29728001
0.15367764
""
""
0.3829644
0.37766451
0.28183711
""
0.20546652
0.34109873
""
""
0.29475847
0.37150916
0.27370298
0.38443542
0.31270066
""
0.31667057
0.33548975
0.22602706
0.32707867
0.34316227
0.43297255
0.32982332
0.24385546
0.375595
0.2491798
0.37139514
0.2855176
0.29190442
""
""
0.32438767
0.26462811
0.32444596
0.4885903
0.10352261
""
0.25606424
""
0.3269271
0.34030581
0.23409364
0.33850878
""
0.24736576
""
""
""
0.21845385
0.43479654
""
""
""
""
""
""
""
""
0.31192759
""
0.22135665
""
""
0.19955429
""
""
""
""
""
""
""
""
0.28362143
""
""
""
""
0.1259809
""
""
""
0.1426692
""
""
""
""
""
""
""
""
""
""
""
0.16825487
""
""
""
""
""
""
""
""
""
""
0.099443875
""
0.27023906
0.25886068
0.22003506
0.24639386
0.27864793
0.30236065
0.19142838
0.33391497
0.18371953
0.29022962
0.16838272
0.284574
0.14997914
""
0.2650086
""
0.16437787
0.32340938
""
0.12761886
0.17154637
0.20762737
0.27193776
""
""
""
0.27599844
0.29245538
0.21617292
""
""
""
""
""
""
""
""
0.20895992
0.14650641
0.23725091
""
0.055684328
""
""
""
0.21875869
0.15289629
0.23147607
""
""
""
0.27246845
0.19022833
0.15930147
0.33228305
0.39859095
""
0.15322579
""
0.3095409
0.32000777
0.2732026
0.17171749
0.29967314
0.23067981
""
0.16187406
0.23389362
0.19429466
0.14059459
0.22344191
""
""
""
""
0.26789898
""
""
""
""
""
""
""
""
""
0.37131405
0.41147694
""
""
0.2393893
""
""
""
""
""
""
""
""
0.24382932
""
0.17397191
0.28871679
""
0.26493114
""
""
0.30113938
0.1931324
""
0.29841888
""
0.28998497
""
""
0.088228263
""
0.19136374
""
""
""
""
""
0.30376199
""
""
0.22222796
0.30327201
""
""
""
""
""
""
""
0.27029201
0.1859477
0.21550737
""
0.30522013
""
""
""
""
""
""
0.34173632
0.41211805
0.33155927
""
""
""
""
""
0.27942297
0.30548975
""
0.26014549
""
""
""
""
""
""
""
""
""
""
