staytract_natam_pooled_p25_se
""
0.086003907
""
""
""
""
""
0.10771717
""
""
""
""
""
""
""
0.05744056
0.15416372
""
""
""
""
0.13358521
0.084845915
""
0.1129126
0.090932414
0.082382292
""
""
""
0.083456449
""
""
""
0.14410315
0.068795986
0.050540175
""
0.10037834
0.047773991
0.18720409
0.12850358
""
""
0.044417243
""
""
0.1031964
0.048924714
""
0.079258673
0.09196645
""
""
""
""
""
""
0.12259226
""
""
""
0.14838806
""
0.091991432
""
""
0.11057305
0.12555033
0.017733516
0.030313753
""
""
0.069926113
0.033795688
""
0.13315517
0.052468494
0.058255471
0.069809169
0.074912086
0.037908867
0.10724913
0.053168338
0.044188261
0.057963073
0.046917498
""
0.074388884
0.083568119
""
0.12322271
0.11666796
""
""
0.050424531
0.016606633
0.08965452
0.016905196
0.044629704
0.044658829
""
0.071179464
0.011325042
0.047765773
0.016042067
0.020417342
0.03635617
""
0.067595869
0.059631784
""
""
0.16260545
0.037500598
0.091502644
""
""
0.11867037
""
""
""
""
""
""
""
""
0.060093541
""
""
""
""
""
0.12870209
""
""
0.10663266
""
""
""
""
""
""
""
""
0.16202842
0.1407371
""
""
""
""
""
0.12578066
0.15988286
""
""
0.17482458
""
""
""
""
""
""
""
""
""
""
0.053892668
0.10422759
""
0.060272958
""
""
0.088975579
0.16910943
""
0.047026981
0.15123715
""
""
""
""
0.041521646
0.11529826
""
""
0.031462938
0.15764859
0.054287065
0.044090535
0.0748538
0.16189189
0.040528655
0.068118468
0.059550308
0.032546826
0.11545725
0.037683386
0.074828766
0.069445983
0.030373983
0.07053642
0.086661264
0.11897545
0.01642726
0.077376008
0.049961198
0.1337381
0.060313445
0.064059377
0.16029067
""
0.049460668
0.089097738
0.087266557
0.01984714
0.04471381
""
0.024170907
0.024509393
0.077085078
0.025251174
0.022947477
0.067602716
0.041662209
0.060122054
0.062965602
0.059659213
0.028469076
0.072709985
0.03759215
""
0.070358686
0.043360751
0.036946356
0.040237043
0.078600578
0.068297163
""
0.042271961
0.14233546
0.045156203
0.068255655
0.072429098
0.03385682
""
0.042323161
""
""
""
0.054163899
0.091561921
""
""
""
""
""
""
""
""
0.030944476
""
0.095573939
""
""
0.033732284
0.13498896
0.15706842
""
""
""
""
""
""
0.020598171
""
""
""
