staycz_hisp_female_n
284.0
205.0
""
570.0
714.0
56.0
1292.0
77.0
48.0
371.0
410.0
2122.0
41.0
137.0
509.0
30.0
43.0
414.0
38.0
41.0
431.0
1736.0
342.0
240.0
2235.0
55.0
458.0
990.0
2450.0
100.0
87.0
159.0
1367.0
1129.0
75.0
672.0
56.0
102.0
""
27.0
344.0
32.0
""
""
29.0
44.0
3270.0
289.0
733.0
193.0
593.0
476.0
203.0
""
""
594.0
33.0
25.0
35.0
153.0
83.0
761.0
23.0
80.0
41.0
51.0
""
""
37.0
38.0
36.0
53.0
70.0
156.0
77.0
25.0
110.0
71.0
37.0
1169.0
105.0
128.0
53.0
219.0
1502.0
151.0
130.0
651.0
621.0
316.0
176.0
73.0
75.0
360.0
68.0
37.0
199.0
1264.0
12102.0
3314.0
2378.0
58324.0
8747.0
3818.0
1975.0
15048.0
2187.0
3007.0
212.0
1169.0
661.0
275.0
855.0
39.0
805.0
920.0
838.0
25.0
36.0
28.0
388.0
148.0
130.0
394.0
87.0
631.0
486.0
122.0
41.0
43.0
7029.0
88.0
299.0
71.0
925.0
86.0
517.0
813.0
56.0
97.0
597.0
351.0
36.0
77.0
170.0
""
337.0
106.0
39.0
41.0
59.0
712.0
130.0
23.0
1311.0
458.0
29.0
322.0
32.0
52.0
""
""
677.0
3231.0
33.0
16411.0
65.0
71.0
33.0
680.0
6903.0
1270.0
253.0
1437.0
111.0
101.0
985.0
3522.0
167.0
63.0
68.0
81.0
1047.0
76.0
75.0
1289.0
""
89.0
405.0
21.0
45.0
393.0
911.0
43.0
31.0
89.0
693.0
318.0
2071.0
348.0
1351.0
882.0
230.0
291.0
389.0
982.0
1744.0
145.0
178.0
576.0
184.0
248.0
30.0
50.0
3841.0
380.0
1436.0
3176.0
96.0
83.0
75.0
75.0
105.0
54.0
1486.0
239.0
125.0
173.0
1114.0
747.0
703.0
301.0
24.0
121.0
20.0
62.0
""
132.0
""
45.0
128.0
281.0
130.0
475.0
53.0
154.0
287.0
1148.0
135.0
269.0
3762.0
284.0
131.0
""
329.0
102.0
241.0
1250.0
120.0
1386.0
122.0
2747.0
3671.0
1655.0
3336.0
94676.0
3161.0
36432.0
14115.0
1423.0
689.0
146.0
43.0
118.0
""
35.0
424.0
155.0
48.0
150.0
4012.0
""
""
12709.0
1251.0
69.0
2888.0
12655.0
138.0
39.0
30.0
23.0
39.0
68.0
50.0
114.0
49.0
271.0
230.0
196.0
3789.0
43.0
93.0
260.0
194.0
131.0
42.0
273.0
206.0
38.0
536.0
248.0
157.0
284.0
628.0
466.0
59.0
323.0
208.0
172.0
72.0
703.0
104.0
90.0
52.0
267.0
371.0
141.0
189.0
1274.0
67.0
913.0
2024.0
4698.0
346.0
51020.0
2171.0
275.0
76.0
2262.0
""
81.0
229.0
360.0
77.0
35.0
84.0
128.0
38.0
69.0
88.0
116.0
87.0
24.0
99.0
205.0
27.0
115.0
58.0
88.0
158.0
""
178.0
""
""
39.0
65.0
30.0
21.0
36.0
""
20.0
71.0
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
24.0
20.0
22.0
26.0
""
220.0
31.0
""
""
""
""
23.0
69.0
61.0
27.0
241.0
265.0
""
30.0
""
102.0
45.0
""
""
""
""
26.0
20.0
""
""
""
""
25.0
""
237.0
87.0
53.0
158.0
49.0
106.0
148.0
119.0
878.0
52.0
20.0
71.0
320.0
""
""
""
""
515.0
650.0
111.0
23.0
186.0
207.0
74.0
29.0
364.0
703.0
42.0
538.0
72.0
58.0
2113.0
210.0
57.0
""
""
""
138.0
3819.0
""
""
3529.0
432.0
60.0
""
""
""
""
55.0
""
52.0
119.0
366.0
59.0
421.0
""
122.0
3909.0
17812.0
45.0
""
529.0
169.0
277.0
48.0
""
""
25.0
""
""
181.0
30.0
""
504.0
885.0
1888.0
231.0
151.0
77.0
319.0
275.0
261.0
4261.0
218.0
159.0
25.0
""
245.0
49.0
456.0
241.0
418.0
48.0
296.0
630.0
248.0
1257.0
97.0
1954.0
88.0
74.0
255.0
31614.0
1187.0
128.0
1440.0
44.0
2626.0
155.0
2117.0
4708.0
1430.0
868.0
3230.0
490.0
80.0
80.0
""
1492.0
892.0
195.0
44.0
497.0
243.0
259.0
656.0
2863.0
391.0
326.0
14010.0
356.0
42448.0
1059.0
688.0
""
5810.0
1160.0
554.0
453.0
933.0
721.0
8968.0
35959.0
14757.0
1692.0
4410.0
54224.0
1776.0
984.0
296.0
2183.0
358.0
76.0
1023.0
1906.0
2307.0
1148.0
344.0
448.0
2048.0
93.0
161.0
995.0
171.0
46.0
263.0
522.0
449.0
2428.0
448.0
3260.0
14986.0
29729.0
600.0
1919.0
961.0
633.0
912.0
383.0
96.0
279.0
266.0
206.0
3806.0
99.0
463.0
308.0
234.0
""
1074.0
""
""
""
""
""
34.0
80.0
22.0
27.0
""
""
""
271.0
22.0
""
183.0
""
122.0
81.0
114.0
90.0
""
""
""
367.0
""
26.0
91.0
95.0
85.0
""
""
153.0
170.0
110.0
139.0
322.0
""
3921.0
180.0
501.0
1326.0
3243.0
241.0
107.0
775.0
14737.0
346.0
30547.0
499.0
14600.0
1119.0
25.0
1343.0
1402.0
150.0
943.0
582.0
625.0
549.0
2155.0
609.0
""
364.0
209.0
34.0
39.0
""
1203.0
6370.0
494.0
1211.0
""
""
121.0
103.0
38.0
380.0
655.0
""
22.0
1066.0
397.0
925.0
192.0
412.0
12370.0
12568.0
28923.0
3186.0
22001.0
29755.0
436.0
202.0
60.0
3141.0
3868.0
32450.0
13129.0
""
117.0
32320.0
9480.0
7447.0
242631.0
156.0
74.0
968.0
631.0
1100.0
168.0
503.0
5178.0
409.0
3717.0
129.0
3373.0
2736.0
79.0
""
432.0
""
""
""
491.0
156.0
9289.0
