lpov_nbh_pooled_female_p1
0.12911612
0.18175644
0.12255808
0.28268901
0.21273804
0.1007057
0.18888657
0.085839584
0.10078553
0.18428741
0.13257821
0.21033318
0.13551779
0.13580878
0.22541913
0.13881315
0.049110968
0.26957291
0.21423598
0.082411081
0.14681226
0.13443588
0.17924805
0.13600953
0.2643854
0.07937476
0.15010443
0.21738708
0.35516852
0.17953084
0.14948007
0.21149398
0.34546304
0.35265779
0.13680792
0.21810038
0.093759835
0.08528582
0.06776575
0.08084631
0.13839306
0.076183259
0.21553575
0.058742017
0.098451756
0.064630762
0.20801021
0.13546506
0.25218627
0.14857163
0.16848862
0.13326827
0.13931644
0.1040284
0.10488012
0.14004174
0.12436677
0.07543391
0.14911425
0.12316336
0.091168888
0.18678337
0.098268241
0.1238136
0.070072971
0.091829956
0.1311304
0.085882142
0.055063751
0.067516372
0.081241675
0.084570535
0.097714752
0.12839434
0.087840647
0.10025939
0.10642023
0.066523157
0.078104354
0.15782824
0.1151213
0.072557606
0.061736364
0.17342408
0.29164627
0.15138777
0.19352061
0.18677191
0.19497684
0.12111886
0.14274107
0.064700037
0.079763971
0.20598707
0.10784522
0.2019244
0.18001588
0.14919908
0.28319055
0.22826071
0.35295901
0.26498368
0.29020157
0.31043059
0.38000718
0.30621308
0.29372427
0.26912817
0.12990083
0.21870114
0.15618686
0.15945332
0.24338688
0.0986192
0.25569507
0.18027619
0.16873688
0.060057372
0.067350991
0.085382849
0.10411116
0.082460664
0.27649033
0.16913259
0.12217984
0.24213678
0.19344985
0.089928374
0.10981527
0.099259265
0.28186512
0.17942315
0.16830158
0.082420707
0.20604578
0.14082487
0.1397514
0.17279632
0.12394413
0.13881199
0.16855729
0.22653727
0.081371762
0.095996529
0.10492762
0.056889977
0.11974686
0.090902843
0.090481482
0.074620947
0.12323081
0.18107167
0.19390404
0.14204086
0.24702318
0.18516552
0.082611628
0.20778477
0.10195762
0.1053348
0.096707083
0.085639618
0.6142323
0.35967681
0.39496455
0.53760874
0.36800024
0.35571739
0.25435197
0.25298837
0.28987792
0.28627747
0.15125127
0.22821048
0.11218598
0.24036954
0.20566729
0.23623908
0.37916711
0.3165918
0.25199226
0.22312412
0.2798253
0.14273369
0.26230764
0.28981686
0.051845081
0.45477015
0.18196237
0.074454531
0.09478952
0.21036643
