somecoll_hisp_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077672414
""
""
""
""
""
""
""
0.073958084
""
""
""
0.073206909
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056511793
""
""
""
""
0.094942063
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033049129
0.072169356
0.072733894
0.076263964
0.10123511
""
0.0094478829
0.047519606
0.093985073
0.014586807
0.033732221
0.038561929
0.055500165
0.026665501
""
""
""
0.060050998
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062506758
""
""
""
""
""
0.082541421
""
""
""
""
""
0.065170988
""
""
""
0.01454181
""
""
0.046232261
""
0.098100603
0.018097419
""
0.048974607
0.012287008
0.10161281
0.081494913
0.021132194
""
0.013685054
0.030506091
0.1031208
""
0.0037498807
0.030097891
0.043033093
""
0.065777749
0.023026407
""
""
0.016811166
0.040172752
0.077520192
0.008593712
0.036909703
""
0.0094826408
0.015994398
0.039784633
0.0086705815
0.0088424403
0.023406025
0.016193163
0.037232347
0.018132953
0.02067424
0.011855452
0.025260599
0.062719382
""
""
0.025189379
0.028479354
0.018294638
0.043895684
0.071130417
""
0.016753785
0.09609773
0.014200232
0.034128878
0.057573047
0.020748058
0.090276212
0.026596716
""
""
""
0.042757161
0.076122083
""
""
""
""
""
""
""
0.095848538
0.017082436
""
0.048856884
""
""
0.025844159
0.10329243
""
""
""
""
""
""
""
0.024817802
""
""
""
0.10821294
0.04149697
0.07964173
""
""
0.065522641
""
""
""
0.08197353
0.058512192
0.065176718
""
""
""
""
""
0.028243463
""
0.10691112
""
""
""
""
""
""
""
""
0.028928883
""
0.025821846
0.02711091
0.10484301
0.092012033
0.028488912
0.065393321
""
0.086298391
0.082369484
0.039858278
0.10690165
0.038541075
0.078799695
""
0.088091962
""
0.036689952
0.013593212
""
0.087799691
0.11674021
0.07007046
0.04112139
""
""
""
0.040650751
0.072687045
""
""
""
""
""
""
""
""
0.068195991
0.064396665
0.071496017
0.017809108
""
0.084604986
""
""
""
0.059671856
0.037704609
0.072068803
""
""
""
0.05049945
0.056202624
0.075401746
0.007244953
0.073017612
""
0.056359921
0.066937968
0.017509595
0.028743666
0.019719576
0.046875555
0.03570962
0.033148687
""
0.10124742
0.047957242
0.1068343
0.061220616
0.028204145
""
""
""
""
0.038494684
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.081978135
""
""
0.087745428
0.11476686
""
0.063420556
""
0.039287172
""
""
0.099556059
""
""
""
""
""
""
""
0.043805309
""
""
""
""
""
""
""
""
""
""
""
0.10297933
""
""
""
0.043605912
""
""
""
""
""
""
0.038341161
""
0.062909178
""
""
""
""
""
""
0.063773781
""
""
""
""
""
""
""
""
""
""
""
""
0.10284058
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067114718
""
""
