jobs_highpay_5mi_2015
3396.0
3328.0
3230.0
3635.0
3635.0
3052.0
3389.0
989.0
1176.0
106.0
126.0
26.0
47.0
540.0
189.0
518.0
1632.0
1632.0
503.0
4641.0
4152.0
4152.0
4964.0
1872.0
302.0
990.0
990.0
2337.0
2427.0
1990.0
3620.0
2427.0
619.0
315.0
2741.0
362.0
1639.0
555.0
75.0
3439.0
3760.0
213.0
137.0
""
206.0
407.0
47.0
90.0
447.0
350.0
350.0
846.0
846.0
57.0
208.0
274.0
871.0
302.0
727.0
228.0
208.0
73.0
285.0
446.0
329.0
193.0
12.0
712.0
22.0
673.0
679.0
679.0
10.0
679.0
116.0
33.0
186.0
9.0
7525.0
7525.0
6637.0
7783.0
8290.0
5415.0
9565.0
8957.0
7283.0
5826.0
8141.0
4186.0
5269.0
5765.0
737.0
5665.0
3356.0
1782.0
43.0
1435.0
1435.0
1435.0
342.0
342.0
1046.0
284.0
312.0
82.0
737.0
215.0
1971.0
21.0
266.0
435.0
1374.0
1203.0
499.0
623.0
727.0
556.0
61.0
40.0
384.0
199.0
559.0
27.0
1273.0
1273.0
210.0
47.0
335.0
211.0
259.0
67.0
502.0
807.0
380.0
179.0
39.0
366.0
13.0
739.0
7.0
433.0
331.0
919.0
4.0
14.0
101.0
714.0
54.0
9.0
30.0
534.0
257.0
83.0
70.0
225.0
174.0
28.0
470.0
121.0
142.0
554.0
1919.0
2332.0
2332.0
1831.0
2345.0
2345.0
11749.0
7987.0
10043.0
6084.0
3396.0
8294.0
6729.0
9801.0
9876.0
27.0
82.0
109.0
1027.0
221.0
182.0
26.0
134.0
263.0
271.0
212.0
64.0
184.0
105.0
119.0
917.0
703.0
1617.0
2070.0
250.0
287.0
508.0
272.0
272.0
36.0
8.0
116.0
102.0
62.0
145.0
643.0
40.0
124.0
553.0
422.0
120.0
317.0
54.0
2024.0
6161.0
6117.0
6117.0
6224.0
2357.0
120.0
159.0
1046.0
939.0
163.0
20.0
187.0
3700.0
420.0
32.0
1197.0
1589.0
1403.0
1403.0
4869.0
1403.0
1711.0
433.0
420.0
711.0
457.0
1164.0
944.0
121.0
1905.0
1901.0
1901.0
1901.0
1968.0
1968.0
1968.0
46.0
66.0
132.0
1795.0
334.0
99.0
115.0
1161.0
2297.0
242.0
175.0
142.0
291.0
891.0
891.0
2063.0
2609.0
1473.0
152.0
535.0
56.0
69.0
1865.0
244.0
511.0
1501.0
374.0
1186.0
701.0
1661.0
2081.0
1261.0
