kfr_imm_white_pooled_mean
0.49769771
0.52047044
""
0.55315727
0.5809443
""
0.52858615
""
""
0.58790797
0.53246737
0.56833833
0.61878783
0.50432742
0.49941728
""
""
0.50422287
""
""
0.50965893
0.51407391
0.55799443
0.46405315
0.60734248
""
0.50772494
0.51384979
0.56900924
0.51941419
0.5343703
0.62457168
0.59407765
0.56290871
0.55839384
0.50461102
0.490641
0.5346728
""
""
0.58196926
""
""
""
""
""
0.57610917
0.6788128
0.61964339
0.57516193
0.54485822
0.58710533
0.49758819
""
""
0.55775064
0.62505549
""
""
0.51211303
0.6699723
0.5393815
""
0.5945881
0.51987565
0.50194371
""
""
""
0.47173995
""
0.74080557
""
0.61317331
""
""
0.48338506
0.50264263
""
0.54772174
0.56588042
0.49068004
0.54996365
0.4637998
0.54265279
0.45621037
0.63126034
0.48903462
0.55773163
0.50399703
0.5784536
0.4880431
0.54392922
0.54822612
0.54128766
""
0.5994364
0.48732615
0.52535784
0.52569079
0.52841622
0.54597408
0.55054718
0.54774082
0.50590664
0.53019202
0.5160042
0.5243066
0.47412482
0.48449427
0.53537184
0.52191114
0.55058789
0.46692348
0.52541453
0.57298303
0.54462302
""
""
""
0.50688863
0.43150443
0.5597719
0.45458555
0.5269224
0.53449082
0.56353593
0.62858087
""
0.66911018
0.61186749
0.48638192
0.56078976
""
0.55451006
0.54372686
0.48229733
0.50205922
""
0.497805
0.53518325
0.489061
""
""
0.47128782
""
0.48072007
0.4958998
0.39425609
0.50473219
0.44689435
0.58160794
0.65944624
""
0.4928821
0.59203672
""
0.54404253
0.58161277
0.55044377
""
""
0.57312512
0.63420856
""
0.64397985
0.53117913
0.49391019
0.45123088
0.52757871
0.57739979
0.55302423
0.51534933
0.57354558
0.6513198
0.5841794
0.55533075
0.57387066
0.49993563
0.51467031
0.52280307
0.52758467
0.55047423
0.4086622
0.38800523
0.58693361
""
0.43813533
0.57050526
""
0.68682539
0.51902485
0.54394567
""
""
0.61544389
0.52514255
0.5733431
0.56121176
0.56453317
0.53911972
0.59946829
0.51858217
0.48019347
0.5198918
0.55637443
0.5887087
0.52331775
0.49753556
