kfr_imm_other_female_mean_se
""
""
""
""
""
""
0.050465811
""
""
""
""
0.04707671
""
""
""
""
""
""
""
""
""
0.033208814
""
""
0.044322643
""
""
0.032785781
0.025117176
""
""
""
0.035841454
0.029535059
""
0.054228965
""
""
""
""
""
""
""
""
""
""
0.046333291
""
""
""
0.043673195
""
""
""
""
""
""
""
""
""
""
0.072534442
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058131319
""
""
""
""
0.044940814
""
""
0.040608428
0.054508965
""
""
""
""
""
""
""
""
""
0.021277804
""
0.056695521
0.013451888
0.024744097
0.039540004
0.037759244
0.024427442
0.066144601
0.027336407
""
""
""
""
0.04879237
""
0.0416888
""
0.045339152
""
""
""
""
""
""
""
""
""
0.048044126
""
""
""
0.022323824
""
""
""
""
""
""
0.033676855
""
""
""
0.043574542
""
""
""
""
""
""
""
""
""
""
""
""
0.022392567
""
""
""
""
""
""
""
0.04836119
0.021080634
""
0.010725022
""
""
""
""
0.021185245
""
""
""
""
""
""
0.033478662
""
""
""
""
0.040590551
""
""
0.048769131
""
""
""
""
""
0.03373206
0.046839587
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038204987
""
""
""
""
""
""
""
0.059310455
""
""
0.031662174
""
""
""
""
""
""
0.040158201
""
""
""
0.044600405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040996406
""
""
0.033842497
""
""
""
""
""
""
0.05074396
""
""
""
0.052914076
0.061706297
0.052415248
0.035729688
0.0079874778
0.045175523
0.013022675
0.018214364
0.043244731
0.071285002
""
""
""
""
""
0.069071941
""
""
""
0.018633068
""
""
0.013930596
0.032251343
""
0.055856302
0.023099799
""
""
""
""
""
""
""
""
""
""
""
""
0.023588043
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038050681
""
0.013920607
0.066717371
0.045538336
""
0.037525464
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068980075
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038388226
""
""
""
""
""
""
0.023513272
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021367654
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036443815
""
0.049454901
""
""
""
""
""
""
0.028152427
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047388326
""
0.040833052
""
""
""
0.028197989
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031436209
""
0.024397021
""
""
""
""
""
""
""
""
""
""
""
0.027545739
""
""
0.016816048
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024717964
0.026235394
0.022281164
""
""
""
""
0.034684218
""
""
""
""
""
0.030768245
""
""
""
""
""
0.033161975
""
""
""
""
""
""
""
""
""
""
""
""
0.057634395
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.010031863
0.051363885
0.031602398
""
""
""
""
""
0.052727107
""
0.021139188
""
0.029324571
""
""
""
""
""
""
0.043510117
""
""
0.037744626
""
""
""
""
""
""
""
0.044761099
0.018539924
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029811401
0.032395646
0.024555469
0.043076474
0.013216736
0.013353871
""
""
""
0.041818708
0.048202358
0.0093526468
0.016601097
""
""
0.011030714
""
0.037649553
0.0059724688
""
""
""
""
0.05256803
""
""
0.021550007
""
0.032325197
""
""
""
""
""
""
""
""
""
""
""
0.01007436
