kir_24_black_male_n
337.0
110.0
""
1110.0
2018.0
449.0
5185.0
62.0
23.0
1805.0
1481.0
8406.0
""
152.0
904.0
""
""
505.0
""
759.0
4812.0
5400.0
1786.0
2125.0
7304.0
669.0
1652.0
3564.0
9388.0
811.0
1281.0
947.0
7710.0
4934.0
1728.0
2420.0
1086.0
1279.0
546.0
704.0
6423.0
1288.0
413.0
108.0
811.0
1217.0
13303.0
1461.0
7243.0
1621.0
2189.0
3701.0
2469.0
212.0
240.0
5417.0
571.0
96.0
145.0
1949.0
800.0
3804.0
311.0
169.0
28.0
84.0
""
28.0
38.0
29.0
1217.0
1660.0
2584.0
1470.0
692.0
76.0
1195.0
266.0
263.0
13167.0
1765.0
274.0
60.0
423.0
4866.0
207.0
219.0
1369.0
2297.0
486.0
488.0
50.0
47.0
1644.0
""
""
188.0
833.0
6969.0
2397.0
1456.0
21776.0
6464.0
1326.0
1550.0
7312.0
1623.0
7114.0
732.0
908.0
1336.0
2552.0
6967.0
880.0
5049.0
3867.0
5256.0
370.0
250.0
430.0
1882.0
639.0
600.0
1332.0
821.0
3649.0
3477.0
593.0
747.0
789.0
28860.0
1053.0
1019.0
394.0
411.0
1018.0
2821.0
3509.0
708.0
1216.0
2752.0
572.0
355.0
592.0
2342.0
640.0
1403.0
1465.0
1178.0
1153.0
206.0
7015.0
2542.0
844.0
2605.0
4548.0
588.0
3942.0
436.0
127.0
34.0
25.0
1308.0
16185.0
327.0
28091.0
27.0
""
""
323.0
22371.0
966.0
33.0
1101.0
57.0
""
1128.0
2097.0
29.0
""
""
""
3402.0
79.0
120.0
5603.0
60.0
24.0
1199.0
""
90.0
607.0
3521.0
21.0
118.0
164.0
130.0
401.0
2067.0
39.0
1986.0
394.0
36.0
213.0
641.0
1200.0
5597.0
59.0
169.0
359.0
102.0
439.0
""
23.0
3507.0
832.0
885.0
10170.0
59.0
110.0
105.0
88.0
113.0
66.0
5014.0
379.0
85.0
146.0
4154.0
1661.0
491.0
879.0
""
114.0
""
214.0
""
362.0
""
24.0
162.0
110.0
307.0
515.0
64.0
161.0
972.0
1459.0
41.0
192.0
5158.0
215.0
52.0
""
250.0
32.0
29.0
1241.0
41.0
637.0
162.0
599.0
864.0
1696.0
1595.0
47124.0
1677.0
17976.0
23811.0
2907.0
2262.0
636.0
230.0
38.0
""
""
157.0
54.0
""
46.0
1415.0
""
""
6126.0
319.0
23.0
882.0
6972.0
69.0
""
""
""
""
""
""
""
""
41.0
30.0
81.0
4207.0
""
""
152.0
""
""
""
24.0
308.0
""
130.0
147.0
21.0
33.0
81.0
89.0
""
49.0
50.0
72.0
""
566.0
30.0
37.0
""
309.0
1028.0
88.0
102.0
628.0
30.0
931.0
1107.0
6119.0
515.0
33700.0
1215.0
277.0
29.0
11747.0
45.0
67.0
638.0
623.0
133.0
""
""
""
""
36.0
233.0
275.0
252.0
35.0
119.0
414.0
27.0
431.0
62.0
791.0
261.0
""
65.0
""
""
61.0
41.0
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
""
""
""
""
""
""
""
""
""
59.0
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
41.0
551.0
""
""
""
84.0
""
""
""
""
""
73.0
""
""
30.0
""
""
""
""
91.0
""
221.0
""
""
1735.0
""
""
""
""
""
""
1276.0
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
107.0
3175.0
""
""
22.0
""
57.0
""
""
""
""
""
""
63.0
""
""
485.0
544.0
1210.0
41.0
31.0
""
21.0
156.0
290.0
5995.0
120.0
66.0
""
""
552.0
""
193.0
24.0
108.0
""
66.0
341.0
323.0
129.0
70.0
2037.0
134.0
""
77.0
984.0
129.0
""
""
""
64.0
""
125.0
657.0
124.0
41.0
360.0
56.0
""
""
""
83.0
23.0
""
""
42.0
""
""
""
270.0
118.0
35.0
2844.0
""
3320.0
31.0
25.0
""
477.0
32.0
""
""
""
""
22.0
125.0
546.0
706.0
942.0
20755.0
3054.0
789.0
487.0
167.0
""
""
""
33.0
""
71.0
""
29.0
323.0
""
""
394.0
""
""
42.0
46.0
""
1122.0
395.0
2328.0
6190.0
14623.0
562.0
1556.0
1515.0
1241.0
892.0
136.0
26.0
164.0
47.0
88.0
3336.0
38.0
259.0
712.0
159.0
""
559.0
""
""
""
""
""
""
""
""
""
""
""
""
229.0
""
""
44.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
1090.0
""
23.0
""
37.0
""
""
""
527.0
""
3366.0
""
966.0
33.0
""
21.0
68.0
""
35.0
27.0
""
""
123.0
""
""
""
""
""
""
""
41.0
416.0
""
38.0
""
""
""
""
""
""
39.0
""
""
48.0
20.0
34.0
""
23.0
680.0
957.0
1376.0
217.0
4402.0
1749.0
""
""
""
273.0
194.0
9441.0
3633.0
""
""
3945.0
166.0
347.0
25809.0
""
""
25.0
""
191.0
""
35.0
1325.0
""
216.0
""
76.0
120.0
""
""
25.0
""
""
""
48.0
""
4601.0
