grad_white_pooled_p25_se
0.022931051
0.020691153
0.039270736
0.037169728
0.021690367
""
0.037755489
0.013563053
0.025956569
0.038575884
0.024955863
0.064766958
0.049796391
0.032284304
0.040788867
0.025764782
0.017641976
0.082164206
0.031932637
0.017259277
0.039555535
0.015704434
0.024518713
0.029713536
0.017974075
0.021853035
0.036899123
0.015676206
0.021172641
0.033170741
0.015689356
""
0.046042778
0.036313821
0.015508649
0.016000696
0.010599001
0.035799108
0.019491451
0.024295226
0.03293898
0.019295778
""
""
0.012797713
0.054913644
0.032926068
0.011734312
0.011662304
0.043287981
0.017349361
0.017302277
0.057256889
0.069245927
0.034106523
0.036349799
0.032928154
0.019076692
0.021179851
""
0.017980866
0.021293225
0.017447501
0.014245214
0.037579671
""
0.032889113
""
""
0.015464745
""
""
""
""
0.021737758
""
""
0.03589271
0.032238595
0.077289551
0.057115901
""
""
0.028386889
""
""
""
""
0.063387915
0.070850097
""
""
0.074196257
""
""
""
0.045027532
0.019155843
0.022506645
0.035669904
0.039347943
0.062544979
0.069857135
0.0046997601
0.014578001
0.033546168
0.0092725707
0.018487599
0.067330942
0.014258845
0.021903569
0.041933384
0.028653111
0.019649152
0.014142331
0.018168729
0.058806024
""
0.024297995
0.090526067
0.0371195
0.022817872
0.022822179
0.038425837
0.056758977
0.029170159
0.019377967
0.013465889
0.020591177
0.027386144
0.071950942
0.046337228
0.034484077
0.02061658
0.019162247
0.037278168
0.027608026
0.027749492
0.017922595
0.059236642
0.019117204
0.044651903
0.020492982
0.022035532
0.054587949
0.017872559
0.013811738
0.034663789
0.015994139
0.03414024
0.048831094
0.043866154
0.014903009
0.021212906
0.025009219
0.028794359
0.019596122
0.018005416
0.044483852
0.050922967
0.062095992
0.035657234
0.043714508
0.025750738
0.063570403
0.03688274
0.021189479
0.029536592
0.016589368
0.059874859
0.014285821
0.026852667
0.037784897
0.014143976
0.036585696
0.03545665
0.01500055
0.06337145
0.018425247
0.03189674
0.026260868
0.031260118
0.013553777
0.016757559
0.048766904
0.027163355
0.011781361
""
0.035415731
0.01278395
0.040455479
0.080197386
0.012328258
