kfr_native_asian_male_p1
""
""
""
0.46502215
""
""
0.26085567
""
""
""
""
0.26810765
""
""
0.13631688
""
""
""
""
""
""
0.036298245
""
""
0.47103244
""
""
""
0.54018813
""
""
""
0.34116146
""
""
0.45274079
""
""
""
""
""
""
""
""
""
""
0.36945742
""
""
""
""
0.30095589
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48547301
""
""
""
""
0.4049077
""
""
""
0.43875054
""
""
""
""
0.4255864
""
""
""
""
0.33826986
0.45245335
0.29828897
0.42798564
0.33090734
""
0.41734105
0.30511335
""
0.13320605
""
""
""
""
0.39544424
""
0.26127836
0.34260073
0.2010977
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38660669
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52015996
""
""
0.58154058
0.50989711
""
""
""
""
""
""
""
0.38353398
""
0.4198688
""
""
""
""
0.31044656
0.42269409
""
0.35176542
""
""
0.37140939
0.15912406
""
""
""
""
0.18504871
""
""
0.37349334
""
""
0.42179447
""
""
""
0.4720597
""
""
""
""
""
0.33128005
""
""
0.32468942
""
""
""
0.44755831
0.097994328
""
""
""
""
""
""
""
""
""
0.2947734
0.34449136
""
""
""
""
""
""
0.15588194
""
""
""
0.37377757
0.36810097
0.063269846
""
""
""
""
""
""
""
""
""
""
""
""
0.41979495
""
""
""
0.36753699
""
""
0.43437329
0.3374429
""
""
""
""
""
0.42488372
""
0.34050393
""
0.53192824
0.42018047
0.27156672
0.36714333
0.51837093
0.30326891
0.45410043
0.42176765
0.0043022134
0.51231027
""
""
""
""
""
0.35520929
0.28044632
""
""
0.52016276
""
""
0.40895516
0.59471303
""
0.34436685
0.43673176
""
""
""
""
""
""
""
""
""
""
""
""
0.3790459
""
""
0.33710587
""
""
""
""
""
""
""
""
""
0.42264429
0.82251257
0.59759134
""
0.30204257
0.51887894
""
""
0.62011808
""
""
""
""
""
""
""
""
""
0.44881928
0.42868569
0.37739703
""
0.49274299
0.33396038
""
""
0.57128435
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24632709
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.600137
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44395649
""
""
""
""
""
""
0.57916665
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52494639
0.52488577
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37465578
""
""
""
""
""
""
0.3647531
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43043962
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4866192
""
0.28298873
""
""
""
""
""
""
""
""
""
""
0.3443296
0.43355063
""
""
0.43531731
0.45368183
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33735064
0.40416139
""
""
""
""
""
""
""
""
""
""
0.26865321
""
""
""
""
""
0.18438111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32698804
0.39839467
0.48510981
""
""
""
""
""
0.460381
""
0.38354966
""
0.2313993
""
""
""
""
""
""
0.31779635
""
""
0.27291533
""
""
""
""
""
""
""
""
0.62929118
""
0.14420249
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34344485
0.51465994
0.28162539
0.33218926
0.33112118
0.41846627
""
""
""
0.32393619
0.3122842
0.36529723
0.31627703
""
""
0.33993712
""
0.28398415
0.46217445
""
""
""
""
0.39803022
""
""
0.30615017
""
0.34902
""
""
""
""
""
""
""
""
""
""
""
0.35070175
