kir_26_pooled_male_mean
0.52337164
0.52562582
0.46094516
0.53346175
0.52674782
0.46543697
0.46776602
0.48876789
0.45701718
0.48593298
0.53419119
0.53139246
0.51483005
0.50665051
0.53955632
0.48824915
0.49301031
0.48477376
0.4902465
0.51711714
0.53772336
0.50909942
0.48933771
0.44533619
0.49931449
0.50995368
0.49524286
0.47620195
0.51316261
0.50247467
0.47465426
0.43117309
0.46257287
0.48505956
0.47213307
0.50977987
0.4837468
0.53347039
0.50227386
0.53905141
0.49282536
0.50291371
0.41980946
0.40968785
0.49893695
0.48533633
0.48989442
0.50199306
0.47835961
0.53150576
0.45613021
0.50981712
0.41592717
0.49664775
0.4709143
0.49277636
0.43446654
0.51486713
0.5576306
0.45491114
0.48991489
0.4835017
0.48914587
0.50312412
0.57667297
0.42568991
0.4848626
0.59437865
0.53938127
0.57874334
0.39979729
0.54383975
0.61479658
0.49073207
0.58698589
0.60759169
0.53883243
0.56361967
0.6102342
0.58760625
0.57358134
0.38525143
0.56779593
0.59866583
0.42172495
0.49572816
0.41543692
0.56991887
0.43392488
0.57760382
""
0.63609821
0.62126786
0.56183678
""
0.4869225
0.46283075
0.52912349
0.53910565
0.55369782
0.55337721
0.63208759
0.48165891
0.55006409
0.50773728
0.49431387
0.51719117
0.51789159
0.48073158
0.54288769
0.5164268
0.46887642
0.51396883
0.49426663
0.51962441
0.50412631
0.47706237
0.50837934
0.49270353
0.43813279
0.50232369
0.51462197
0.5050832
0.54707712
0.49333391
0.51013142
0.47298285
0.51874542
0.43594024
0.48507342
0.48282561
0.44798797
0.47806719
0.50831378
0.54031253
0.46756023
0.46911663
0.536982
0.48666996
0.47490361
0.47101417
0.49139419
0.5109399
0.43744025
0.4468036
0.44531712
0.51950979
0.453374
0.49356905
0.42885512
0.48680341
0.50201464
0.49736607
0.49417913
0.50006634
0.45791334
0.47709438
0.45313564
0.4601292
0.48081049
0.49739641
0.48582321
0.45235208
0.50714791
0.39145768
0.49611408
0.47061488
0.49352649
0.51161063
0.51281482
0.46417987
0.49531814
0.41775092
0.51116699
0.5083673
0.449123
0.48924887
0.51880163
0.48673835
0.43095589
0.48246288
0.50791323
0.50849873
0.50012338
0.44844311
0.48770067
0.54508877
0.51911992
0.57189655
0.50238222
0.56709528
0.54965466
0.56016022
0.47074145
0.56170416
0.48422113
0.4997313
0.50523764
0.45446917
