staycz_pooled_male_p100
0.41079551
-0.0900025
0.41091886
0.1654174
0.45885882
0.30688876
0.85848808
0.54075766
0.37593055
0.64259928
0.56095779
0.53208578
0.38055456
0.38909328
0.47847092
0.52274543
0.5784111
0.34886402
0.35200238
0.50426006
0.56397128
0.30031124
0.38546044
0.23322117
0.37819144
0.84949142
0.249604
0.71434444
0.63177252
0.63797897
0.46240449
0.57446343
0.6334939
0.54220873
0.53783542
0.47176874
0.29572359
0.36744294
1.0122725
0.63659537
0.49752659
0.82457232
0.60372543
0.17136541
-0.3415972
-0.44559667
0.18756318
-0.029752618
0.99216062
0.35033098
0.17355475
0.28599763
1.0436783
0.54462332
0.48893628
0.40596777
0.84180069
0.58463347
0.83831322
0.82647562
1.1266447
0.89947081
0.46902233
0.80932009
0.48324162
0.39449218
0.57280737
1.2534902
0.3627556
0.11577657
0.22434668
0.39276582
0.73032743
0.25103083
0.71688789
0.055874206
0.61740094
-0.41200057
0.21005328
0.31389517
0.58888429
0.21594374
0.23057276
0.32314178
0.1430601
0.275702
0.50198346
0.62410986
0.47798398
-0.20401725
0.27753019
0.2050401
0.28566241
0.42146653
0.6157434
0.3452653
0.57532215
0.46678606
0.27646872
0.71040529
0.75250554
0.354936
0.44563481
0.46485379
0.64501625
""
1.0011868
0.33376503
0.592098
0.71024519
0.61957163
1.4477948
0.62263799
0.17083053
0.10275514
-0.39341703
0.90419239
0.18977252
0.10064089
0.29713205
0.10541351
0.39954433
0.83868152
0.78154534
0.92781603
0.82438266
0.71008664
0.57547128
0.39724579
0.48974809
0.63442075
0.16070932
0.56292111
0.51132226
0.82349169
0.7608633
0.30731085
1.4050322
0.50288057
0.5587157
0.53873509
0.29189312
1.0346254
0.43630141
-0.02957149
0.25446358
0.47181705
0.90112048
0.22021411
0.86971819
0.20857388
0.90976012
0.75036508
0.58693951
-0.11640082
0.42842913
1.1359749
0.73924953
0.63630712
0.25633818
0.56689686
0.28721216
0.29987672
0.26643562
0.12357268
0.70019555
0.34724396
0.74030685
0.40180063
0.46835855
0.36927593
0.69216251
0.20016402
0.2869494
0.647039
0.81230003
0.40088591
0.66249895
0.16664609
-0.25729564
0.42052412
0.30968219
0.54357523
0.31835398
-0.73788327
0.27047816
-0.60198152
0.049277574
0.50420815
0.39726517
0.17254646
-0.033621475
0.90620005
0.15713479
0.42326871
0.7990762
0.74877578
0.65003085
0.71054786
0.77381486
0.69379324
0.99063307
0.30376202
0.56560773
0.79730934
-0.017441209
0.2921105
0.52406353
0.53523737
0.73387969
0.36404467
0.6085664
0.84377271
0.19814153
0.56891215
0.40360013
0.40033862
0.7113142
0.62007552
0.50981051
0.5687539
0.89479524
0.43068913
0.87650728
0.97658336
0.14095224
-0.085061051
0.41615778
0.010104931
0.29984951
0.63437396
0.52301162
0.44745958
0.3363089
0.36667657
-0.15831797
-0.29618612
0.3054285
0.40967187
0.25171962
0.58869785
0.35137811
-0.096627973
0.24843346
-0.09846361
0.10869315
0.20586176
-0.010084689
0.31257331
0.30864346
0.57479274
-0.18582782
0.35807768
-0.10685138
0.41210285
0.34890971
0.6028263
0.35433772
0.69070351
0.959584
0.58788556
1.1881254
0.84767628
0.50273943
0.42324996
0.3208468
0.48975801
0.58063835
0.5340234
0.67166549
0.32658458
0.46158719
1.1396555
0.74880713
0.38424829
0.4576467
0.40555891
0.50748307
0.26791087
0.32410082
0.87088799
0.39038128
0.14206931
0.25259936
0.52404356
