kir_native_black_male_n
99.0
114.0
124.0
24.0
""
52.0
117.0
272.0
177.0
""
34.0
66.0
97.0
23.0
""
128.0
99.0
43.0
31.0
42.0
31.0
24.0
169.0
191.0
""
112.0
96.0
144.0
25.0
""
43.0
106.0
70.0
77.0
491.0
""
2309.0
""
82.0
84.0
224.0
67.0
108.0
170.0
602.0
89.0
""
""
1270.0
64.0
1003.0
154.0
69.0
107.0
115.0
36.0
201.0
45.0
110.0
74.0
207.0
111.0
457.0
35.0
41.0
71.0
""
""
""
153.0
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
986.0
21.0
""
224.0
33.0
""
""
27.0
84.0
61.0
""
""
""
48.0
""
""
94.0
62.0
""
""
""
95.0
31.0
64.0
""
268.0
51.0
30.0
102.0
64.0
71.0
""
""
58.0
""
""
53.0
54.0
33.0
""
""
29.0
445.0
""
32.0
""
68.0
37.0
26.0
""
53.0
""
""
110.0
166.0
53.0
""
33.0
""
116.0
""
160.0
""
""
""
20.0
""
1224.0
""
162.0
28.0
""
""
82.0
""
""
""
173.0
""
23.0
24.0
21.0
""
1469.0
""
""
22.0
""
""
743.0
""
""
321.0
""
""
""
""
299.0
58.0
""
""
5735.0
27.0
40.0
""
""
93.0
""
""
113.0
20.0
""
400.0
23.0
""
911.0
1001.0
""
1279.0
1151.0
349.0
342.0
22.0
248.0
88.0
406.0
20.0
""
""
""
606.0
48.0
91.0
26.0
""
""
51.0
""
155.0
29.0
""
132.0
""
432.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
545.0
""
23.0
""
""
370.0
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
557.0
587.0
""
61.0
614.0
113.0
21.0
""
284.0
885.0
220.0
2730.0
322.0
""
172.0
30.0
330.0
1489.0
""
35.0
23.0
117.0
41.0
86.0
33.0
""
1841.0
583.0
24.0
""
236.0
""
""
""
42.0
""
""
47.0
70.0
1199.0
""
79.0
109.0
60.0
""
146.0
210.0
485.0
31.0
""
45.0
198.0
207.0
53.0
2085.0
28.0
41.0
177.0
23.0
1110.0
110.0
909.0
82.0
682.0
604.0
99.0
59.0
241.0
49.0
126.0
311.0
37.0
25.0
34.0
24.0
335.0
21.0
25.0
""
34.0
""
""
""
157.0
""
42.0
53.0
61.0
""
656.0
""
""
67.0
34.0
129.0
105.0
67.0
22.0
71.0
""
155.0
""
21.0
916.0
100.0
""
38.0
251.0
20.0
1232.0
20.0
768.0
67.0
72.0
136.0
48.0
160.0
20.0
72.0
""
""
103.0
3191.0
30.0
75.0
524.0
221.0
47.0
""
44.0
51.0
54.0
36.0
""
154.0
106.0
""
""
2861.0
""
""
155.0
""
45.0
79.0
658.0
""
98.0
56.0
""
45.0
40.0
24.0
249.0
283.0
42.0
26.0
23.0
21.0
75.0
20.0
28.0
56.0
39.0
22.0
169.0
32.0
355.0
28.0
""
288.0
""
58.0
35.0
53.0
24.0
29.0
96.0
""
97.0
53.0
""
40.0
""
864.0
155.0
24.0
23.0
62.0
107.0
""
""
""
40.0
22.0
34.0
""
""
32.0
1001.0
153.0
""
59.0
34.0
179.0
""
27.0
108.0
36.0
20.0
27.0
25.0
47.0
60.0
131.0
95.0
57.0
""
37.0
173.0
29.0
38.0
""
72.0
24.0
72.0
89.0
52.0
130.0
48.0
24.0
""
""
39.0
22.0
45.0
46.0
67.0
""
307.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
50.0
""
""
""
""
""
""
""
202.0
""
""
""
""
""
10006.0
""
""
27.0
""
""
328.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
26.0
""
""
""
251.0
222.0
22.0
22.0
448.0
""
""
""
""
""
""
27.0
89.0
190.0
""
208.0
23.0
""
""
""
""
""
""
""
21.0
""
""
307.0
""
""
""
""
38.0
""
""
""
120.0
747.0
""
211.0
""
""
""
""
35.0
""
""
93.0
""
""
""
""
""
""
601.0
""
288.0
""
""
424.0
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
81.0
""
97.0
""
42.0
""
""
""
""
62.0
""
42.0
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
1364.0
105.0
""
111.0
1822.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
313.0
""
""
""
""
""
""
""
""
""
""
132.0
""
45.0
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
133.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
175.0
""
""
""
""
106.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
121.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
171.0
""
""
""
""
""
98.0
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
54.0
""
""
""
26.0
""
456.0
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
617.0
""
""
""
""
""
""
""
25.0
25.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
175.0
25.0
""
""
""
""
59.0
""
""
""
389.0
""
""
40.0
32.0
""
""
""
""
""
""
""
""
178.0
""
""
""
39.0
""
""
33.0
""
1374.0
""
""
99.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
75.0
""
""
28.0
""
""
""
""
""
34.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
20.0
""
""
""
83.0
""
""
""
""
""
20.0
87.0
32.0
137.0
56.0
87.0
79.0
103.0
283.0
1101.0
456.0
""
""
26.0
46.0
63.0
96.0
1536.0
35.0
63.0
70.0
78.0
28.0
218.0
155.0
63.0
1166.0
72.0
421.0
100.0
""
147.0
35.0
65.0
158.0
198.0
2871.0
559.0
47.0
81.0
454.0
29.0
87.0
49.0
41.0
78.0
49.0
81.0
237.0
309.0
154.0
185.0
211.0
228.0
24.0
137.0
77.0
53.0
230.0
108.0
123.0
90.0
""
24.0
30.0
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
600.0
1496.0
90.0
54.0
52.0
41.0
394.0
81.0
114.0
""
226.0
336.0
31.0
806.0
4567.0
29.0
72.0
47.0
55.0
56.0
179.0
82.0
3261.0
31.0
24.0
86.0
""
72.0
""
238.0
20.0
208.0
""
115.0
129.0
654.0
128.0
""
""
24.0
""
""
""
""
""
""
""
292.0
""
165.0
67.0
""
""
""
""
""
""
""
""
90.0
""
913.0
""
""
""
""
""
""
""
313.0
""
""
""
""
122.0
215.0
""
472.0
""
""
""
""
""
""
""
""
383.0
""
""
""
""
""
22.0
""
36.0
""
""
269.0
""
1413.0
""
""
""
""
""
""
24.0
""
""
437.0
52.0
25.0
""
""
""
""
61.0
336.0
7238.0
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
142.0
""
""
""
""
""
""
""
754.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
327.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
172.0
56.0
70.0
76.0
26.0
263.0
23.0
29.0
80.0
46.0
80.0
73.0
152.0
231.0
121.0
46.0
166.0
215.0
37.0
""
""
100.0
32.0
388.0
1554.0
152.0
85.0
""
""
341.0
86.0
70.0
78.0
161.0
48.0
96.0
79.0
261.0
47.0
78.0
190.0
227.0
101.0
303.0
284.0
88.0
152.0
138.0
50.0
57.0
68.0
87.0
135.0
144.0
52.0
23.0
180.0
37.0
36.0
91.0
181.0
98.0
60.0
75.0
31.0
""
206.0
79.0
93.0
41.0
""
42.0
57.0
55.0
208.0
478.0
77.0
22.0
43.0
101.0
51.0
134.0
""
""
""
""
""
""
""
""
""
111.0
24.0
23.0
""
22.0
""
57.0
""
""
33.0
""
""
""
""
88.0
""
44.0
""
""
""
""
""
""
""
""
36.0
""
""
""
61.0
""
""
""
""
""
""
""
""
1478.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
41.0
""
""
""
""
""
73.0
""
22.0
""
""
36.0
""
96.0
""
""
""
""
""
""
129.0
""
""
""
2404.0
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1925.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
551.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
""
""
""
""
""
""
