coll_pooled_male_p50
0.18307844
0.23824012
0.22643326
0.14883937
0.17336926
0.14616174
0.24286647
0.24233344
0.1722014
0.17016523
0.2159183
0.081026025
0.22589792
0.18506901
0.24107753
0.23226485
0.27133888
0.15350877
0.10328109
0.14876354
0.1204723
0.1887386
0.21982056
0.17612363
0.21390337
0.22363535
0.20503008
0.2517679
0.19343315
0.16277838
0.19296557
0.22614381
0.12642857
0.1962892
0.19194347
0.18876953
0.21258056
0.24149624
0.25559762
0.18027267
0.2844303
0.17092304
0.27769849
0.19776914
0.22001444
0.22850677
0.20752233
0.19703627
0.20929642
0.19051932
0.22204666
0.20251428
0.28076735
0.22814259
0.21000677
0.21001494
0.18927106
0.16180052
0.2249023
0.17935188
0.22289662
0.2738736
0.18583582
0.22810003
0.25808638
0.21106365
0.27351719
""
""
0.21107917
0.080682218
""
""
0.0089680953
0.18464161
""
""
0.22851421
0.23321095
0.22763304
0.15470491
0.038317908
""
0.196018
0.019366125
0.0021163409
-0.0060004042
""
0.087625563
0.085240372
""
0.14912799
0.23922537
""
""
0.044522449
0.073212557
0.21000008
0.24276012
0.20101123
0.18233645
0.11139225
0.149464
0.2002764
0.15806252
0.19352898
0.20151819
0.15313993
0.21200311
0.26288566
0.1841438
0.23051868
0.16050169
0.2034159
0.20079702
0.20539953
0.20646355
""
0.18707591
0.20445576
0.26906371
0.24751897
0.23855531
0.2877408
0.34208649
0.17688218
0.1978322
0.20300205
0.18307893
0.20597591
0.26153183
0.21288279
0.3078422
0.18624234
0.20033328
0.11619796
0.25161222
0.12946166
0.21425305
0.2783421
0.23219483
0.32199088
0.19360813
0.20928603
0.20267649
0.21524978
0.21623163
0.15009528
0.23024178
0.033362906
0.25071129
0.15447244
0.1947282
0.18916115
0.10727166
0.16521348
0.194369
0.22393924
0.22674456
0.14335364
0.1429413
0.16263905
0.18042573
0.22446844
0.22192663
0.21948428
0.16991068
0.19169906
0.20260794
0.30532414
0.25591883
0.20641866
0.20242646
0.15697743
0.15990897
0.55254334
0.22103605
0.24911873
0.059044767
0.19051857
0.21965419
0.27284962
0.21846619
0.21290465
0.30201432
0.26045176
0.27413461
""
0.18227328
0.21632177
0.13717785
0.19995932
0.25319648
0.15451942
0.21714312
0.21153842
0.18579768
0.23790023
0.19716454
0.29357469
0.17671897
0.15180835
0.19867022
0.1548921
0.25445548
0.13804375
0.43461946
0.27016118
0.23990813
0.17710637
0.1439289
0.20829649
0.20724666
0.21939719
0.28238389
0.30615473
0.22059457
0.089707799
0.17063577
0.21425132
0.17859335
0.19600354
0.25678
0.4246783
0.1801057
0.22575782
0.30265781
0.24114822
0.28630695
0.23072658
0.22944982
""
0.25194114
0.20084302
0.24037027
0.17814267
0.24228284
0.21403264
0.15412714
0.18992914
0.19374634
0.23197278
0.23606865
0.17268629
0.14313684
0.35508871
0.27933031
0.25443557
0.47604465
0.14399906
0.33789313
0.22061665
0.38215238
""
0.19012332
0.33192852
""
0.32038558
""
0.21712634
0.21479823
""
0.33506042
0.46309149
0.2138243
0.24258934
0.21986149
0.24116611
0.25935829
""
0.43406838
""
0.33572304
""
0.27321184
""
0.45274857
0.19973883
0.24515398
0.29185957
0.24548797
0.30438739
0.27709252
0.22375101
""
0.14150253
0.24886385
0.25241005
0.15265124
0.25073618
0.54208744
0.21337412
0.26430309
0.18393302
0.24811958
0.23031995
0.23401515
0.22317103
0.34713742
0.29401061
""
""
0.32429382
0.45884913
0.17352818
0.34434792
0.20621814
0.23066927
0.32979763
0.29262343
0.30438891
0.27945018
0.28760487
0.2440508
0.269463
0.25871378
0.18998627
0.19524091
0.21427906
0.21417217
0.30261695
0.083896838
0.19252717
0.19760144
0.22547036
0.27026075
0.1854796
0.25828239
0.18710934
0.16899326
0.25172076
0.15453269
0.19081874
0.067831472
0.18657382
0.21473539
0.27103028
0.043617364
0.17223753
0.15319203
0.14477991
0.20957977
0.10584309
0.2682685
0.25607431
0.20003696
0.23901574
0.20185959
0.25055516
0.23555943
0.18456082
0.1025563
0.14337765
0.18556996
0.20625032
0.26223868
0.23022065
0.17932543
0.15130045
0.21410175
0.1756396
0.27626789
0.26757225
0.19486114
0.18052787
0.24354051
0.083227932
0.21409251
0.1919535
0.2547006
0.19226632
0.23668125
0.17203277
0.16256599
0.27490479
0.14181228
0.23737548
0.2361379
0.28254861
0.1569967
0.11806601
0.16962823
0.32455027
0.24273688
0.18170552
0.13753581
0.16763042
0.14721273
0.16363369
0.16455056
""
0.17438552
0.18366913
0.16814013
0.16509546
0.176568
0.21835412
0.20891424
0.2456294
0.33048466
0.21443051
0.32015681
0.2122311
0.15601087
0.054069072
""
0.17618002
0.090649135
0.17182745
0.19680759
0.14950794
0.21552002
0.18107256
0.1030254
0.21944386
0.30700916
""
0.20368153
0.022946704
0.28458562
0.23760724
0.20188276
0.25266171
0.17388737
0.14922726
0.086505793
0.15371375
0.26517081
0.19373173
0.19255188
0.25408807
