marr_29_asian_male_p50
""
0.30397382
""
""
""
""
""
0.45363939
""
""
""
""
""
""
""
0.26578638
""
""
""
""
""
""
0.39557418
""
""
""
""
""
""
""
""
""
""
""
0.13566783
""
0.33335394
""
0.37166575
""
0.42401275
""
""
""
0.34995088
""
""
""
0.32572699
""
0.32612774
0.3110396
""
""
""
""
""
""
0.37438136
""
""
""
0.34686515
""
""
""
""
""
""
0.30044264
""
""
""
""
0.32821468
""
""
0.25245056
""
0.27195904
0.34335825
""
""
""
""
""
""
""
""
0.2839435
""
""
""
""
""
""
""
0.33430392
0.31484824
""
""
""
""
0.27428612
0.44723836
0.45791766
0.32997659
0.23323382
""
0.30093226
0.25433573
""
""
""
0.31795061
""
""
""
""
""
""
""
""
""
""
""
""
0.36071363
""
""
""
""
""
""
""
""
0.61202228
""
""
""
""
""
""
""
""
0.50403297
""
""
""
""
""
""
""
0.71030802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41391689
""
0.3566106
""
""
0.27185619
""
""
0.25077483
""
""
""
""
""
0.34414873
""
""
""
0.2380674
""
""
0.32945049
0.19596334
""
0.23958458
0.8664884
0.26052779
0.29249969
0.59050333
0.18346412
0.39482832
""
0.30531695
0.335785
0.44016564
""
0.21473663
0.38466561
0.23019129
""
0.30371466
0.33732659
""
""
0.26469097
0.23196317
0.18953419
0.21208133
0.24325572
""
0.25342631
0.23961253
0.44475928
0.25271466
0.25351086
0.19189966
0.28230622
0.32227951
0.22455224
0.27825248
0.2242741
0.2793214
0.31600034
""
0.3260332
0.27474877
0.26796737
0.29664999
0.4329592
0.21209869
""
0.30224511
0.37961292
0.25743389
0.33031127
0.31641576
0.22578895
""
0.27832383
""
""
""
0.29398996
0.26022214
""
""
""
""
""
""
""
""
0.22937943
""
0.20268677
""
""
0.29339367
""
""
""
""
""
""
""
""
0.25579041
""
""
""
""
0.31034207
""
""
""
0.31741482
""
""
""
""
""
""
""
""
""
""
""
0.36517966
""
""
""
""
""
""
""
""
""
""
0.33084273
""
0.30973884
0.27000383
0.19336486
0.33723441
0.26057565
0.24611245
0.28932059
0.1445466
0.34898052
0.28386399
0.29302293
0.25864512
0.26392287
""
0.29607368
""
0.35180584
0.26755503
""
0.33173394
0.3085734
0.33831623
0.32626796
0.23036972
""
""
0.28062335
0.3127844
0.40089011
""
""
""
""
""
""
""
""
0.3229624
0.37848058
0.31791461
""
0.27179125
""
""
""
0.30905867
0.26502857
0.31825697
""
""
""
0.27974802
0.30321211
0.30767247
0.24805692
0.37600571
""
0.25197494
""
0.30477795
0.28989476
0.263529
0.27628249
0.24973424
0.35500592
0.36228079
0.26072064
0.30005485
0.28258112
0.38734338
0.30998462
""
""
""
""
0.22528237
""
""
""
""
""
""
""
0.24560568
""
0.37922344
0.45222017
""
""
0.33997178
""
""
""
""
""
""
""
""
0.44806823
""
0.28507182
0.26600868
""
0.34567457
0.39172283
""
0.26225442
0.20695364
""
0.31055665
""
0.32441813
""
""
0.35326734
""
0.43572816
""
""
""
""
""
