working_white_male_p75_se
0.0045186146
0.0071415203
0.020108154
0.0037473333
0.0042455532
0.01263009
0.0032452631
0.012239283
0.01514217
0.0055169021
0.005066528
0.0025080987
0.014434085
0.0087585067
0.0050353073
0.017641421
0.023156494
0.0053473166
0.017144011
0.015965598
0.0051231361
0.0049445387
0.0064914646
0.0076847817
0.0027640592
0.018654864
0.0083371783
0.0046986667
0.0028060316
0.010796281
0.0099205319
0.0058509442
0.0028994668
0.0038149699
0.012264452
0.0048947702
0.011295626
0.0097829765
0.02321271
0.024516555
0.0048824227
0.013218705
0.016387358
0.023364112
0.015593891
0.013717229
0.0030074441
0.0056182304
0.0033659395
0.0079077417
0.0053289849
0.0045529706
0.0073267003
0.03040421
0.01809017
0.0049063372
0.013186086
0.023855221
0.021965954
0.0102316
0.010781236
0.0039815521
0.021250645
0.011602879
0.010745239
0.010357125
0.02532292
0.01583267
0.013728753
0.013868807
0.014673703
0.01317306
0.012394967
0.0073068202
0.012071589
0.015770996
0.0080629727
0.0099752536
0.014282845
0.0032990968
0.011978218
0.0079824682
0.011583583
0.0071810577
0.0027749911
0.0083925119
0.0084623639
0.0070513305
0.0042692837
0.0063425913
0.0069756843
0.011707775
0.012045615
0.004605263
0.011548485
0.018639967
0.0075721918
0.005291393
0.002344569
0.004654347
0.0039706202
0.0028210406
0.0029793077
0.0042887139
0.0044998336
0.0026194653
0.0048158257
0.0028522946
0.010019543
0.0061470699
0.0064074667
0.0078041423
0.0038208612
0.016484352
0.0044618011
0.0033502541
0.0042851265
0.02098226
0.022485904
0.024544265
0.0079074306
0.011399962
0.012394536
0.012036406
0.013466083
0.0054218783
0.0052773431
0.01223623
0.015536028
0.013935553
0.0017448853
0.0094190538
0.0083100488
0.013647079
0.0062449677
0.009514289
0.004722578
0.0069551133
0.017007396
0.010750377
0.0054672812
0.0074445233
0.022608286
0.016688813
0.0094419299
0.018421669
0.0067566913
0.0092470516
0.011846187
0.013002365
0.0092165619
0.0032115916
0.0071432283
0.018142667
0.0039444636
0.0044283359
0.013241989
0.005485591
0.012441657
0.0081464024
0.025784964
0.012694011
0.00484746
0.0018676851
0.015284338
0.0014336058
0.0070251692
0.0068976963
0.011902842
0.0043811644
0.0012174868
0.0037130471
0.0071438565
0.0034317723
0.0081660645
0.01079767
0.0036412831
0.002059527
0.0068022958
0.009877204
0.0088723525
0.0088922381
0.0023457112
0.0086633451
0.0083542597
0.0017230531
0.014614958
0.00603612
0.0040880404
0.018644474
0.011414213
0.0068522026
0.0025558292
0.012704236
0.010419154
0.0062509351
0.0045847944
0.0040644659
0.0025685453
0.006499616
0.0029871459
0.004033085
0.005912072
0.0052307951
0.004214162
0.0029175985
0.0021417923
0.0063350452
0.0050462959
0.0042678425
0.0054452359
0.0036163044
0.01196376
0.010929966
0.0028973881
0.0030517755
0.003539813
0.0016071402
0.0060994234
0.0062424052
0.0073181638
0.0061144074
0.0066577555
0.0089992965
0.0021527256
0.0045340876
0.0053462191
0.0040182713
0.0016417097
0.0030211334
0.0032808618
0.0044313418
0.015937805
0.0060542929
0.015982643
0.0089832721
0.015326024
0.005193626
0.023795623
0.010361757
0.0056103887
0.0076094493
0.0065258336
0.0042780414
0.0077720545
0.0080219815
0.0061907624
0.0024635303
0.0080497041
0.0049072588
0.0015800644
0.0046761693
0.0059549282
0.010324447
0.0057869786
0.0071097999
0.0088981427
0.002460239
0.0063359193
0.0030434616
0.0055604265
0.0030843241
0.0024676393
0.0023566899
0.0029972605
0.0012069666
0.0024724375
0.0013242509
0.0012316896
0.0035189569
0.0050362539
0.0081981812
0.023017341
0.0060151992
0.024680167
0.01128699
0.0035045792
0.004490626
0.010167702
0.0057666823
0.0022438369
0.034078378
0.038092535
0.0013024965
0.0022791373
0.0083861817
0.0034115815
0.0015209831
0.006936139
0.011842058
0.012726394
0.014403863
0.01009716
0.0082957214
0.010153307
0.0080431821
0.011925054
0.0053187492
0.0060980809
0.0040034261
0.0013522868
0.011959407
0.0065633315
0.0042222827
0.0086305151
0.0074294875
0.008295469
0.0064163082
0.0046680775
0.01375512
0.0049938341
0.0042269845
0.006655531
0.0045585246
0.0027759511
0.0036569445
0.0098850811
0.0032887752
0.0042014043
0.0049725766
0.0066796215
0.0029194003
0.005051482
0.0084354598
0.0070711793
0.0063261325
0.0040162136
0.006242367
0.0069157528
0.0035150447
0.0083266292
0.0030826412
0.0029182406
0.0018510924
0.0065430542
0.0010849315
0.0029167258
0.0093059037
0.0071448595
0.0016762393
0.014847083
0.0089306226
0.0045411116
0.0039811158
0.0067949831
0.015003067
0.012368301
0.013504999
0.01484916
0.013120133
0.0070550996
0.009063825
0.0073379371
0.016118443
0.0063844821
0.005801145
0.015136931
0.0070102918
0.013986477
0.011528153
0.0081314566
0.015805818
0.0040949723
0.045488279
0.020457573
0.011645223
0.013675057
0.01972726
0.023491673
0.034623202
0.013092154
0.018736787
0.0056923963
0.16033532
0.046511091
0.066687502
0.018889289
0.030213645
0.050649486
0.0083640004
0.023575809
0.14021732
0.098636173
0.066503271
0.039136484
0.10497042
0.035138045
0.037990663
0.026397347
0.022619838
0.014781067
0.021787833
0.014789515
0.010987169
0.018983785
0.0048606284
0.011437247
0.017016077
0.021751869
0.12096433
0.038175683
0.0096398322
0.0076773711
0.015935665
0.013532481
0.0061483583
0.0048551005
0.01838222
0.01286878
0.068316735
0.0066180239
0.0094604632
0.033336993
0.033777609
0.037765618
0.033304077
0.010854018
0.016307099
0.015503548
0.027509781
0.032870285
0.045336865
0.013698306
0.047500744
