coll_other_male_mean_se
0.0032511582
""
""
0.068637513
0.082666859
""
0.053706411
""
""
""
""
0.048794117
""
""
""
""
""
0.11424053
""
""
0.091036536
0.049799945
0.10540481
""
0.04773666
""
""
0.06621445
0.033766802
""
""
""
0.045898404
0.047002446
""
0.070626318
""
""
""
""
""
""
""
""
""
""
0.043361675
""
0.065776676
""
0.050679181
0.074974254
""
""
""
0.066914998
""
""
""
""
""
0.070004135
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.054373186
""
""
""
""
0.052725475
""
""
0.058845736
0.060254771
""
""
""
""
0.091062248
""
""
""
0.092954941
0.031616878
0.063288108
0.070529155
0.028651571
0.047218934
0.068582907
0.057107013
0.034822423
0.078597486
0.038443174
""
0.071904272
""
""
0.072093301
""
0.055191118
0.075263597
0.057511274
""
""
""
""
""
""
""
""
0.075459041
0.090568788
""
""
""
0.030008787
""
""
""
""
""
0.087637678
0.088844098
""
""
0.087901019
0.083553024
""
""
""
""
0.074012101
""
""
""
""
0.070173748
""
""
0.052076206
0.070068017
""
0.092401139
""
""
""
""
0.10690218
0.030272638
""
0.019141801
0.058884062
""
""
0.085532531
0.021812549
0.065720931
""
0.055181004
""
""
0.052185945
0.03628619
""
""
""
""
0.044167984
""
""
0.042404816
""
""
0.089248829
""
""
0.072352998
0.051846173
""
""
""
""
0.055273019
0.057990164
""
0.048129641
0.095399782
""
""
0.078295164
0.061059635
0.044365007
""
""
0.1052362
""
0.08871346
""
""
0.059016351
0.06655588
0.051079877
0.033470269
""
""
""
""
""
""
0.040961303
0.074986875
""
0.092373505
0.037349746
0.051153336
0.067958377
0.087395966
""
""
""
""
""
""
""
""
""
""
""
0.08203207
""
""
""
0.050101858
""
0.10369125
0.03908053
0.079229712
0.074291721
""
0.071761712
""
""
0.057133105
""
0.053146616
""
0.066396058
0.05297026
0.043578465
0.061368823
0.015221216
0.050718088
0.023286827
0.024273524
0.066077791
0.079092205
""
""
0.092031315
""
""
0.048583779
0.11934777
""
0.090366535
0.033970349
""
""
0.026372105
0.04962806
""
0.077001296
0.031296313
""
""
""
""
""
""
""
""
""
""
""
0.080546111
0.024457796
""
""
""
""
""
""
""
""
""
""
""
""
0.076010108
0.059715498
0.10546263
""
0.097912706
0.11328509
""
""
0.061960846
""
""
""
""
0.076076984
""
""
0.045645259
""
0.053056557
0.080396451
0.039985508
""
0.020212743
0.06828206
0.098936662
""
0.034891251
""
""
0.076697648
0.095253304
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068979561
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077224158
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064237133
""
""
""
0.086753711
""
""
""
""
""
""
""
""
""
""
""
""
""
0.089355454
""
0.10000244
""
""
0.052204236
""
""
""
""
""
""
0.03595471
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066987686
0.029068777
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078606941
0.063447654
0.043661661
""
""
""
""
0.047924388
""
0.032184057
""
""
""
""
0.064878345
""
0.049430251
""
0.054442752
""
""
0.041816451
0.046670754
0.041453045
0.078217395
0.022114825
0.045168504
""
0.10173202
0.058777478
""
""
""
""
""
""
""
0.10564311
""
""
0.106318
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051522944
""
0.037795015
""
""
""
0.073877372
""
""
""
""
""
""
0.084201992
0.092734709
""
0.10361522
0.02727361
0.075136952
""
""
""
""
""
""
""
""
""
""
""
0.099792071
""
""
""
""
""
""
""
""
0.099967092
""
0.040804412
0.030172039
0.029836062
""
""
""
0.071841054
0.047823697
""
""
0.071211971
""
0.097195037
0.025928708
0.079268284
0.088051602
""
0.091346003
""
0.033119194
""
""
""
""
""
""
""
""
""
""
""
""
0.051247768
""
""
0.10566005
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10492273
""
""
""
""
""
0.0111234
0.052593607
0.029049736
""
""
""
""
""
0.042906713
""
0.025467193
""
0.043208648
0.093551606
""
""
0.10256847
""
""
0.027399011
""
""
0.057182435
""
""
""
""
""
""
""
0.062136687
0.028159009
""
0.071853787
""
""
""
""
""
""
0.083367363
""
""
0.04975475
0.073709272
0.077685773
""
0.058715895
0.041107588
0.041527819
0.033425085
0.038979456
0.018535361
0.022361964
""
""
""
0.057320464
0.045963425
0.014600171
0.022765473
""
""
0.019554753
""
0.048263323
0.010162978
""
""
""
""
0.046867345
""
0.059821531
0.025328796
""
0.034543242
""
0.081983127
0.07057263
""
""
0.10672399
""
""
""
0.084824793
0.071065173
0.014885279
