kfr_hisp_pooled_p75_se
0.021127006
0.032526296
0.12683038
0.013698934
0.015107573
0.069271863
0.011580166
0.045356344
0.076284744
0.020779502
0.019996336
0.0078154691
0.054282498
0.035394352
0.019328671
0.070585951
0.061110623
0.017823696
0.084636256
0.074171409
0.019865202
0.0088906074
0.020368043
0.028444821
0.0073102135
0.056747369
0.024317274
0.011551879
0.006737615
0.040147569
0.037049238
0.02433848
0.0085719069
0.0099808667
0.059557609
0.014049011
0.066059656
0.040745847
0.12300721
0.086494379
0.019819302
0.077516831
0.10141303
""
0.082491666
0.061550371
0.0067842752
0.024091752
0.011697559
0.027072312
0.014481802
0.017742457
0.027429542
0.13133173
0.090263806
0.014385349
0.063672207
0.091082312
0.081271499
0.038074926
0.048639487
0.013734719
0.098019674
0.050581545
0.054168407
0.047404192
""
0.079022996
0.083141789
0.064255543
0.079857558
0.051511452
0.05055863
0.032054305
0.044361487
0.061314978
0.037581597
0.04463055
0.063900501
0.010575779
0.042419132
0.034737229
0.06568227
0.01861258
0.0090216696
0.032898679
0.035299517
0.015355514
0.014242355
0.025934229
0.034706943
0.05278229
0.055523336
0.019240342
0.045264326
0.074214205
0.028747929
0.017146943
0.0034907314
0.0082362927
0.0085508544
0.0015530358
0.00399565
0.0070285187
0.0075246179
0.0034886561
0.0089767594
0.0060703442
0.027040748
0.012195649
0.012833941
0.025396297
0.011939474
0.07194487
0.012127636
0.012689968
0.012565811
0.06947796
0.11960998
0.075970203
0.023680583
0.0417298
0.031688139
0.022178844
0.045688666
0.014423658
0.015035601
0.051553082
0.059761327
0.057632126
0.0042880224
0.041336872
0.021471877
0.05049504
0.016298011
0.051428996
0.015516035
0.013179188
0.057609603
0.030049114
0.013389628
0.019280484
0.14057738
0.059392162
0.029301088
0.15625077
0.020938789
0.038354374
0.064653501
0.051608093
0.056992013
0.014048014
0.033839826
0.076872163
0.0092211515
0.017029865
0.075745165
0.017382247
0.076604903
0.046640873
""
0.10185294
0.010977215
0.0053156763
0.073430628
0.0029402941
0.039036732
0.04511473
0.060479593
0.011683884
0.0034569891
0.0097213369
0.021613318
0.0080749774
0.033439815
0.035473317
0.011138132
0.0060415547
0.031513605
0.033790514
0.03910853
0.036140513
0.0090320837
0.048138004
0.04374272
0.0080849053
0.079879656
0.035602573
0.017418837
0.13631578
0.052439917
0.016696636
0.011422664
0.070697486
0.06424962
0.040556975
0.013241661
0.021344224
0.0076572467
0.01572415
0.0096566882
