kfr_native_white_female_p75_se
0.015091001
0.010339954
0.026413711
0.034055166
0.018105706
""
0.03113934
0.013471735
0.02494495
0.035094474
0.023666587
0.037527259
0.027223596
0.044565413
0.04001708
0.017228963
0.01809903
0.046891589
0.058997981
0.023953427
0.038625255
0.014999623
0.01746529
0.027296653
0.017814128
0.014377789
0.023800813
0.013921732
0.033858526
0.02508349
0.031317584
""
0.045244142
0.034037553
0.0097761992
0.018240685
0.0048851208
0.036852766
0.013470441
0.023512216
0.012323729
0.015580034
0.065798126
0.076180711
0.0075809597
0.030946312
0.026662376
0.015024834
0.0070244526
0.030992599
0.0087547405
0.010553515
0.078486167
0.031191427
0.028427431
0.038025748
0.026931044
0.017761571
0.0074656215
""
0.016379597
0.022713343
0.0099605452
0.017751902
0.041825447
0.051171485
0.03384643
""
""
0.0074045607
""
""
""
""
0.012536791
""
""
0.020091137
0.017779667
0.034076873
0.037157014
""
""
0.016258284
0.077291958
""
""
""
0.086260259
0.04317373
""
0.063932516
0.053878613
""
""
""
0.03936968
0.01429746
0.012346989
0.02369337
0.022441152
0.033875342
0.052975655
0.0024173472
0.013999378
0.017496211
0.0052607968
0.013691341
0.055939473
0.011603702
0.01487535
0.028203972
0.026904678
0.022165725
0.0094622737
0.021333156
0.046757441
0.068734616
0.032421608
0.04757122
0.031259321
0.032715172
0.028491981
0.032936648
0.022338022
0.027418809
0.014995672
0.018083643
0.02114005
0.033658877
0.047960628
0.035720214
0.035553437
0.01130408
0.030223899
0.051157851
0.015789073
0.027680986
0.021433195
0.028420242
0.023472039
0.041463397
0.019326849
0.046588209
0.03245119
0.016148396
0.03053721
0.060274132
0.034509003
0.059613556
0.048955724
0.041070227
0.029546956
0.014647428
0.037548073
0.045241702
0.021267829
0.018897865
0.050826337
0.064527109
0.047818441
0.04770533
0.028742183
0.040901482
0.036620583
0.040516626
0.028430454
0.037910331
0.017116006
0.056079559
0.0067097833
0.032783814
0.033405609
0.012228406
0.063531645
0.071725957
0.012052715
0.036990047
0.040133368
0.049633496
0.016416928
0.034807228
0.0095114205
0.014940394
0.053954009
0.035113115
0.0042235414
""
0.020711955
0.0096534323
0.02600665
0.032032177
0.0041575166
0.027519906
0.0082402537
0.0060612634
0.024820654
0.01227276
0.020325277
0.025469773
0.005497375
0.01419074
0.023703724
0.019643884
0.0023897055
0.014319961
0.0083070677
0.035272427
0.017166631
0.010976274
0.039316613
0.057383269
0.0090390127
0.010570409
0.01216682
0.0027953826
