par_rank_hisp_female_mean
0.49721083
0.46025756
""
""
0.30724326
""
""
0.43424147
""
""
0.27454191
""
""
""
""
0.50765425
0.41218778
""
""
""
""
0.33665884
0.41949293
""
0.29786065
0.49755773
0.39584491
0.30219725
""
0.19692475
0.35333622
""
""
""
0.37714294
0.34562856
0.44385999
""
0.41347536
""
0.52884132
0.39565703
""
""
0.57360476
""
""
0.33833781
0.43099239
""
0.50705624
0.4142389
""
""
""
""
0.37585202
0.43424374
0.58430147
""
0.35980758
0.41438082
0.47372168
0.37716395
""
""
""
""
""
0.48369163
""
""
""
""
0.51871473
""
""
0.5604825
0.49780059
0.56480092
0.55470866
""
""
0.41566983
""
""
""
""
""
""
""
""
""
""
""
""
0.36580262
0.35196212
0.45128906
0.4680914
0.42169452
0.56781316
0.39246085
0.41294575
0.350802
0.41604471
0.40457356
0.39247781
0.31283474
0.43500131
0.33626166
""
0.39048541
0.37990576
0.309288
0.34088326
""
""
0.28697729
0.33599305
0.35335186
""
0.49002257
""
""
0.35109591
0.40956479
0.35237423
0.41441375
""
""
0.35288155
""
0.38074157
0.39365381
""
0.36013103
""
0.29694185
0.26739129
0.39208513
0.36739138
0.39341563
""
""
0.35849488
0.23204295
""
""
""
""
""
0.35171384
0.44885173
""
""
0.35674068
0.33027032
""
""
""
""
0.29539037
""
""
""
""
0.38171291
0.35195854
""
0.42473719
""
0.46849576
0.4301914
0.18575153
""
0.3091844
0.23756863
0.30689159
""
0.38234773
""
0.30486825
0.39993572
""
0.28828734
0.51393312
""
0.5419929
0.40071285
0.52532256
0.3949869
0.53654706
0.45079723
0.57829642
0.33479062
0.3482132
0.4355002
0.3222602
0.45668161
0.34369433
0.35149157
0.42480034
0.52125627
0.36925948
0.33252063
0.50392473
0.46362329
0.39139357
0.36426386
0.33600476
""
0.38545209
0.44546422
0.52904922
0.43436408
0.57350576
0.50637698
0.41245577
0.46287009
0.46207041
0.43287346
0.39009747
0.43487516
0.42706501
0.44647607
0.50245154
0.40752739
0.51847011
0.37534663
0.42865786
""
0.40631273
0.52130044
0.47085199
0.39538699
0.34426484
0.34585971
""
0.31616449
0.4739269
0.43162507
0.42481592
0.35227048
0.44506723
0.36799288
0.51085967
0.34316942
""
0.38983247
0.45446569
0.57719326
0.49668321
""
""
0.29937339
0.17392014
0.34504807
""
0.35453305
0.3669624
""
0.69005722
0.44691759
0.64309937
0.47460929
0.45731279
0.42324492
""
""
0.38708711
""
0.34084684
""
0.54956371
""
0.30585715
0.45206311
0.46925029
0.47973275
0.37406647
""
0.36720195
0.42101362
""
0.49375439
0.40385851
0.38209483
0.36567664
0.330239
""
0.54501647
0.24148197
0.49139458
0.33705625
0.40319154
0.50378793
0.35301679
""
0.29618514
""
""
""
""
0.5650804
0.3499442
0.37378058
0.39520329
0.44258425
0.40555945
