staycz_natam_female_mean
0.74892282
0.61287433
""
0.66171521
0.44626743
""
0.75408167
""
""
0.59114444
0.67254949
0.74554479
""
0.57731175
0.78832215
""
0.75836408
0.56059307
""
0.71142501
0.67875797
0.87291342
0.68013471
0.34529907
0.68679816
0.5494625
0.63159674
0.67916304
0.63268775
""
""
0.7389009
0.72410232
0.41647553
0.57293624
0.68874305
0.72458571
""
""
""
0.77077287
""
""
""
""
""
0.64152938
0.83918685
0.64667886
0.7534914
0.74823618
0.73116314
0.54992712
""
""
0.67369819
""
0.79676837
""
""
""
0.67147714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60668522
""
""
""
0.80428451
0.6342783
""
""
0.50382453
0.81297427
0.74892926
0.50601256
""
""
0.59841752
""
""
0.60218465
0.57183576
0.63561916
0.55563867
0.55059791
0.5964976
0.63384193
0.48729277
0.44097072
0.56249791
0.60866541
0.62940621
0.34833777
0.51752895
0.53991067
0.66927153
0.6684165
""
0.69070631
0.68697274
0.58885616
""
""
""
0.47656518
""
""
0.43211758
""
0.52459741
0.54533297
""
""
""
0.70404381
""
""
""
0.64466351
""
0.62783951
0.8372106
""
""
0.57312679
0.65634936
""
""
""
""
0.55217588
0.84981203
""
""
0.4472518
0.66414744
0.71706229
""
0.64671242
0.80673146
0.72096717
0.64266258
""
""
""
""
0.62001061
0.70581901
""
0.68459702
0.6518265
0.55483449
0.67988509
0.65997201
0.72390747
0.58437741
0.85621649
0.60406172
0.43326327
0.6539979
0.61737257
0.74566609
0.63521904
0.73215151
0.36006558
0.37207627
0.67976385
""
""
0.73875314
""
""
0.63082838
""
""
0.63605082
0.80445957
""
""
""
0.65236479
""
0.75189096
""
0.80801934
0.57037795
0.59665078
0.50249374
0.66340405
0.76071846
0.64535493
""
0.55752116
0.66126633
""
0.55675042
""
""
0.57385403
0.64646608
0.80175585
0.62706679
""
0.51752788
""
""
0.74233532
""
0.74516141
0.55655789
""
""
0.65102071
0.48736033
0.65524739
0.44164723
""
""
""
""
""
0.52179205
""
""
""
""
0.84346926
0.65174621
""
""
""
0.7296415
""
""
0.79773337
0.33725891
0.79171759
""
0.47298557
0.76903504
""
0.50866359
""
0.61682665
""
0.69083279
0.50557661
0.6499033
0.6179238
0.72041768
0.60122615
0.64392877
0.71919805
0.58648437
0.78664505
""
""
0.74521291
0.63988078
0.65784955
0.75106734
0.65125918
""
0.25286719
0.81450909
""
""
0.6179769
0.62163979
""
0.56222355
0.6639331
""
0.70769054
0.71488225
""
0.64391983
0.68036574
0.73494434
""
""
0.64044029
""
0.74221301
0.71853185
0.62214303
0.65704781
0.50188637
""
""
""
0.72593826
""
""
""
0.63474268
""
0.56020057
0.63112718
0.72753143
0.70873636
0.59366041
0.44406202
0.58623397
""
0.6668191
""
""
""
""
0.52193832
""
""
0.74748266
""
0.69766486
0.63970315
0.6997782
""
0.65217412
0.68332458
0.38570082
""
0.72422975
""
""
""
0.59406412
0.67541832
""
0.52627051
0.46837524
""
""
""
""
0.53240192
""
""
0.73023099
""
""
""
""
0.74071848
""
0.76518327
""
""
""
""
""
""
""
""
""
0.62562406
""
""
""
0.56713605
""
0.58513248
0.5303694
""
""
""
""
""
""
0.65072978
""
0.36591431
""
0.3281967
0.44315374
0.66051418
0.49633822
""
0.68749082
0.56278902
""
0.64404476
0.54837257
0.43301436
0.58535326
0.67816693
""
""
0.5460363
0.60434085
""
""
""
0.51225901
""
""
""
""
0.47387654
0.45020849
0.36548612
""
0.56477082
0.55994469
""
0.42710975
""
0.562388
""
""
""
""
""
""
""
0.65207195
""
""
""
0.61988431
0.45576572
0.5240593
""
0.50434494
0.62253416
0.5748769
""
0.47402397
0.69553429
""
""
""
""
0.62373257
0.60017323
0.6659503
""
""
0.75343978
""
""
""
""
""
""
0.55685008
""
""
0.64512718
""
""
""
""
""
""
""
""
""
""
""
""
0.34137869
""
""
0.50200379
0.68771946
""
""
""
""
0.28825322
""
""
""
""
""
""
""
0.58446455
""
0.47099489
