staytract_hisp_female_p100
0.22352499
0.0817995
""
""
0.34019786
""
""
-0.096907899
""
""
0.48871157
""
""
""
""
0.074347295
0.097423449
""
""
""
""
1.6100547
0.056427658
""
-0.62804484
-0.67748314
""
-0.06715443
""
0.3228454
-0.43975452
""
""
""
0.36228806
-0.22248603
0.086198471
""
0.7802456
""
-0.12112307
0.46404371
""
""
0.096289277
""
""
0.30061194
0.28100643
""
-0.12512125
0.51556861
""
""
""
""
0.33387068
0.20849046
-0.12523785
""
-0.25025702
-0.41765261
0.19963488
0.14693475
""
""
""
""
""
0.13497619
""
""
""
""
0.452279
""
""
0.07810282
0.053624474
0.64996141
-0.19131365
""
""
-0.033713758
""
""
""
""
""
""
""
""
""
""
""
""
-0.1795928
0.32392246
0.33105418
0.040593911
0.26301247
0.87490934
0.076048732
0.086344726
0.18761575
0.089250028
0.16224995
0.17491508
0.18245536
0.06037404
0.093160965
""
-0.32240948
-0.31044364
0.25596306
-0.37003636
""
""
0.01402957
-0.26927161
-0.011026334
""
-0.68646753
""
""
1.7607325
-0.20207572
0.22301288
0.18068027
""
""
-0.0066578151
""
0.11974587
0.774046
""
0.036729943
""
0.85151291
-0.41684946
0.62076652
0.018903984
0.69912058
""
""
0.22578521
0.007437889
""
""
""
""
""
1.2249668
-0.083405949
""
""
0.15355501
0.40129268
""
""
""
""
0.11593337
""
""
""
""
-0.29776248
0.11337913
""
0.081262514
""
-0.35672429
0.39658874
1.1484249
""
0.19204326
0.059197847
0.020620361
""
-0.027835023
""
0.13815941
0.42261395
""
0.40877777
0.17548443
""
0.30653217
0.25666994
0.51841068
-0.19112146
0.14753465
0.018216779
0.052734505
0.1335829
0.50635618
-0.074030824
0.10619256
0.88496155
0.21580416
0.12006718
0.078009762
-0.043958921
0.12132579
0.1571696
0.23204827
0.38625598
0.12787947
0.13082914
-0.4877651
""
0.10311162
-0.0049492796
0.18790817
0.10663499
0.10051201
0.3407115
0.09429571
0.1126151
0.076517254
0.15899855
0.1055509
0.25295258
0.10910024
0.082373463
0.18204887
0.14361517
0.18940127
0.18256065
0.11051283
""
0.38555172
0.12947933
0.06900508
0.10604111
0.27045888
-0.0098806843
""
0.20264445
-0.17324787
0.11223868
0.2066807
0.26932675
0.10562897
0.34298933
0.13675076
-0.38269368
""
0.23607242
0.060116895
0.020307058
-0.38980946
""
""
0.41760048
0.10729534
1.332847
""
0.38764068
0.060666017
""
0.050199922
-0.09072303
0.22972834
0.06976296
-0.039780393
0.025674045
""
""
-0.45888928
""
0.18013242
""
0.19461133
""
0.64606857
0.036101479
0.2400652
0.056166448
0.29297996
""
-0.40637973
0.0003434236
""
0.53780288
0.076807439
-0.087951154
-0.45918763
0.10819086
""
-0.35190216
-0.16323817
0.062742591
0.4109005
0.16240941
-2.7166848
0.71322352
""
0.18327323
""
""
""
""
0.10609496
-0.3887631
0.073224232
0.4779745
0.13675879
0.14368452
0.29579967
0.21869494
0.093526289
0.12308437
0.051347282
0.011241902
-0.16707921
0.078510076
0.05291101
0.020614317
0.098643698
""
0.15009645
-0.13996953
0.10583636
0.16996831
0.70702785
-0.010134614
0.1578626
0.11625135
0.058929268
0.036377933
0.29099053
""
0.030690379
0.031929921
0.24718466
""
0.068080127
0.043040279
1.0880532
""
""
-0.16861047
0.27876848
-0.016539996
0.093952209
0.094313629
""
0.073570147
