kfr_hisp_female_mean
0.41967621
0.36373717
""
0.46266022
0.42400816
0.41688707
0.42214477
0.40762338
0.43185705
0.43820867
0.41925722
0.45551106
0.55060631
0.45328701
0.41704226
0.4776836
0.44669619
0.44980592
0.52215821
0.46848086
0.43386516
0.47003952
0.45950285
0.41342393
0.47404507
0.44771588
0.43027309
0.46606189
0.48243392
0.42484736
0.39906058
0.47170088
0.49280059
0.49111441
0.36948395
0.47283831
0.40647322
0.4205451
""
0.32829487
0.4483411
0.42893127
""
""
0.38470963
0.41874814
0.50395751
0.48698342
0.52155417
0.45664155
0.48499912
0.51800585
0.46535209
""
""
0.45593154
0.52442521
0.43346629
0.52165461
0.43319792
0.43948898
0.44839212
0.46100053
0.47925431
0.31463948
0.42374626
""
""
0.34802848
0.33090138
0.3946791
0.37860706
0.44526434
0.4241147
0.40349463
0.48980647
0.41718122
0.33562243
0.4436698
0.45664287
0.46088028
0.45984626
0.40420413
0.46336776
0.46420217
0.48725754
0.43184841
0.47560382
0.48585242
0.39096624
0.42890072
0.41116977
0.45653945
0.43925247
0.39580566
0.45909077
0.44342387
0.42214799
0.47639608
0.43283376
0.44920102
0.51429504
0.47464308
0.45291305
0.48432708
0.46556365
0.45385066
0.49333003
0.42100832
0.46749941
0.52283424
0.44703999
0.45784056
0.38362649
0.4686622
0.47489601
0.46369234
0.30890194
0.39622352
0.36340582
0.43032685
0.4019891
0.42761719
0.45612764
0.40712723
0.45690998
0.4541474
0.39521408
0.45899066
0.38135877
0.48018765
0.43150434
0.43412435
0.46177715
0.40907651
0.40962872
0.45438793
0.44728872
0.34865952
0.45765993
0.48564383
0.48372164
0.45391929
0.38617626
0.4329845
0.36798695
0.48421669
0.47141796
0.47506133
0.45058322
0.40998405
0.44224069
0.4341507
0.37323239
0.49197489
0.47819534
0.42873323
0.458866
0.39748383
0.47420827
""
""
0.53643805
0.52688372
0.40785626
0.55014902
0.45959046
0.46188831
0.46433291
0.45494893
0.48162076
0.45750549
0.44160026
0.44875535
0.4458009
0.40479842
0.4749245
0.43513212
0.44894442
0.47177172
0.49751616
0.42186183
0.48849824
0.45578766
0.41212514
0.49275976
""
0.54866493
0.46493825
0.45481157
0.42330438
0.4578521
0.45231211
0.473656
0.45808586
0.47288719
0.44557041
0.48670876
0.44750386
0.45459399
0.45056453
0.4694126
0.45722675
0.4805994
0.44328451
0.46325433
0.47664282
0.48719448
0.48026899
0.47005922
0.47338152
0.45758829
0.39574486
0.45631206
0.50828916
0.47022104
0.44207245
0.44546154
0.51441991
0.40030834
0.48755646
0.48580796
0.37737831
0.46945158
0.48037997
0.4475238
0.49585411
0.42155591
0.50070775
0.4222526
0.42231479
0.46702874
0.49231115
0.50463742
0.53354853
0.432524
""
0.43941417
