proginc_black_female_n
38.0
23.0
""
64.0
""
""
""
62.0
27.0
""
22.0
""
""
78.0
21.0
21.0
""
""
21.0
""
""
88.0
150.0
27.0
""
""
29.0
""
44.0
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
452.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
37.0
""
""
""
619.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
533.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
163.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
312.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
94.0
104.0
204.0
253.0
""
79.0
778.0
72.0
175.0
""
187.0
190.0
145.0
40.0
48.0
141.0
27.0
67.0
""
271.0
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
962.0
28.0
""
""
""
""
""
""
""
""
""
66.0
245.0
""
""
""
""
""
""
""
""
2157.0
""
""
""
254.0
""
388.0
467.0
34.0
33.0
130.0
""
55.0
""
""
""
""
1187.0
""
104.0
85.0
""
""
""
""
""
""
""
256.0
""
""
""
""
""
""
""
287.0
""
""
65.0
""
""
26.0
""
""
34.0
38.0
29.0
24.0
28.0
""
40.0
""
""
""
21.0
22.0
24.0
""
""
""
44.0
43.0
59.0
327.0
""
""
50.0
""
31.0
185.0
104.0
180.0
30.0
83.0
""
""
39.0
21.0
331.0
82.0
68.0
""
""
66.0
37.0
""
43.0
""
54.0
""
35.0
71.0
""
""
""
""
23.0
506.0
""
""
""
78.0
73.0
26.0
79.0
40.0
""
43.0
""
""
20.0
111.0
""
22.0
37.0
83.0
38.0
52.0
""
50.0
40.0
""
""
""
""
""
""
50.0
47.0
282.0
22.0
""
""
112.0
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
61.0
""
""
53.0
""
""
""
""
""
961.0
""
""
""
20.0
""
""
506.0
""
""
""
26.0
""
498.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
215.0
""
112.0
""
""
""
""
""
""
280.0
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
92.0
197.0
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
312.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
296.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
""
""
""
""
""
""
""
""
391.0
""
34.0
""
41.0
""
""
61.0
""
21.0
""
""
""
68.0
""
""
""
""
""
""
108.0
213.0
""
36.0
""
""
""
""
""
""
""
""
""
""
48.0
""
""
30.0
""
""
""
""
""
27.0
147.0
""
21.0
""
""
1259.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
38.0
""
""
""
82.0
""
""
96.0
""
74.0
21.0
26.0
62.0
101.0
23.0
304.0
26.0
47.0
48.0
52.0
34.0
68.0
45.0
80.0
26.0
36.0
163.0
61.0
214.0
59.0
23.0
72.0
28.0
37.0
45.0
38.0
42.0
87.0
""
67.0
40.0
28.0
""
144.0
""
400.0
28.0
145.0
130.0
44.0
79.0
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
368.0
""
""
""
""
33.0
""
""
26.0
""
""
""
""
""
157.0
""
34.0
""
""
29.0
""
""
""
""
""
""
""
""
82.0
""
24.0
""
""
""
""
""
""
""
116.0
""
""
32.0
""
""
86.0
""
""
""
""
""
""
""
""
""
""
21.0
53.0
""
""
""
1102.0
""
""
""
29.0
32.0
""
""
""
""
""
""
""
""
""
31.0
""
23.0
""
27.0
""
""
""
""
""
""
""
""
""
""
155.0
260.0
""
""
""
69.0
47.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
78.0
""
""
""
""
""
""
53.0
""
""
""
""
""
""
1145.0
""
""
""
80.0
""
""
""
""
""
""
""
""
28.0
77.0
""
""
""
""
""
""
""
244.0
""
""
""
""
91.0
""
""
""
""
""
""
24.0
55.0
""
""
""
""
""
""
""
""
1404.0
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
215.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
97.0
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
25.0
""
""
""
34.0
""
""
""
31.0
""
""
29.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
490.0
30.0
""
""
""
""
""
181.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
51.0
""
""
""
""
""
28.0
""
""
25.0
""
""
24.0
""
146.0
""
""
""
""
""
""
""
290.0
""
""
""
""
""
""
""
""
""
""
22.0
38.0
21.0
169.0
22.0
""
26.0
26.0
""
""
""
""
""
32.0
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
46.0
""
""
40.0
197.0
""
""
""
""
""
""
""
""
""
""
20.0
37.0
35.0
""
""
""
""
""
""
""
""
36.0
87.0
""
""
24.0
217.0
""
""
63.0
""
""
""
""
""
""
182.0
""
21.0
""
54.0
""
""
""
220.0
362.0
""
81.0
""
200.0
""
285.0
46.0
""
""
104.0
280.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
211.0
""
""
""
""
""
""
""
""
""
142.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
712.0
""
""
""
""
""
""
""
""
""
""
51.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
