kfr_24_pooled_female_n
2833.0
6619.0
1286.0
872.0
2260.0
494.0
1171.0
6304.0
1895.0
912.0
1711.0
699.0
1398.0
488.0
581.0
2400.0
2518.0
669.0
415.0
1654.0
575.0
3487.0
2971.0
2533.0
2558.0
3575.0
1707.0
4804.0
729.0
1187.0
1117.0
520.0
755.0
885.0
4708.0
2262.0
32834.0
535.0
3769.0
1713.0
4468.0
3062.0
729.0
1069.0
12901.0
1105.0
1028.0
3820.0
19556.0
906.0
12690.0
5570.0
561.0
910.0
1310.0
860.0
2729.0
2907.0
7394.0
539.0
4063.0
1962.0
7386.0
2758.0
646.0
556.0
965.0
70.0
74.0
14264.0
386.0
28.0
47.0
84.0
4717.0
42.0
66.0
1490.0
1617.0
596.0
617.0
228.0
46.0
2084.0
249.0
178.0
182.0
51.0
172.0
399.0
""
159.0
201.0
55.0
""
178.0
1497.0
5963.0
5375.0
1855.0
1400.0
347.0
501.0
132912.0
7248.0
3533.0
37190.0
7142.0
2238.0
6822.0
7654.0
1086.0
1104.0
1630.0
7740.0
1520.0
548.0
196.0
1182.0
731.0
1015.0
785.0
1122.0
399.0
1104.0
1003.0
3501.0
2961.0
3063.0
871.0
357.0
904.0
873.0
3907.0
785.0
516.0
4155.0
668.0
1856.0
1104.0
1509.0
626.0
1800.0
407.0
745.0
4652.0
1056.0
258.0
702.0
519.0
491.0
552.0
995.0
3155.0
595.0
506.0
2249.0
2857.0
546.0
284.0
483.0
405.0
1458.0
405.0
1333.0
414.0
1122.0
840.0
2673.0
287.0
19253.0
830.0
1330.0
4451.0
416.0
320.0
6269.0
696.0
710.0
455.0
2426.0
764.0
7278.0
3169.0
337.0
835.0
60933.0
46.0
1409.0
9002.0
1314.0
773.0
44933.0
1314.0
7624.0
39166.0
1409.0
5071.0
10871.0
789.0
35651.0
6849.0
1852.0
1221.0
375808.0
6916.0
8543.0
749.0
3620.0
12055.0
351.0
183.0
19712.0
5853.0
4389.0
114319.0
13525.0
559.0
80032.0
57978.0
3353.0
92606.0
120543.0
24555.0
29833.0
10689.0
30347.0
17048.0
70564.0
11746.0
8315.0
76.0
2019.0
23252.0
19801.0
24719.0
4829.0
2949.0
268.0
