has_mom_black_male_p25_se
0.023928067
0.019910257
0.022421055
0.044993989
0.048015732
0.029831797
0.023337221
0.014689055
0.019717667
0.073499672
0.042696301
0.032154139
0.021945219
0.066121802
0.069141611
0.021477768
0.022608086
0.031698436
0.045241535
0.030960245
0.03729875
0.073426627
0.017781325
0.014805241
0.086812668
0.022440406
0.023640877
0.018829498
0.045778152
0.083636262
0.036721654
0.027260464
0.02590362
0.029597534
0.012634842
0.052436505
0.0046789828
0.067744352
0.023427743
0.030112594
0.017303394
0.028166495
0.024192186
0.019761747
0.0092469053
0.024962895
0.073898427
0.056617476
0.0065390705
0.029369369
0.0071991626
0.018851383
0.028174365
0.025249755
0.02043866
0.035685647
0.015347293
0.041576531
0.023651918
0.026170988
0.015144436
0.023211133
0.010897218
0.034636516
0.038300086
0.028335406
""
""
""
0.012268109
""
""
""
""
0.019824009
""
""
""
""
""
""
""
""
0.085064858
""
""
""
""
""
""
""
""
""
""
""
""
""
0.018223697
0.027423065
""
""
""
""
0.0061008567
0.039538179
0.03358781
0.012716695
0.03522183
""
0.067341089
0.033758096
0.026609223
0.029922385
""
0.056880478
""
0.035889048
0.061191712
""
0.026043177
0.027646329
""
""
0.080188565
0.026403975
0.044997748
0.027318794
0.053920209
0.014158406
0.030229738
0.04497366
0.02378526
0.031241335
0.02522596
""
""
0.021909826
0.12580954
""
0.030190421
0.032685652
0.036137968
0.070166104
""
0.044642493
0.010805122
""
0.035909589
""
0.025739018
0.042088609
0.048759501
""
0.031242961
""
""
0.020953361
0.016025791
0.037554394
""
0.039679691
""
0.018592289
""
0.019372649
""
0.037817817
""
0.037002888
0.078561418
0.0054154508
""
0.01841126
0.052899007
""
""
0.0211323
0.090895034
""
""
0.016842071
""
0.044229094
0.022499533
0.050833903
""
0.0046729613
""
""
0.041014541
""
""
0.006185126
""
0.031822275
0.0094870506
""
0.098633647
0.049210493
""
0.010745732
0.021741895
0.049900781
""
0.0026176937
0.029158287
0.023675328
""
0.091107026
0.018648485
""
""
0.020231845
0.047968037
""
0.010913357
0.046971384
""
0.0065843337
0.0056347852
0.04642437
0.005161861
0.0054520699
0.009813264
0.009682579
0.021119056
0.013059457
0.016722882
0.010874964
0.058727313
0.051641349
""
0.11762586
0.0074282363
0.015889319
0.015118392
0.039369565
0.069049478
""
0.030226134
0.088730842
0.015888177
0.028514994
0.039913319
0.016019298
""
0.0078832274
""
""
""
0.048931066
0.083028667
""
