kir_stycz_hisp_male_p25_se
0.022763945
0.030863388
""
0.018238304
0.015613702
0.057741567
0.010412894
0.051677097
""
0.020385476
0.018494388
0.0081522958
""
0.036781497
0.019534981
""
""
0.019697893
""
0.057534035
0.019099908
0.010926798
0.020433625
0.022820866
0.0095982132
0.05535388
0.018118551
0.013972063
0.010269033
0.046662584
0.039893407
0.036514364
0.012924121
0.01393994
0.049671527
0.017923487
0.062687837
0.042358976
""
""
0.021174287
0.049338821
""
""
""
0.067993812
0.0068515744
0.035535209
0.016965408
0.035308782
0.01931978
0.020486686
0.02722132
""
""
0.018775497
0.061028916
""
""
0.032959633
0.045630414
0.015143123
""
0.04390775
0.060008898
0.06621664
""
""
""
0.048989493
""
0.066230185
0.049282148
0.03248623
0.0499341
""
0.036859091
0.048826642
0.068202995
0.012164155
0.043159958
0.032392114
0.063635208
0.035954803
0.01108625
0.036072522
0.045199048
0.019131575
0.020149808
0.020893836
0.032678336
0.042095665
0.04134177
0.02395816
0.044430725
0.05695124
0.027928429
0.0097221443
0.00319013
0.0064252778
0.0078558158
0.001505977
0.0039542248
0.0057328185
0.0094414819
0.0029928065
0.0081439847
0.0084045622
0.030645892
0.01117738
0.019163394
0.026765207
0.014842154
""
0.015940011
0.01221831
0.016084129
""
""
""
0.020684715
0.034763616
0.043845896
0.024755022
0.055926997
0.019639643
0.020540316
0.035671756
""
0.056791756
0.0048896684
0.043468095
0.02329926
0.064865038
0.011160024
0.059511557
0.02030126
0.015514636
0.048118487
0.05163911
0.019068619
0.023912702
""
0.053978499
0.03296857
""
0.02240728
0.03529758
""
0.061769366
0.059650071
0.016980857
0.036350243
""
0.012220641
0.022206247
""
0.028769832
""
0.066943258
""
""
0.021853032
0.0092260297
""
0.0038604429
0.063893825
0.071751848
0.066848777
0.017572651
0.0056374748
0.013474334
0.028745618
0.011711166
0.037432466
0.039787903
0.012608766
0.0069637541
0.034962654
0.061435759
0.050301149
0.053967576
0.014240789
0.059263043
0.046324413
0.014071517
""
0.057110224
0.021843446
""
0.079857893
0.025910554
0.014666101
""
""
0.0433628
0.018334581
0.025192657
0.0093909763
0.026965907
0.010858987
0.013110484
0.03335952
0.026335623
0.023526963
0.013602057
0.0099188425
0.034366194
0.036418729
0.017182592
0.034337886
0.026826734
""
0.062841013
0.0076418691
0.023603432
0.010846135
0.0066423337
0.044440597
0.047765084
0.083120599
0.058051553
0.043105874
0.053664662
0.011397009
0.035229973
0.053215474
0.038268272
0.015599237
0.014778814
0.016056232
0.026425632
""
0.04772108
""
0.058760151
""
0.044322643
""
""
0.039255138
0.024607114
0.03751776
0.022995731
0.070851035
0.035613079
0.028988846
0.01250521
0.043127052
0.025809005
0.0064965379
0.031690009
0.04120997
""
0.025596617
0.046225637
0.026995728
0.013096309
0.052093219
0.012730205
0.04051074
0.0069127628
0.0058023576
0.0098025231
0.0089108814
0.0011925816
0.009765395
0.0022197927
0.0032021257
0.01149049
0.016087143
0.037340034
""
0.037460703
""
0.063279465
0.024020487
0.039809577
""
0.053894073
0.0056333588
""
""
0.0031865344
0.013177015
0.05384909
0.0063516954
0.0035389452
0.039520506
0.061806273
""
""
""
0.057316016
""
0.04154858
0.07820984
0.022625506
0.025893806
0.033651546
0.0073475572
""
0.056099903
0.031818815
0.031355381
0.035886906
""
0.022619888
0.031881303
""
0.020594243
0.035842109
0.038862821
0.029014526
0.016187426
0.017994331
0.065695144
0.022795631
0.030165894
0.032915194
0.059445549
0.016899997
0.054139242
0.045330815
0.073977105
0.02641141
0.025682639
0.039685834
0.028429175
0.012978946
0.068578981
0.016192505
0.0090818712
0.0057428153
0.01985327
0.0018021944
0.0098466445
0.031179864
0.044497225
0.011488987
""
0.042885061
0.04128569
0.025707513
0.054159962
""
0.049708914
0.034770995
""
0.050377484
0.041733913
0.034424726
0.037311092
""
0.05179847
0.037136059
""
0.039295457
0.060195226
0.037576381
0.031746913
""
0.038441624
""
""
""
0.048830148
""
""
""
""
""
0.059096761
""
""
""
""
""
""
0.056750834
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026630796
""
""
""
""
""
""
0.054876823
0.057717722
""
0.029720141
0.023705637
""
""
""
0.056483515
0.075402662
""
""
""
""
""
""
""
""
""
""
""
""
0.024742285
0.058706317
0.051541362
0.031962439
""
0.045659028
0.032419208
0.043769065
0.014146106
0.059698373
""
0.047797084
0.027136534
""
""
""
""
0.017126909
0.017779823
0.043409377
""
0.029649325
0.026596088
0.04994848
""
0.019838361
0.014468936
""
0.017721187
""
0.070024192
0.0082150605
0.025325172
0.060949076
""
""
""
0.045303937
0.0073973169
""
""
0.006246299
0.020891493
0.065439247
""
""
""
""
""
""
""
0.054247241
0.023313584
0.058738422
0.021397613
""
0.039555918
0.0064771255
0.0029888228
""
""
0.016125889
0.032915775
0.026088823
0.070180506
""
