staycz_black_female_mean_se
""
0.045518301
0.067253575
""
0.055487998
0.047163814
0.086643092
0.045396775
0.051190995
0.067864165
0.070047423
0.041438457
0.092431858
""
0.044262175
""
0.090172783
0.039862208
0.10869248
0.072820552
0.081298955
0.050223518
0.055056702
0.094704151
""
""
""
""
0.09448953
""
""
0.047892958
""
0.059876576
""
""
""
""
""
""
0.04847753
""
""
0.049445845
0.058210641
0.069969162
0.07326252
0.068902925
0.053351291
0.050952859
0.05874176
0.041224092
""
""
0.087216116
0.048216835
""
""
""
""
""
""
""
""
""
0.05555122
0.033560034
0.051731911
0.055023361
""
0.046029251
0.07115142
0.034579385
0.034254946
""
0.052477941
""
0.041330062
0.027694516
0.035168383
0.029807013
0.043351334
0.036773242
0.062271014
0.072830312
0.061610773
0.059820984
0.039305959
0.075294636
""
0.0549137
0.10609495
0.089124203
0.042296544
0.062953793
""
""
0.098822534
0.052459341
""
0.086475722
""
0.068448514
""
""
""
0.053180404
0.040047318
0.033856846
0.05315876
0.039555471
0.047511786
0.036327627
0.061906468
0.04451168
""
""
""
0.10163882
""
""
0.051805902
0.080365591
""
""
""
0.07449542
0.077109389
""
""
0.040456679
0.053243689
0.096055448
0.068987422
0.088620611
""
0.045807067
0.086048424
0.03705278
0.053172924
0.041060328
0.074480221
0.050918777
0.081401065
""
""
""
""
0.099655673
""
""
""
""
""
""
0.075762562
""
""
""
0.060308784
0.053600919
0.076802447
0.067028798
0.04813651
0.044866655
0.052521523
0.056915615
0.051431626
""
""
0.050852001
0.067914844
0.058225505
0.081781141
0.067215711
""
""
""
0.09373264
0.065951191
0.10297837
0.057569973
0.090237282
0.042547978
0.052613847
""
0.080366634
""
0.095453009
0.059140421
0.062320992
0.062962271
0.088313721
""
""
""
""
0.062727451
""
""
0.08476384
0.070785046
0.11493077
0.095010974
0.079015926
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076706626
""
""
0.041427076
0.090273641
""
0.094554819
""
0.076629728
0.037317071
0.055127345
0.053016718
0.06195176
0.050498098
0.079576015
0.10044354
0.056541115
0.034451555
0.056930862
0.10252374
0.038153138
0.035154048
0.029781004
0.028613109
0.1162344
0.061486475
0.046162304
0.046481885
0.073183037
0.063805766
0.035509471
0.030207803
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.070247613
0.078712635
""
0.047040626
0.077624753
0.045116473
0.083304748
0.089015864
0.033611033
0.066178612
""
0.039407078
0.093237318
0.05045836
0.048022039
0.067765072
0.080728449
0.062389821
0.050412256
""
0.099491917
0.051271811
0.0305293
0.07789278
0.039026681
0.030491892
""
""
""
0.088604853
0.048554432
0.058378417
0.040412042
""
0.06900017
0.043031465
0.032137066
0.054588381
0.071336322
0.086668715
""
""
""
""
""
""
""
0.090167925
""
""
""
""
""
0.039139513
""
""
0.070871793
0.078079261
""
""
""
""
0.081278183
""
""
""
""
""
0.086673059
""
0.073810525
0.089093715
""
""
0.050990429
0.034359608
0.042887606
0.056680419
0.076436117
0.067438558
0.040792491
0.03153852
0.063632049
0.057372011
0.051260866
0.078683995
0.070433818
