two_par_white_female_p1
0.34289819
0.22440283
0.1089064
0.29630908
0.33167353
0.41673476
0.23867022
0.23188476
0.4349412
0.46238309
0.67017305
0.24383554
0.37079236
0.3613869
0.39518419
0.32894066
0.33998576
0.43341023
0.28479353
0.54449165
0.054848254
-0.058310349
0.16019315
0.11719054
0.35358933
0.49261075
0.4216612
0.43853375
0.2095456
0.50143588
0.24429314
0.26985869
0.61492115
0.49345163
0.52256948
0.45037529
0.10737474
0.51262677
0.30560577
0.41317844
0.43361026
0.55862886
0.49016115
0.36806965
0.16279514
0.83396608
0.7325502
0.19029456
0.86103803
0.22234707
0.33647549
0.355436
0.69371998
0.4501982
0.28930369
0.60360777
0.54280668
0.59255737
0.56380808
0.48776257
0.43657014
0.46916798
0.63454068
0.3797496
0.54162288
""
0.57230246
0.51674521
0.41194463
0.1316011
0.27520823
-0.16947433
0.44933948
0.31500921
0.38570839
0.19007233
0.30348554
-0.21779042
0.18058218
0.3634527
-0.26343584
-0.18736549
0.20498529
0.55176258
0.50864792
0.078992151
0.39103121
0.42643011
0.28787079
0.38350132
0.3245441
0.28328544
0.41688943
0.35257107
0.32637304
0.50837654
0.65390188
0.54105598
0.3699995
0.54811382
0.38764367
0.49804983
0.35964459
0.47489053
0.56254876
""
0.34589046
0.44964808
0.18819214
0.37853727
0.45958534
0.40479022
0.36019108
0.077684745
0.36377993
0.33633682
0.40879244
0.32919383
0.55709487
0.36604035
0.54746038
0.47982788
0.45401362
0.55909443
0.50305516
0.38825598
0.33990183
0.87015069
0.64760697
0.56868339
0.78659517
0.28036788
0.37419772
0.59143108
0.31873745
0.35274044
0.33159244
0.67088771
0.72629356
0.42425191
0.57350457
""
""
0.37830195
0.22803012
0.69774729
0.47782886
0.55278075
0.53411251
0.25394377
0.61419398
0.38765803
0.50283176
0.53224432
0.53836316
0.49948624
0.96969533
0.66677302
0.36940911
0.45180276
0.49007803
0.27268454
0.39589787
0.3820681
0.21433428
0.22539796
0.29386127
0.35350457
0.19625938
0.49768186
0.283923
0.52470416
0.20020932
0.28715137
0.60026759
0.64449984
0.56290674
0.73070854
0.5909102
0.50089955
0.33954298
0.40898266
0.1000512
0.6832841
0.3640368
0.53797096
0.29243913
0.52516711
0.60116404
0.48071542
0.47181055
0.37015468
0.28514007
0.48944366
0.52182955
0.37392515
0.16593365
0.1330025
0.53316665
0.50332934
0.32679626
0.60777146
0.68307835
0.47226629
0.42979702
0.45926195
0.66364872
0.33209738
0.40128887
0.53971297
0.5534209
0.54848504
0.59730983
0.28486186
0.21248536
0.34343472
0.3752923
0.44710273
0.55819374
0.48965636
0.4327279
0.40409267
0.48424286
0.54546291
0.36775163
0.70941716
0.41812402
0.72595137
0.14452337
0.22095978
0.38622287
0.48445147
0.38712817
0.35012656
0.41859734
0.41956621
0.1091153
0.35509253
0.35312179
0.2781724
0.63881332
0.44765005
0.30902296
""
""
0.32453868
0.43956107
0.41484684
0.044263314
""
""
0.42281967
""
0.52741015
0.36078781
0.3346245
0.44507477
0.51457548
0.68472302
0.45595199
0.46825957
0.46541387
0.32218763
0.50322175
0.28274599
0.64723665
0.20483658
0.48522514
0.4417423
0.37002662
0.35809651
0.40005702
0.37857136
0.31679332
0.5391351
0.53001016
0.18454365
0.56803489
0.3109875
0.31417048
0.038054071
0.61309916
0.30855209
0.37879622
0.52270591
0.41011041
-0.11502865
0.36961883
0.46891043
0.38315105
-0.550699
0.203848
0.44334415
""
0.3999669
0.42737895
0.4356474
0.014174239
0.44323227
0.35383341
0.59423888
0.26083145
0.31620091
0.26514664
0.038663257
0.42257655
0.57031482
0.38587359
0.56077355
0.25929415
0.27048314
0.37482157
0.44510585
0.41017351
0.45487833
0.42672223
0.58414096
0.17933832
0.37685436
0.55730671
0.68475926
0.23355582
0.7277711
0.35909539
0.45714092
0.31583744
0.66026896
0.60014331
0.39640182
0.63915497
0.50445515
0.66891396
0.38281909
0.44620651
0.56372702
0.61159921
0.46059462
0.55906045
0.42752802
0.35370806
0.55304992
0.33847144
""
0.28317297
""
0.31312132
0.30934253
-0.25490427
0.50277185
0.25299513
""
0.57027245
0.34320882
0.56107998
0.15665929
0.31992802
0.70086074
0.42897174
0.13899621
0.19237694
0.22187039
0.13766667
0.47947809
0.19531456
0.063709512
0.20599674
0.39512214
0.37239084
0.396781
0.11479449
0.26513666
""
0.41020113
0.24419472
0.51366997
0.78992677
0.30787843
0.49596897
0.32481012
0.44789779
0.44423211
0.60663044
0.62793374
0.65860671
0.30945826
0.30027047
0.31222326
0.20696071
0.48375261
0.64545715
0.46975166
0.47037309
0.13949919
""
""
""
0.36582199
""
""
""
0.14815108
-0.17244242
0.25763446
0.20837633
0.094981663
""
0.32116371
0.24655698
0.14365622
-0.054836474
""
""
""
""
""
""
""
-0.099557631
-0.016489953
0.29347035
0.30710107
""
""
""
""
""
-0.10783578
0.091160238
0.29546127
-0.019973515
0.081880867
0.70514196
""
""
0.028579047
""
0.054349136
0.16354336
0.16776793
""
""
0.11752271
0.22297998
0.38682476
0.16857828
0.17063941
0.26749936
0.47303954
0.1023666
0.41402677
""
0.37945026
0.078856908
""
0.52498704
