kfr_native_black_male_mean_se
0.024761187
0.020752413
0.019736318
0.039515842
""
0.02813236
0.015468387
0.012954941
0.013236119
""
0.036253314
0.028676512
0.024474444
0.04185323
""
0.01764453
0.022870412
0.029747663
0.038311854
0.030180413
0.036714733
0.047879145
0.019045595
0.016488319
""
0.020078709
0.024482002
0.021167107
0.033050206
""
0.037352264
0.024781033
0.023719326
0.026584007
0.0099494066
""
0.0050905482
""
0.027371254
0.026440922
0.015605127
0.031256799
0.020762302
0.015545447
0.01048029
0.022919953
""
""
0.0064290976
0.033559199
0.0073295631
0.020874523
0.024963377
0.02038281
0.022665307
0.034921508
0.015440763
0.032177489
0.028556205
0.02284193
0.016729653
0.014956278
0.011080621
0.04970938
0.045465477
0.030963529
""
""
""
0.021654237
""
""
""
""
0.030354006
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028984131
""
""
""
""
""
0.0084785288
0.061703313
""
0.015284094
0.040957119
""
""
0.04481161
0.021575736
0.033492196
""
""
""
0.036024794
""
""
0.02643366
0.029572854
""
""
""
0.023772124
0.060894016
0.025691463
""
0.015059276
0.031600483
0.038453039
0.02328809
0.030738898
0.029950777
""
""
0.037150193
""
""
0.034508541
0.026860023
0.030512996
""
""
0.051595021
0.011220631
""
0.029433386
""
0.030838856
0.032701254
0.02763702
""
0.023871366
""
""
0.019855265
0.017193999
0.034716446
""
0.040106695
""
0.020253524
""
0.016314279
""
""
""
0.061535962
""
0.006984754
""
0.016746432
0.045461055
""
""
0.024684403
""
""
""
0.019498775
""
0.054998022
0.041347012
0.061702386
""
0.0070264093
""
""
0.071496964
""
""
0.010107175
""
""
0.013816587
""
""
""
""
0.015638789
0.02548214
""
""
0.0034372758
0.03872351
0.050534286
""
""
0.027589029
""
""
0.023418039
0.068943366
""
0.013576491
0.053254277
""
0.0086598368
0.0079263514
""
0.0071786265
0.0075734761
0.015399476
0.014933392
0.062968455
0.017944375
0.028278874
0.014246656
0.056535799
""
""
""
0.010374421
0.039848365
0.028019553
0.053628124
""
""
0.043359458
""
0.02094347
0.054045595
""
0.022610595
""
0.013702771
""
""
""
0.037276182
""
""
""
""
""
""
""
""
""
0.01049105
""
0.048235778
""
""
0.013520246
""
""
""
""
""
""
""
""
0.030934358
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046942275
""
""
""
""
""
""
""
""
""
""
""
""
0.010853128
0.010759192
""
0.035777867
0.010872377
0.024751779
0.070693851
""
0.015053395
0.008205303
0.015551069
0.005182114
0.012082784
""
0.018635919
0.043652821
0.0136511
0.0062788553
""
0.039555997
0.05942522
0.022402765
0.036180429
0.019490505
0.040979158
""
0.0054277643
0.0098750573
0.03381642
""
0.013004083
""
""
""
0.034015153
""
""
0.030143717
0.024324413
0.0068144547
""
0.021673493
0.020228237
0.024134444
""
0.020267995
0.014385178
0.010956314
0.033797599
""
0.034961931
0.017341878
0.014704635
0.038208425
0.0050883843
0.032329854
0.031333189
0.018595746
0.046024635
0.006550394
0.021866696
0.0074707679
0.031199973
0.0077558621
0.0089359209
0.02463877
0.025575135
0.014274889
0.035600327
0.021031957
0.012414672
0.024632599
0.054249376
0.038507763
0.027266148
0.01192697
0.034406215
0.055449799
""
0.044580042
""
""
""
0.016868414
""
0.030136794
0.032128356
0.024597932
""
0.0089995554
""
""
0.025796443
0.043570694
0.017907027
0.018345688
0.02375631
0.057792168
0.030390337
""
0.017008174
""
0.054458179
0.0072189327
0.022469418
""
0.049159784
0.012816838
0.051130008
0.0064992197
0.049465768
0.0096926102
0.030284528
0.024095682
0.020136869
0.024120683
0.020089405
0.046943776
0.022115115
""
""
0.021689961
0.0042863856
0.046972245
0.025983192
0.010333391
0.015619797
0.0217948
""
