kid_black_male_n
18.0
177.0
77.0
22.0
66.0
98.0
49.0
44.0
143.0
110.0
129.0
286.0
167.0
44.0
216.0
42.0
54.0
393.0
40.0
92.0
26.0
102.0
246.0
53.0
70.0
57.0
30.0
55.0
64.0
28.0
11.0
178.0
17.0
100.0
6.0
1.0
1.0
1.0
0.0
102.0
202.0
14.0
11.0
265.0
376.0
185.0
150.0
139.0
188.0
158.0
162.0
445.0
31.0
68.0
113.0
483.0
43.0
22.0
0.0
4.0
1.0
0.0
6.0
13.0
0.0
234.0
805.0
253.0
167.0
15.0
186.0
123.0
335.0
309.0
40.0
253.0
42.0
227.0
431.0
182.0
281.0
348.0
168.0
105.0
85.0
80.0
107.0
91.0
113.0
8.0
100.0
42.0
70.0
155.0
103.0
28.0
17.0
45.0
133.0
16.0
73.0
17.0
69.0
6.0
23.0
0.0
181.0
264.0
599.0
122.0
210.0
130.0
308.0
60.0
194.0
22.0
25.0
15.0
61.0
28.0
40.0
223.0
90.0
4.0
13.0
72.0
70.0
139.0
27.0
70.0
479.0
242.0
101.0
225.0
112.0
65.0
357.0
109.0
457.0
136.0
332.0
160.0
215.0
190.0
95.0
4.0
56.0
1.0
59.0
17.0
0.0
3.0
17.0
60.0
66.0
226.0
3.0
17.0
3.0
88.0
140.0
24.0
35.0
230.0
332.0
136.0
58.0
228.0
2.0
72.0
165.0
120.0
105.0
87.0
159.0
93.0
25.0
23.0
60.0
189.0
85.0
246.0
107.0
412.0
386.0
35.0
178.0
24.0
100.0
89.0
39.0
156.0
90.0
0.0
27.0
3.0
18.0
132.0
1.0
4.0
55.0
109.0
48.0
111.0
104.0
83.0
42.0
0.0
0.0
1.0
1.0
0.0
0.0
0.0
1.0
1.0
0.0
0.0
1.0
0.0
7.0
8.0
61.0
0.0
0.0
209.0
91.0
7.0
57.0
23.0
78.0
360.0
146.0
189.0
102.0
193.0
63.0
75.0
166.0
473.0
120.0
110.0
320.0
452.0
572.0
438.0
77.0
66.0
258.0
404.0
157.0
133.0
319.0
885.0
0.0
2.0
0.0
3.0
4.0
0.0
4.0
38.0
54.0
5.0
13.0
0.0
29.0
2.0
78.0
72.0
12.0
292.0
99.0
201.0
46.0
27.0
318.0
88.0
53.0
170.0
85.0
168.0
170.0
197.0
88.0
140.0
198.0
68.0
68.0
232.0
573.0
62.0
302.0
416.0
5.0
12.0
14.0
102.0
125.0
68.0
171.0
6.0
52.0
161.0
308.0
85.0
53.0
66.0
27.0
25.0
40.0
6.0
3.0
1.0
0.0
35.0
45.0
3.0
4.0
4.0
3.0
293.0
0.0
21.0
136.0
144.0
18.0
24.0
43.0
1.0
109.0
15.0
11.0
3.0
1.0
1.0
97.0
